OrderId,Return_reason
OR-026444,Damaged item
OR-104457,Product no longer wanted
OR-032232,Better price found elsewhere
OR-031189,No longer needed
OR-111317,Incorrect item shipped
OR-067498,Received wrong quantity
OR-020073,Changed mind
OR-121779,Poor customer service
OR-001160,Incorrect item shipped
OR-069568,Changed mind
OR-069524,Poor customer service
OR-026224,Changed mind
OR-064583,Changed mind
OR-075830,Item not as described
OR-007393,Damaged item
OR-111211,Better price found elsewhere
OR-031571,Better price found elsewhere
OR-011672,Poor customer service
OR-002976,Damaged item
OR-114908,Damaged item
OR-007340,Delayed delivery
OR-061512,Damaged item
OR-032799,Incorrect item shipped
OR-023951,Delayed delivery
OR-057146,Poor customer service
OR-095861,Incorrect item shipped
OR-074281,Received wrong quantity
OR-044694,Item not as described
OR-044803,Better price found elsewhere
OR-103919,Incorrect item shipped
OR-047256,Received wrong quantity
OR-016506,Delayed delivery
OR-019784,Poor customer service
OR-096856,Item not as described
OR-019184,Damaged item
OR-036547,Changed mind
OR-050441,Changed mind
OR-055599,No longer needed
OR-086001,Incorrect item shipped
OR-010558,Poor customer service
OR-051849,Delayed delivery
OR-094860,Received wrong quantity
OR-059594,Damaged item
OR-096118,Changed mind
OR-089281,No longer needed
OR-039413,Damaged item
OR-064434,Changed mind
OR-006627,No longer needed
OR-030434,Item not as described
OR-115953,Better price found elsewhere
OR-020148,Incorrect item shipped
OR-069506,Delayed delivery
OR-025820,No longer needed
OR-097317,Better price found elsewhere
OR-089878,Changed mind
OR-062603,Received wrong quantity
OR-125060,Incorrect item shipped
OR-056509,Received wrong quantity
OR-046349,Product no longer wanted
OR-024112,Damaged item
OR-081340,Delayed delivery
OR-056949,Received wrong quantity
OR-022626,Delayed delivery
OR-020072,Incorrect item shipped
OR-054246,Received wrong quantity
OR-059914,No longer needed
OR-003562,No longer needed
OR-026284,Incorrect item shipped
OR-099537,Product no longer wanted
OR-015275,Damaged item
OR-009350,Better price found elsewhere
OR-010615,No longer needed
OR-033119,Damaged item
OR-065418,No longer needed
OR-083274,Incorrect item shipped
OR-033449,Damaged item
OR-027462,Incorrect item shipped
OR-021326,Received wrong quantity
OR-050857,Incorrect item shipped
OR-080647,Better price found elsewhere
OR-086586,Incorrect item shipped
OR-051266,Item not as described
OR-095122,Damaged item
OR-014163,Better price found elsewhere
OR-099171,Poor customer service
OR-061077,Received wrong quantity
OR-082461,No longer needed
OR-043317,Better price found elsewhere
OR-000693,Changed mind
OR-016031,Better price found elsewhere
OR-118659,Received wrong quantity
OR-098156,Incorrect item shipped
OR-105453,Incorrect item shipped
OR-050191,Product no longer wanted
OR-046840,Better price found elsewhere
OR-123524,Changed mind
OR-106436,Item not as described
OR-015940,Delayed delivery
OR-050781,Item not as described
OR-087234,Delayed delivery
OR-030628,Changed mind
OR-003270,Product no longer wanted
OR-004873,Item not as described
OR-079288,Received wrong quantity
OR-100083,Product no longer wanted
OR-098087,Changed mind
OR-122875,No longer needed
OR-122880,Poor customer service
OR-124688,No longer needed
OR-110486,Incorrect item shipped
OR-014339,Product no longer wanted
OR-109577,Incorrect item shipped
OR-077331,Changed mind
OR-086822,Product no longer wanted
OR-057204,Changed mind
OR-097842,Delayed delivery
OR-034105,Item not as described
OR-089834,Item not as described
OR-083993,Poor customer service
OR-032741,Product no longer wanted
OR-004200,Damaged item
OR-116372,Poor customer service
OR-097733,Incorrect item shipped
OR-015260,Incorrect item shipped
OR-108251,Incorrect item shipped
OR-067349,Received wrong quantity
OR-035969,Delayed delivery
OR-085860,No longer needed
OR-123895,Incorrect item shipped
OR-065583,Better price found elsewhere
OR-083180,Better price found elsewhere
OR-049715,Incorrect item shipped
OR-071203,Item not as described
OR-059127,Incorrect item shipped
OR-089224,Changed mind
OR-061079,Better price found elsewhere
OR-051633,Better price found elsewhere
OR-068538,Received wrong quantity
OR-070448,No longer needed
OR-070134,Product no longer wanted
OR-001445,Incorrect item shipped
OR-023850,Delayed delivery
OR-017498,Changed mind
OR-004407,Delayed delivery
OR-098295,Better price found elsewhere
OR-094449,Incorrect item shipped
OR-065745,Incorrect item shipped
OR-024851,Damaged item
OR-102639,Damaged item
OR-016877,Product no longer wanted
OR-074006,Delayed delivery
OR-103609,Better price found elsewhere
OR-123858,Poor customer service
OR-023882,Received wrong quantity
OR-041892,Item not as described
OR-086430,Poor customer service
OR-103232,Received wrong quantity
OR-094241,Poor customer service
OR-017053,No longer needed
OR-116963,Received wrong quantity
OR-067486,Delayed delivery
OR-053045,No longer needed
OR-116812,Product no longer wanted
OR-099903,No longer needed
OR-045019,No longer needed
OR-114629,Product no longer wanted
OR-030588,Changed mind
OR-028249,Product no longer wanted
OR-020973,No longer needed
OR-009774,Received wrong quantity
OR-045867,Item not as described
OR-056241,Incorrect item shipped
OR-110337,Poor customer service
OR-073688,Incorrect item shipped
OR-092782,Item not as described
OR-070688,Incorrect item shipped
OR-050839,Poor customer service
OR-048724,Damaged item
OR-042359,Incorrect item shipped
OR-119874,Changed mind
OR-094628,Incorrect item shipped
OR-067968,Delayed delivery
OR-029456,No longer needed
OR-024571,No longer needed
OR-075272,Received wrong quantity
OR-040464,Incorrect item shipped
OR-019876,Poor customer service
OR-117815,Changed mind
OR-088796,Item not as described
OR-012110,Changed mind
OR-075342,Damaged item
OR-001594,Received wrong quantity
OR-036999,No longer needed
OR-084328,Delayed delivery
OR-112598,Received wrong quantity
OR-108224,No longer needed
OR-022918,Damaged item
OR-079863,Item not as described
OR-102050,Better price found elsewhere
OR-070605,Changed mind
OR-015063,Damaged item
OR-073640,Incorrect item shipped
OR-073024,No longer needed
OR-048460,Damaged item
OR-100049,Better price found elsewhere
OR-049232,Damaged item
OR-094675,Item not as described
OR-033548,Damaged item
OR-056039,No longer needed
OR-011097,Changed mind
OR-078431,Better price found elsewhere
OR-111837,No longer needed
OR-063533,Better price found elsewhere
OR-084258,Product no longer wanted
OR-115048,Incorrect item shipped
OR-050601,Received wrong quantity
OR-015644,No longer needed
OR-080143,Changed mind
OR-090315,Changed mind
OR-088910,Damaged item
OR-113624,Incorrect item shipped
OR-044176,Poor customer service
OR-051918,Better price found elsewhere
OR-042935,Better price found elsewhere
OR-074875,Delayed delivery
OR-071818,Damaged item
OR-048587,Incorrect item shipped
OR-090077,Damaged item
OR-008954,Damaged item
OR-003247,Damaged item
OR-064283,Item not as described
OR-119802,Delayed delivery
OR-081405,Changed mind
OR-109410,Item not as described
OR-060765,Delayed delivery
OR-117097,Incorrect item shipped
OR-016941,Product no longer wanted
OR-050803,Received wrong quantity
OR-096216,Changed mind
OR-058206,Delayed delivery
OR-113584,Changed mind
OR-054079,Received wrong quantity
OR-039151,Product no longer wanted
OR-064103,Received wrong quantity
OR-025468,Changed mind
OR-001299,Incorrect item shipped
OR-084525,Better price found elsewhere
OR-119835,Item not as described
OR-004529,No longer needed
OR-078164,Poor customer service
OR-059959,Delayed delivery
OR-035254,Received wrong quantity
OR-116472,Received wrong quantity
OR-102366,Product no longer wanted
OR-056060,Poor customer service
OR-081120,Poor customer service
OR-118171,Changed mind
OR-015229,Incorrect item shipped
OR-110149,Product no longer wanted
OR-122705,Item not as described
OR-050328,Changed mind
OR-070222,Item not as described
OR-054748,Received wrong quantity
OR-084493,Damaged item
OR-125714,Item not as described
OR-009657,No longer needed
OR-042877,Changed mind
OR-006041,Item not as described
OR-097446,Incorrect item shipped
OR-084378,No longer needed
OR-012987,Incorrect item shipped
OR-036791,Damaged item
OR-038812,Changed mind
OR-060761,Item not as described
OR-007915,Better price found elsewhere
OR-052220,Product no longer wanted
OR-124916,Received wrong quantity
OR-083122,Delayed delivery
OR-023174,No longer needed
OR-067410,Incorrect item shipped
OR-043189,Product no longer wanted
OR-050204,Damaged item
OR-120182,Item not as described
OR-053126,Incorrect item shipped
OR-042678,Poor customer service
OR-063352,Better price found elsewhere
OR-123599,Item not as described
OR-117008,Received wrong quantity
OR-103821,Poor customer service
OR-019937,Changed mind
OR-009018,Better price found elsewhere
OR-076752,Received wrong quantity
OR-122366,Damaged item
OR-012191,No longer needed
OR-060144,Product no longer wanted
OR-104435,Poor customer service
OR-015522,Product no longer wanted
OR-070102,Damaged item
OR-093589,Item not as described
OR-023847,Delayed delivery
OR-051726,Item not as described
OR-078499,No longer needed
OR-073372,Better price found elsewhere
OR-091116,Item not as described
OR-023118,Item not as described
OR-026691,Better price found elsewhere
OR-065309,Changed mind
OR-055591,Received wrong quantity
OR-057159,Product no longer wanted
OR-009164,Damaged item
OR-051678,Item not as described
OR-043512,Received wrong quantity
OR-077651,Incorrect item shipped
OR-052153,Damaged item
OR-111918,No longer needed
OR-123966,Product no longer wanted
OR-024955,Poor customer service
OR-027106,Product no longer wanted
OR-070280,Incorrect item shipped
OR-076952,Delayed delivery
OR-020977,No longer needed
OR-111070,Changed mind
OR-043519,Product no longer wanted
OR-003524,Product no longer wanted
OR-053117,Changed mind
OR-013306,Better price found elsewhere
OR-038099,Product no longer wanted
OR-074947,Better price found elsewhere
OR-096032,Changed mind
OR-041390,Poor customer service
OR-116147,Damaged item
OR-013343,No longer needed
OR-101977,Better price found elsewhere
OR-109199,Better price found elsewhere
OR-120495,Damaged item
OR-035271,Changed mind
OR-074471,Item not as described
OR-018624,Changed mind
OR-006477,Poor customer service
OR-075406,No longer needed
OR-055477,Item not as described
OR-037061,Received wrong quantity
OR-081703,No longer needed
OR-037843,Damaged item
OR-087035,Damaged item
OR-083995,Better price found elsewhere
OR-059389,Better price found elsewhere
OR-083070,Damaged item
OR-080618,Damaged item
OR-030117,Changed mind
OR-058166,No longer needed
OR-080388,Incorrect item shipped
OR-028329,Changed mind
OR-091947,Product no longer wanted
OR-002686,Changed mind
OR-027003,Poor customer service
OR-095247,Delayed delivery
OR-023616,No longer needed
OR-060156,Received wrong quantity
OR-008659,Received wrong quantity
OR-049039,Product no longer wanted
OR-070540,Product no longer wanted
OR-099125,Item not as described
OR-116196,Changed mind
OR-025112,Delayed delivery
OR-062171,Better price found elsewhere
OR-090518,Poor customer service
OR-109271,Received wrong quantity
OR-062507,Better price found elsewhere
OR-101877,Changed mind
OR-119558,Item not as described
OR-094468,Better price found elsewhere
OR-103425,Damaged item
OR-101005,Changed mind
OR-121294,Poor customer service
OR-083584,No longer needed
OR-053869,No longer needed
OR-071322,No longer needed
OR-000092,Damaged item
OR-122843,Received wrong quantity
OR-103538,Item not as described
OR-054027,Product no longer wanted
OR-088693,Received wrong quantity
OR-049011,Item not as described
OR-034472,Poor customer service
OR-000416,Damaged item
OR-112568,Changed mind
OR-040838,Damaged item
OR-033967,Delayed delivery
OR-114316,Damaged item
OR-103071,Item not as described
OR-060587,Damaged item
OR-066317,Item not as described
OR-126049,Changed mind
OR-074220,Product no longer wanted
OR-056827,Received wrong quantity
OR-122811,Incorrect item shipped
OR-058976,Better price found elsewhere
OR-025632,Damaged item
OR-092378,Damaged item
OR-005269,Delayed delivery
OR-066457,Better price found elsewhere
OR-087085,Damaged item
OR-053618,Better price found elsewhere
OR-091917,Better price found elsewhere
OR-066188,Damaged item
OR-100471,Received wrong quantity
OR-039578,Damaged item
OR-031465,Delayed delivery
OR-017558,Incorrect item shipped
OR-086776,Delayed delivery
OR-016303,Item not as described
OR-036820,Delayed delivery
OR-025519,Poor customer service
OR-012343,Damaged item
OR-082340,Incorrect item shipped
OR-099485,Changed mind
OR-112707,No longer needed
OR-006545,No longer needed
OR-107874,Poor customer service
OR-101424,No longer needed
OR-122570,Product no longer wanted
OR-005411,Item not as described
OR-044215,Received wrong quantity
OR-074029,Poor customer service
OR-074757,Better price found elsewhere
OR-008918,Item not as described
OR-094483,Item not as described
OR-107318,Changed mind
OR-054320,Delayed delivery
OR-070679,Item not as described
OR-124031,Damaged item
OR-044618,Changed mind
OR-103171,Better price found elsewhere
OR-057143,Received wrong quantity
OR-076071,Better price found elsewhere
OR-002754,Delayed delivery
OR-099505,Delayed delivery
OR-049933,Damaged item
OR-122328,Better price found elsewhere
OR-019653,Poor customer service
OR-003045,Product no longer wanted
OR-005608,Better price found elsewhere
OR-074437,Damaged item
OR-059432,Poor customer service
OR-034845,Product no longer wanted
OR-071145,Better price found elsewhere
OR-053356,Incorrect item shipped
OR-005258,Item not as described
OR-073175,Delayed delivery
OR-080821,Damaged item
OR-107935,Poor customer service
OR-113789,Incorrect item shipped
OR-004075,Changed mind
OR-028164,Received wrong quantity
OR-063814,Received wrong quantity
OR-045384,Damaged item
OR-037340,Delayed delivery
OR-001743,No longer needed
OR-069970,Incorrect item shipped
OR-048909,Product no longer wanted
OR-068193,Incorrect item shipped
OR-012136,Better price found elsewhere
OR-083053,Received wrong quantity
OR-000052,Received wrong quantity
OR-053518,No longer needed
OR-082894,Item not as described
OR-016807,Better price found elsewhere
OR-071787,Better price found elsewhere
OR-055980,No longer needed
OR-112838,Received wrong quantity
OR-075645,Delayed delivery
OR-078653,Changed mind
OR-084061,Poor customer service
OR-017976,Changed mind
OR-000338,Better price found elsewhere
OR-079819,Delayed delivery
OR-073483,Delayed delivery
OR-098878,Product no longer wanted
OR-001711,Damaged item
OR-106353,Poor customer service
OR-120962,Product no longer wanted
OR-114858,Delayed delivery
OR-019494,Poor customer service
OR-098940,Received wrong quantity
OR-095026,Better price found elsewhere
OR-070468,Changed mind
OR-104220,Better price found elsewhere
OR-102446,Better price found elsewhere
OR-025777,Product no longer wanted
OR-081854,Item not as described
OR-088196,Better price found elsewhere
OR-113552,Received wrong quantity
OR-066189,Product no longer wanted
OR-094805,Poor customer service
OR-006526,Product no longer wanted
OR-065444,Incorrect item shipped
OR-023765,Poor customer service
OR-060224,Item not as described
OR-020618,Item not as described
OR-047776,Better price found elsewhere
OR-103776,Changed mind
OR-090277,Changed mind
OR-019947,Incorrect item shipped
OR-112224,Delayed delivery
OR-025485,Product no longer wanted
OR-058051,Changed mind
OR-084075,Poor customer service
OR-050491,Received wrong quantity
OR-113172,Received wrong quantity
OR-020524,Changed mind
OR-050225,Incorrect item shipped
OR-011211,Damaged item
OR-121635,Received wrong quantity
OR-086154,Product no longer wanted
OR-063874,No longer needed
OR-051738,Better price found elsewhere
OR-020378,Changed mind
OR-112554,Delayed delivery
OR-100673,Changed mind
OR-011547,No longer needed
OR-107876,Product no longer wanted
OR-038242,Changed mind
OR-054115,Product no longer wanted
OR-059767,Received wrong quantity
OR-046718,Damaged item
OR-121691,No longer needed
OR-078194,Incorrect item shipped
OR-083907,Better price found elsewhere
OR-012781,Product no longer wanted
OR-037179,Poor customer service
OR-060412,Product no longer wanted
OR-089723,Received wrong quantity
OR-101973,No longer needed
OR-058395,Better price found elsewhere
OR-089561,Damaged item
OR-093086,No longer needed
OR-080873,Damaged item
OR-089273,Product no longer wanted
OR-090342,Incorrect item shipped
OR-100572,Poor customer service
OR-039931,Better price found elsewhere
OR-098383,Changed mind
OR-107058,Changed mind
OR-102669,Received wrong quantity
OR-122123,No longer needed
OR-075613,Delayed delivery
OR-000840,Better price found elsewhere
OR-032867,No longer needed
OR-026503,Poor customer service
OR-124833,Damaged item
OR-014536,Product no longer wanted
OR-123213,Poor customer service
OR-061873,Delayed delivery
OR-084706,Better price found elsewhere
OR-016029,Received wrong quantity
OR-009197,Received wrong quantity
OR-012419,Poor customer service
OR-051867,Better price found elsewhere
OR-029066,Incorrect item shipped
OR-083786,Changed mind
OR-109489,No longer needed
OR-053331,Damaged item
OR-067722,Item not as described
OR-055006,Received wrong quantity
OR-097281,Delayed delivery
OR-039079,Item not as described
OR-089856,Received wrong quantity
OR-063694,Incorrect item shipped
OR-024081,No longer needed
OR-117862,Better price found elsewhere
OR-090686,Incorrect item shipped
OR-102298,Better price found elsewhere
OR-014732,Incorrect item shipped
OR-043654,Received wrong quantity
OR-008242,Received wrong quantity
OR-069483,Item not as described
OR-074936,Incorrect item shipped
OR-043456,Delayed delivery
OR-003474,Poor customer service
OR-113181,Item not as described
OR-070353,Changed mind
OR-108419,Incorrect item shipped
OR-058688,Product no longer wanted
OR-007853,No longer needed
OR-087440,Damaged item
OR-005039,Poor customer service
OR-053111,Product no longer wanted
OR-101258,Better price found elsewhere
OR-122372,Incorrect item shipped
OR-039521,Damaged item
OR-051738,Better price found elsewhere
OR-000203,Changed mind
OR-004359,No longer needed
OR-113423,Item not as described
OR-123905,Changed mind
OR-015407,Delayed delivery
OR-107396,Changed mind
OR-036796,Better price found elsewhere
OR-019439,Received wrong quantity
OR-027548,Poor customer service
OR-101511,Product no longer wanted
OR-068885,Received wrong quantity
OR-063977,Delayed delivery
OR-093849,Delayed delivery
OR-081306,Item not as described
OR-103896,Product no longer wanted
OR-083915,Poor customer service
OR-092913,Received wrong quantity
OR-025128,Damaged item
OR-051301,Received wrong quantity
OR-070018,Received wrong quantity
OR-075461,Item not as described
OR-077709,Changed mind
OR-057279,No longer needed
OR-013753,Delayed delivery
OR-063173,Damaged item
OR-056854,Better price found elsewhere
OR-090099,Delayed delivery
OR-097834,Damaged item
OR-113345,Incorrect item shipped
OR-108887,Product no longer wanted
OR-099662,Received wrong quantity
OR-021670,Product no longer wanted
OR-046050,Poor customer service
OR-036693,Better price found elsewhere
OR-071378,No longer needed
OR-073804,Changed mind
OR-098738,Received wrong quantity
OR-106464,Received wrong quantity
OR-009518,Poor customer service
OR-033008,Item not as described
OR-090568,Incorrect item shipped
OR-072645,Received wrong quantity
OR-086239,Item not as described
OR-059506,Item not as described
OR-040514,Item not as described
OR-046969,Incorrect item shipped
OR-038052,Changed mind
OR-118339,Product no longer wanted
OR-062131,Poor customer service
OR-067557,Incorrect item shipped
OR-019128,Delayed delivery
OR-009076,Item not as described
OR-034867,Item not as described
OR-029761,No longer needed
OR-032911,Changed mind
OR-026268,Received wrong quantity
OR-007972,Changed mind
OR-106346,Better price found elsewhere
OR-033375,Delayed delivery
OR-083924,Changed mind
OR-069216,Product no longer wanted
OR-061497,No longer needed
OR-082413,Better price found elsewhere
OR-092609,Damaged item
OR-075815,Delayed delivery
OR-006257,Received wrong quantity
OR-086132,Product no longer wanted
OR-031108,Product no longer wanted
OR-071505,Damaged item
OR-062785,Item not as described
OR-042944,No longer needed
OR-040349,Item not as described
OR-111060,Better price found elsewhere
OR-112148,Better price found elsewhere
OR-036068,Poor customer service
OR-041750,Incorrect item shipped
OR-091943,Incorrect item shipped
OR-058740,Incorrect item shipped
OR-036511,Delayed delivery
OR-001132,Damaged item
OR-051810,Poor customer service
OR-060124,Received wrong quantity
OR-101557,Received wrong quantity
OR-051436,Incorrect item shipped
OR-086043,Damaged item
OR-021770,Changed mind
OR-008480,Damaged item
OR-032673,Poor customer service
OR-077614,Received wrong quantity
OR-033159,Item not as described
OR-065188,Product no longer wanted
OR-001198,Damaged item
OR-094767,Better price found elsewhere
OR-037262,Changed mind
OR-002154,Better price found elsewhere
OR-084629,Damaged item
OR-098849,Received wrong quantity
OR-080104,Better price found elsewhere
OR-093750,No longer needed
OR-093058,Item not as described
OR-092956,Incorrect item shipped
OR-123446,Product no longer wanted
OR-074529,Item not as described
OR-106073,Changed mind
OR-015358,Changed mind
OR-066108,Product no longer wanted
OR-105731,Delayed delivery
OR-060743,Received wrong quantity
OR-119214,Damaged item
OR-117385,Product no longer wanted
OR-077435,Incorrect item shipped
OR-029281,Poor customer service
OR-103489,Changed mind
OR-015131,Received wrong quantity
OR-123261,Item not as described
OR-082519,Product no longer wanted
OR-080965,Damaged item
OR-069354,Product no longer wanted
OR-091344,Poor customer service
OR-074500,Product no longer wanted
OR-089168,Damaged item
OR-042209,Incorrect item shipped
OR-080911,Better price found elsewhere
OR-062494,Poor customer service
OR-123712,Received wrong quantity
OR-090833,No longer needed
OR-097051,Poor customer service
OR-086711,Item not as described
OR-111988,Delayed delivery
OR-122259,Better price found elsewhere
OR-120191,Changed mind
OR-031539,Poor customer service
OR-057380,Incorrect item shipped
OR-021851,Damaged item
OR-038684,Delayed delivery
OR-055972,Better price found elsewhere
OR-123259,Delayed delivery
OR-116480,Delayed delivery
OR-031757,Better price found elsewhere
OR-110892,Product no longer wanted
OR-098322,Product no longer wanted
OR-042336,Received wrong quantity
OR-108811,Better price found elsewhere
OR-041839,Changed mind
OR-103525,Better price found elsewhere
OR-005736,Changed mind
OR-002463,Delayed delivery
OR-062998,Received wrong quantity
OR-077363,Item not as described
OR-024133,Received wrong quantity
OR-054775,Damaged item
OR-091363,Delayed delivery
OR-022359,Poor customer service
OR-072421,Product no longer wanted
OR-031824,Incorrect item shipped
OR-019508,Incorrect item shipped
OR-018163,No longer needed
OR-048385,No longer needed
OR-070552,Product no longer wanted
OR-089988,Product no longer wanted
OR-053940,Received wrong quantity
OR-092185,Better price found elsewhere
OR-074990,Received wrong quantity
OR-048553,Incorrect item shipped
OR-052272,Product no longer wanted
OR-004939,Changed mind
OR-070886,Poor customer service
OR-086438,Item not as described
OR-120526,Incorrect item shipped
OR-060070,Better price found elsewhere
OR-124996,Incorrect item shipped
OR-078112,No longer needed
OR-110958,No longer needed
OR-111562,Damaged item
OR-103882,Better price found elsewhere
OR-018184,Poor customer service
OR-094715,Damaged item
OR-100789,Incorrect item shipped
OR-109296,Received wrong quantity
OR-107781,Poor customer service
OR-088325,Changed mind
OR-024698,Poor customer service
OR-055737,Delayed delivery
OR-078135,Better price found elsewhere
OR-036019,No longer needed
OR-074965,Better price found elsewhere
OR-057554,Poor customer service
OR-021219,Poor customer service
OR-057268,Damaged item
OR-036518,Poor customer service
OR-086089,Product no longer wanted
OR-090245,Better price found elsewhere
OR-012141,No longer needed
OR-080409,No longer needed
OR-125635,Incorrect item shipped
OR-104035,Received wrong quantity
OR-043261,Received wrong quantity
OR-013179,Changed mind
OR-111099,Item not as described
OR-005277,Poor customer service
OR-042557,Incorrect item shipped
OR-073739,Received wrong quantity
OR-055695,Delayed delivery
OR-057927,Damaged item
OR-032335,Poor customer service
OR-005610,Item not as described
OR-001308,Delayed delivery
OR-094807,Received wrong quantity
OR-096578,Product no longer wanted
OR-059382,Delayed delivery
OR-070244,Received wrong quantity
OR-056420,Delayed delivery
OR-067100,Changed mind
OR-047071,Changed mind
OR-061204,Received wrong quantity
OR-001374,Incorrect item shipped
OR-050451,Product no longer wanted
OR-030109,No longer needed
OR-094231,Incorrect item shipped
OR-037138,No longer needed
OR-033987,Damaged item
OR-109624,Changed mind
OR-113368,Product no longer wanted
OR-084813,Poor customer service
OR-031727,Received wrong quantity
OR-023699,Received wrong quantity
OR-106063,Product no longer wanted
OR-093706,Better price found elsewhere
OR-047546,Changed mind
OR-123456,Poor customer service
OR-118160,Received wrong quantity
OR-031521,Item not as described
OR-071643,Better price found elsewhere
OR-094798,Delayed delivery
OR-073273,Damaged item
OR-065066,Received wrong quantity
OR-063432,Damaged item
OR-070210,Damaged item
OR-065076,No longer needed
OR-113090,Delayed delivery
OR-088878,Incorrect item shipped
OR-091930,Damaged item
OR-096321,Better price found elsewhere
OR-123407,Damaged item
OR-054614,Incorrect item shipped
OR-075873,Damaged item
OR-080570,Item not as described
OR-125387,Damaged item
OR-052235,Incorrect item shipped
OR-099251,Product no longer wanted
OR-098260,Incorrect item shipped
OR-064161,Incorrect item shipped
OR-042044,Changed mind
OR-009381,Poor customer service
OR-097214,Better price found elsewhere
OR-108684,Item not as described
OR-120479,Changed mind
OR-000079,Better price found elsewhere
OR-117873,No longer needed
OR-125686,Damaged item
OR-070124,Damaged item
OR-103650,Incorrect item shipped
OR-122296,No longer needed
OR-082125,Changed mind
OR-008299,Poor customer service
OR-111585,Item not as described
OR-042339,Damaged item
OR-070089,Item not as described
OR-054303,Changed mind
OR-063541,Incorrect item shipped
OR-123692,No longer needed
OR-053130,Poor customer service
OR-048214,Changed mind
OR-067530,Better price found elsewhere
OR-121286,Poor customer service
OR-045470,Incorrect item shipped
OR-116123,Delayed delivery
OR-007756,No longer needed
OR-027774,Changed mind
OR-046282,Changed mind
OR-088480,Delayed delivery
OR-081884,Better price found elsewhere
OR-017153,Received wrong quantity
OR-123715,Better price found elsewhere
OR-101806,Incorrect item shipped
OR-125093,No longer needed
OR-115388,Damaged item
OR-036320,Changed mind
OR-119278,No longer needed
OR-108577,Changed mind
OR-084185,Better price found elsewhere
OR-047554,Changed mind
OR-090704,Item not as described
OR-070906,Item not as described
OR-025082,Incorrect item shipped
OR-061441,Damaged item
OR-025997,Received wrong quantity
OR-009280,Better price found elsewhere
OR-100979,No longer needed
OR-079882,Poor customer service
OR-046722,Item not as described
OR-020062,Damaged item
OR-079024,Incorrect item shipped
OR-074245,Changed mind
OR-090515,Product no longer wanted
OR-100238,Better price found elsewhere
OR-041310,Better price found elsewhere
OR-123186,No longer needed
OR-005632,Damaged item
OR-044084,Product no longer wanted
OR-036402,Changed mind
OR-119391,Damaged item
OR-015449,Incorrect item shipped
OR-008363,Damaged item
OR-003089,Better price found elsewhere
OR-064785,Received wrong quantity
OR-117124,Delayed delivery
OR-066022,Changed mind
OR-002135,Delayed delivery
OR-049011,Damaged item
OR-087195,Delayed delivery
OR-087408,Damaged item
OR-011975,No longer needed
OR-053923,No longer needed
OR-078721,Delayed delivery
OR-104416,Changed mind
OR-093578,Better price found elsewhere
OR-089194,Damaged item
OR-051553,Incorrect item shipped
OR-005560,Incorrect item shipped
OR-059022,Changed mind
OR-071468,Received wrong quantity
OR-027019,Item not as described
OR-029542,Damaged item
OR-044205,No longer needed
OR-122703,Incorrect item shipped
OR-049167,Incorrect item shipped
OR-117529,No longer needed
OR-007678,Changed mind
OR-008080,Damaged item
OR-017445,Poor customer service
OR-043990,Better price found elsewhere
OR-063011,Poor customer service
OR-108512,Damaged item
OR-083509,Received wrong quantity
OR-013373,Better price found elsewhere
OR-056108,No longer needed
OR-046033,No longer needed
OR-095236,Product no longer wanted
OR-002092,Delayed delivery
OR-112927,Item not as described
OR-039238,Received wrong quantity
OR-117188,Received wrong quantity
OR-062400,Poor customer service
OR-024531,Poor customer service
OR-000273,Product no longer wanted
OR-020663,Changed mind
OR-026929,Delayed delivery
OR-085481,Poor customer service
OR-056459,Item not as described
OR-114331,Damaged item
OR-075640,Item not as described
OR-068645,Poor customer service
OR-071765,Product no longer wanted
OR-109608,Poor customer service
OR-025228,Received wrong quantity
OR-122769,Changed mind
OR-071772,Poor customer service
OR-020082,Damaged item
OR-055370,Incorrect item shipped
OR-028145,Incorrect item shipped
OR-043514,Incorrect item shipped
OR-089218,Item not as described
OR-107764,Changed mind
OR-031759,Item not as described
OR-120473,Incorrect item shipped
OR-029011,Item not as described
OR-005710,Received wrong quantity
OR-085462,Damaged item
OR-111035,Product no longer wanted
OR-015147,Better price found elsewhere
OR-066234,Incorrect item shipped
OR-094454,Damaged item
OR-057638,Incorrect item shipped
OR-094522,Item not as described
OR-112066,Delayed delivery
OR-066588,Changed mind
OR-061652,Incorrect item shipped
OR-097498,Damaged item
OR-001013,Changed mind
OR-112385,Delayed delivery
OR-086935,Poor customer service
OR-088884,Damaged item
OR-056370,Damaged item
OR-079533,Received wrong quantity
OR-029987,Product no longer wanted
OR-107945,Product no longer wanted
OR-099221,Delayed delivery
OR-096098,Delayed delivery
OR-037022,Delayed delivery
OR-019339,Better price found elsewhere
OR-027977,Incorrect item shipped
OR-020178,Poor customer service
OR-059670,Received wrong quantity
OR-007210,Changed mind
OR-079550,Product no longer wanted
OR-028866,Changed mind
OR-010040,Incorrect item shipped
OR-105297,Incorrect item shipped
OR-105133,Better price found elsewhere
OR-066409,Poor customer service
OR-036940,Item not as described
OR-034830,Delayed delivery
OR-084572,No longer needed
OR-041977,Poor customer service
OR-090205,Delayed delivery
OR-032860,Item not as described
OR-108707,Item not as described
OR-093870,Damaged item
OR-087274,Item not as described
OR-051535,Received wrong quantity
OR-101255,Damaged item
OR-065169,Damaged item
OR-012984,Incorrect item shipped
OR-053768,No longer needed
OR-011612,Product no longer wanted
OR-065257,Delayed delivery
