OrderId,Return_reason
OR-075180,Better price found elsewhere
OR-009484,Received wrong quantity
OR-020367,Received wrong quantity
OR-007706,Delayed delivery
OR-023154,Incorrect item shipped
OR-097788,Changed mind
OR-123290,Delayed delivery
OR-082525,No longer needed
OR-108513,Poor customer service
OR-001286,Incorrect item shipped
OR-039960,Incorrect item shipped
OR-066260,Damaged item
OR-082172,Received wrong quantity
OR-042015,Damaged item
OR-105229,Item not as described
OR-049138,Product no longer wanted
OR-119991,Changed mind
OR-045169,Product no longer wanted
OR-003549,Product no longer wanted
OR-116128,Changed mind
OR-113197,Item not as described
OR-029395,Changed mind
OR-031139,Incorrect item shipped
OR-064245,Poor customer service
OR-005042,Damaged item
OR-039807,Damaged item
OR-015681,Damaged item
OR-010942,Poor customer service
OR-082196,Changed mind
OR-105702,Poor customer service
OR-057281,Delayed delivery
OR-078741,Poor customer service
OR-007179,Incorrect item shipped
OR-022182,Incorrect item shipped
OR-114005,Incorrect item shipped
OR-111359,No longer needed
OR-094235,Product no longer wanted
OR-096006,Damaged item
OR-081898,Better price found elsewhere
OR-058263,Changed mind
OR-012209,Damaged item
OR-022843,Incorrect item shipped
OR-091016,Delayed delivery
OR-044090,Damaged item
OR-043697,Changed mind
OR-000579,Received wrong quantity
OR-122692,Incorrect item shipped
OR-064055,Received wrong quantity
OR-051688,Delayed delivery
OR-030945,Item not as described
OR-121581,Received wrong quantity
OR-069749,No longer needed
OR-088506,Damaged item
OR-114788,Damaged item
OR-019775,Incorrect item shipped
OR-020052,Better price found elsewhere
OR-036775,Product no longer wanted
OR-055753,Product no longer wanted
OR-014527,Poor customer service
OR-022797,Product no longer wanted
OR-084345,Incorrect item shipped
OR-084220,Product no longer wanted
OR-011375,Item not as described
OR-018837,Product no longer wanted
OR-042450,Received wrong quantity
OR-036982,Item not as described
OR-109831,Received wrong quantity
OR-060297,Incorrect item shipped
OR-106656,Received wrong quantity
OR-082687,Poor customer service
OR-084959,Received wrong quantity
OR-049545,Better price found elsewhere
OR-018462,No longer needed
OR-111700,Better price found elsewhere
OR-086104,Incorrect item shipped
OR-056189,Damaged item
OR-096077,Delayed delivery
OR-112086,Delayed delivery
OR-059436,Poor customer service
OR-117338,Poor customer service
OR-024714,Item not as described
OR-033775,Damaged item
OR-078197,No longer needed
OR-001031,Product no longer wanted
OR-012482,Received wrong quantity
OR-124517,Delayed delivery
OR-034547,Received wrong quantity
OR-119069,Incorrect item shipped
OR-033560,Incorrect item shipped
OR-057042,Item not as described
OR-052716,Poor customer service
OR-000359,Poor customer service
OR-074832,Delayed delivery
OR-051373,Item not as described
OR-049121,Delayed delivery
OR-012925,Received wrong quantity
OR-019277,Item not as described
OR-082740,Changed mind
OR-100337,No longer needed
OR-070935,Incorrect item shipped
OR-046360,Item not as described
OR-065643,Incorrect item shipped
OR-083003,Poor customer service
OR-069204,Delayed delivery
OR-066932,Received wrong quantity
OR-005787,Damaged item
OR-036995,Changed mind
OR-091361,Item not as described
OR-087948,Delayed delivery
OR-118784,Delayed delivery
OR-055368,Poor customer service
OR-086235,Incorrect item shipped
OR-005213,Delayed delivery
OR-007387,No longer needed
OR-124070,Delayed delivery
OR-034440,Delayed delivery
OR-081708,Delayed delivery
OR-023130,Poor customer service
OR-054916,Received wrong quantity
OR-066988,Received wrong quantity
OR-000797,No longer needed
OR-049570,Delayed delivery
OR-113838,Item not as described
OR-014549,Changed mind
OR-039561,Product no longer wanted
OR-011686,Incorrect item shipped
OR-059885,Delayed delivery
OR-063078,Received wrong quantity
OR-124869,Changed mind
OR-110881,Item not as described
OR-048500,Poor customer service
OR-023018,Damaged item
OR-087985,Changed mind
OR-084572,Product no longer wanted
OR-119627,Item not as described
OR-106761,Poor customer service
OR-050079,Item not as described
OR-097976,Received wrong quantity
OR-092579,Damaged item
OR-029315,Damaged item
OR-053378,Poor customer service
OR-050873,Product no longer wanted
OR-034838,Delayed delivery
OR-024727,Better price found elsewhere
OR-011158,Damaged item
OR-053758,Delayed delivery
OR-012654,Item not as described
OR-070458,Product no longer wanted
OR-019251,Product no longer wanted
OR-113389,Better price found elsewhere
OR-011341,No longer needed
OR-013242,Incorrect item shipped
OR-119263,Incorrect item shipped
OR-095785,Poor customer service
OR-095306,Item not as described
OR-097189,Poor customer service
OR-047145,Better price found elsewhere
OR-052479,Product no longer wanted
OR-021948,Received wrong quantity
OR-018919,Changed mind
OR-094142,Received wrong quantity
OR-032616,Product no longer wanted
OR-120912,Product no longer wanted
OR-047306,Received wrong quantity
OR-115026,Item not as described
OR-078474,Better price found elsewhere
OR-061805,No longer needed
OR-023895,Product no longer wanted
OR-074085,Incorrect item shipped
OR-064724,Poor customer service
OR-107190,Received wrong quantity
OR-074054,Poor customer service
OR-080721,Changed mind
OR-115915,Product no longer wanted
OR-012702,Better price found elsewhere
OR-053894,Changed mind
OR-020545,Damaged item
OR-061402,No longer needed
OR-092326,Poor customer service
OR-029289,Incorrect item shipped
OR-087898,Changed mind
OR-014297,Better price found elsewhere
OR-051480,Received wrong quantity
OR-056919,Damaged item
OR-104428,Incorrect item shipped
OR-030497,No longer needed
OR-103465,Received wrong quantity
OR-084322,No longer needed
OR-069757,No longer needed
OR-065225,Received wrong quantity
OR-023804,Product no longer wanted
OR-007027,Product no longer wanted
OR-097882,Changed mind
OR-030597,Received wrong quantity
OR-050167,Delayed delivery
OR-071477,Incorrect item shipped
OR-015722,Received wrong quantity
OR-093492,Changed mind
OR-066285,Changed mind
OR-028182,Product no longer wanted
OR-073984,Changed mind
OR-036668,Incorrect item shipped
OR-064284,Changed mind
OR-121312,Damaged item
OR-121314,Delayed delivery
OR-015041,Received wrong quantity
OR-002168,Incorrect item shipped
OR-098525,Damaged item
OR-123904,Incorrect item shipped
OR-047216,No longer needed
OR-006594,Product no longer wanted
OR-106018,Incorrect item shipped
OR-063605,Poor customer service
OR-036647,Poor customer service
OR-042525,Item not as described
OR-072784,Changed mind
OR-103632,No longer needed
OR-076344,Changed mind
OR-000518,Poor customer service
OR-049989,Damaged item
OR-067928,Incorrect item shipped
OR-111740,Received wrong quantity
OR-054849,Product no longer wanted
OR-028219,Damaged item
OR-114881,Incorrect item shipped
OR-035975,Incorrect item shipped
OR-038601,Changed mind
OR-044069,Changed mind
OR-120649,Product no longer wanted
OR-098702,Changed mind
OR-049180,No longer needed
OR-122825,Incorrect item shipped
OR-044468,Damaged item
OR-111015,Received wrong quantity
OR-059720,Poor customer service
OR-044560,Delayed delivery
OR-057618,Better price found elsewhere
OR-047986,Poor customer service
OR-005954,Received wrong quantity
OR-070304,No longer needed
OR-026242,Delayed delivery
OR-039809,Changed mind
OR-101113,Delayed delivery
OR-021349,No longer needed
OR-012843,Poor customer service
OR-070307,Damaged item
OR-049801,Received wrong quantity
OR-122361,Better price found elsewhere
OR-019388,Product no longer wanted
OR-018125,No longer needed
OR-125924,No longer needed
OR-107929,Changed mind
OR-096343,Poor customer service
OR-021448,Product no longer wanted
OR-095142,Product no longer wanted
OR-082471,Received wrong quantity
OR-112608,No longer needed
OR-118984,Incorrect item shipped
OR-019511,No longer needed
OR-036801,Better price found elsewhere
OR-043961,No longer needed
OR-017328,No longer needed
OR-097069,Better price found elsewhere
OR-038768,Better price found elsewhere
OR-110613,Better price found elsewhere
OR-078375,Changed mind
OR-005740,Item not as described
OR-051504,No longer needed
OR-020850,Damaged item
OR-109347,Delayed delivery
OR-119749,Damaged item
OR-008722,Better price found elsewhere
OR-065657,Product no longer wanted
OR-000599,Damaged item
OR-107054,Poor customer service
OR-027029,Damaged item
OR-090087,No longer needed
OR-113676,Poor customer service
OR-116182,Received wrong quantity
OR-041974,Changed mind
OR-002630,Received wrong quantity
OR-087267,Changed mind
OR-065422,Changed mind
OR-001728,Better price found elsewhere
OR-052360,Item not as described
OR-100619,Product no longer wanted
OR-110013,Damaged item
OR-031000,Item not as described
OR-065642,Delayed delivery
OR-082740,Item not as described
OR-085518,Incorrect item shipped
OR-105517,Poor customer service
OR-000525,Received wrong quantity
OR-015485,Damaged item
OR-032223,Delayed delivery
OR-065779,Better price found elsewhere
OR-070731,Incorrect item shipped
OR-042983,Better price found elsewhere
OR-035403,Incorrect item shipped
OR-035839,Product no longer wanted
OR-027750,Received wrong quantity
OR-013752,No longer needed
OR-053538,Delayed delivery
OR-059142,Product no longer wanted
OR-000075,Changed mind
OR-060567,Delayed delivery
OR-072402,Received wrong quantity
OR-033363,Better price found elsewhere
OR-082768,Received wrong quantity
OR-066405,Item not as described
OR-020018,Item not as described
OR-099674,Received wrong quantity
OR-065873,Better price found elsewhere
OR-082849,Better price found elsewhere
OR-121806,Damaged item
OR-007361,Damaged item
OR-108466,Product no longer wanted
OR-039909,Damaged item
OR-054516,Product no longer wanted
OR-122786,No longer needed
OR-035930,Changed mind
OR-078027,Changed mind
OR-074669,Received wrong quantity
OR-018866,Item not as described
OR-014702,Better price found elsewhere
OR-062566,Item not as described
OR-085836,No longer needed
OR-042080,No longer needed
OR-040700,Delayed delivery
OR-023289,Received wrong quantity
OR-071310,Incorrect item shipped
OR-064732,Delayed delivery
OR-023277,No longer needed
OR-037292,Delayed delivery
OR-046680,Received wrong quantity
OR-120843,Better price found elsewhere
OR-036108,Better price found elsewhere
OR-088690,Incorrect item shipped
OR-007593,Incorrect item shipped
OR-093117,Delayed delivery
OR-077108,Incorrect item shipped
OR-064211,Poor customer service
OR-112599,Incorrect item shipped
OR-067565,Delayed delivery
OR-058049,Delayed delivery
OR-038119,Better price found elsewhere
OR-056652,Delayed delivery
OR-108263,Item not as described
OR-118023,Better price found elsewhere
OR-102967,Item not as described
OR-022654,Item not as described
OR-061997,Damaged item
OR-031310,No longer needed
OR-123927,Item not as described
OR-021286,Received wrong quantity
OR-084987,Poor customer service
OR-122964,Item not as described
OR-019926,No longer needed
OR-008063,Changed mind
OR-078929,Incorrect item shipped
OR-026138,Damaged item
OR-085488,Product no longer wanted
OR-084229,Received wrong quantity
OR-034206,Item not as described
OR-109717,Better price found elsewhere
OR-102949,Received wrong quantity
OR-120691,Incorrect item shipped
OR-058230,Incorrect item shipped
OR-088027,Damaged item
OR-106007,Damaged item
OR-103183,Poor customer service
OR-118697,Item not as described
OR-048156,Item not as described
OR-079090,Product no longer wanted
OR-117345,Changed mind
OR-115839,Incorrect item shipped
OR-005443,Delayed delivery
OR-016337,Received wrong quantity
OR-023965,No longer needed
OR-057981,Delayed delivery
OR-067193,Incorrect item shipped
OR-076766,Product no longer wanted
OR-050298,Changed mind
OR-103076,Better price found elsewhere
OR-070724,Incorrect item shipped
OR-054820,Received wrong quantity
OR-092776,Delayed delivery
OR-089415,Changed mind
OR-038693,Damaged item
OR-040645,No longer needed
OR-018947,Delayed delivery
OR-026206,Changed mind
OR-051708,Delayed delivery
OR-108225,Item not as described
OR-000444,Delayed delivery
OR-119544,Incorrect item shipped
OR-055493,Changed mind
OR-005790,Delayed delivery
OR-027905,Better price found elsewhere
OR-118951,No longer needed
OR-001165,Delayed delivery
OR-038809,Changed mind
OR-091663,Item not as described
OR-076947,Changed mind
OR-030004,Better price found elsewhere
OR-000416,Damaged item
OR-071286,Received wrong quantity
OR-042606,No longer needed
OR-068888,Product no longer wanted
OR-046723,Damaged item
OR-111551,Better price found elsewhere
OR-105384,Better price found elsewhere
OR-091066,Damaged item
OR-061079,Poor customer service
OR-025646,Item not as described
OR-067519,Damaged item
OR-049270,Delayed delivery
OR-114122,Poor customer service
OR-037405,Changed mind
OR-047091,Better price found elsewhere
OR-096473,Incorrect item shipped
OR-111382,Item not as described
OR-008842,Received wrong quantity
OR-049178,Delayed delivery
OR-104542,Received wrong quantity
OR-007686,Damaged item
OR-053464,Damaged item
OR-104181,Damaged item
OR-062399,Received wrong quantity
OR-070383,Poor customer service
OR-094177,Item not as described
OR-067258,Product no longer wanted
OR-069019,Incorrect item shipped
OR-029759,Received wrong quantity
OR-000156,Received wrong quantity
OR-025799,Product no longer wanted
OR-086053,Product no longer wanted
OR-049694,Changed mind
OR-086376,Changed mind
OR-021731,Damaged item
OR-043522,Damaged item
OR-031767,Better price found elsewhere
OR-100749,Product no longer wanted
OR-115439,Incorrect item shipped
OR-053352,Poor customer service
OR-026888,Item not as described
OR-045517,Changed mind
OR-036823,Received wrong quantity
OR-107921,Damaged item
OR-061039,Incorrect item shipped
OR-107783,Better price found elsewhere
OR-019587,Received wrong quantity
OR-067293,Changed mind
OR-097452,Better price found elsewhere
OR-033292,Poor customer service
OR-121295,No longer needed
OR-097638,Incorrect item shipped
OR-014704,Damaged item
OR-102311,Better price found elsewhere
OR-108236,Item not as described
OR-093145,Received wrong quantity
OR-058397,Better price found elsewhere
OR-111490,Item not as described
OR-016603,Better price found elsewhere
OR-121548,Delayed delivery
OR-032568,Product no longer wanted
OR-010087,Damaged item
OR-005221,Product no longer wanted
OR-086019,Changed mind
OR-042538,Received wrong quantity
OR-089541,Received wrong quantity
OR-092836,Damaged item
OR-072161,Incorrect item shipped
OR-089084,No longer needed
OR-067442,Product no longer wanted
OR-022796,Received wrong quantity
OR-073396,Damaged item
OR-109091,Incorrect item shipped
OR-095985,Incorrect item shipped
OR-109064,Poor customer service
OR-125831,Item not as described
OR-114598,Received wrong quantity
OR-085388,No longer needed
OR-041257,Incorrect item shipped
OR-022216,Item not as described
OR-097965,Product no longer wanted
OR-046318,Received wrong quantity
OR-069278,Item not as described
OR-071668,Damaged item
OR-017732,Damaged item
OR-076552,Product no longer wanted
OR-058945,Poor customer service
OR-065903,Product no longer wanted
OR-088957,Incorrect item shipped
OR-092099,Better price found elsewhere
OR-050280,Delayed delivery
OR-044268,Better price found elsewhere
OR-003865,Incorrect item shipped
OR-096784,Incorrect item shipped
OR-069375,Delayed delivery
OR-047115,Damaged item
OR-026000,Changed mind
OR-114890,Incorrect item shipped
OR-043554,Better price found elsewhere
OR-024782,Poor customer service
OR-122609,Delayed delivery
OR-023492,Item not as described
OR-101331,Received wrong quantity
OR-095413,Damaged item
OR-115247,Item not as described
OR-069662,Poor customer service
OR-118235,Item not as described
OR-047734,Poor customer service
OR-075426,Better price found elsewhere
OR-089036,Incorrect item shipped
OR-118736,Damaged item
OR-084426,No longer needed
OR-091449,Poor customer service
OR-090284,Received wrong quantity
OR-112479,Delayed delivery
OR-085743,Incorrect item shipped
OR-048233,No longer needed
OR-052959,Incorrect item shipped
OR-099652,Poor customer service
OR-115548,Delayed delivery
OR-089554,Poor customer service
OR-103364,Poor customer service
OR-117764,Item not as described
OR-122677,Better price found elsewhere
OR-099491,Incorrect item shipped
OR-001960,Item not as described
OR-069644,Changed mind
OR-034476,Better price found elsewhere
OR-005422,Delayed delivery
OR-082987,Received wrong quantity
OR-062695,Item not as described
OR-027140,Damaged item
OR-018236,No longer needed
OR-024309,Incorrect item shipped
OR-067131,Item not as described
OR-058221,Product no longer wanted
OR-060243,Changed mind
OR-092798,No longer needed
OR-059148,Poor customer service
OR-050188,Incorrect item shipped
OR-110193,Received wrong quantity
OR-002384,Better price found elsewhere
OR-016658,Delayed delivery
OR-086020,Incorrect item shipped
OR-087015,No longer needed
OR-069119,Poor customer service
OR-102059,Better price found elsewhere
OR-039001,Changed mind
OR-008030,Better price found elsewhere
OR-047270,Item not as described
OR-043043,Product no longer wanted
OR-052968,Changed mind
OR-111177,Product no longer wanted
OR-117271,Better price found elsewhere
OR-044730,Delayed delivery
OR-079066,Damaged item
OR-019551,No longer needed
OR-030510,No longer needed
OR-077973,Delayed delivery
OR-064877,No longer needed
OR-050701,Damaged item
OR-040885,Delayed delivery
OR-026242,Delayed delivery
OR-034524,Better price found elsewhere
OR-087791,Better price found elsewhere
OR-011623,Received wrong quantity
OR-043592,Received wrong quantity
OR-072425,No longer needed
OR-046135,Product no longer wanted
OR-051485,Received wrong quantity
OR-118698,Item not as described
OR-040456,Delayed delivery
OR-118405,Incorrect item shipped
OR-089120,Poor customer service
OR-030942,Changed mind
OR-104354,Item not as described
OR-120502,Changed mind
OR-049194,Better price found elsewhere
OR-103297,Product no longer wanted
OR-094090,Received wrong quantity
OR-054045,Changed mind
OR-084210,Damaged item
OR-103294,Damaged item
OR-058114,Incorrect item shipped
OR-057486,Delayed delivery
OR-100745,Poor customer service
OR-111978,Product no longer wanted
OR-086815,Item not as described
OR-053142,Delayed delivery
OR-086909,Poor customer service
OR-053184,Product no longer wanted
OR-033182,Delayed delivery
OR-035799,Incorrect item shipped
OR-123565,Incorrect item shipped
OR-024198,Item not as described
OR-012525,Item not as described
OR-063180,Received wrong quantity
OR-065257,Product no longer wanted
OR-049221,Changed mind
OR-072498,No longer needed
OR-009735,Item not as described
OR-005247,Delayed delivery
OR-041581,Better price found elsewhere
OR-095508,Poor customer service
OR-107767,Changed mind
OR-123248,Poor customer service
OR-003035,Item not as described
OR-054807,Changed mind
OR-119441,Delayed delivery
OR-084355,Damaged item
OR-047281,Better price found elsewhere
OR-047146,Changed mind
OR-030205,Changed mind
OR-067001,Better price found elsewhere
OR-008287,Damaged item
OR-048462,Changed mind
OR-012166,Delayed delivery
OR-085808,Changed mind
OR-040690,Incorrect item shipped
OR-024893,Incorrect item shipped
OR-082379,Item not as described
OR-067735,Changed mind
OR-022567,Incorrect item shipped
OR-112143,Incorrect item shipped
OR-008608,Received wrong quantity
OR-113608,Poor customer service
OR-114835,Delayed delivery
OR-067258,Changed mind
OR-024268,Delayed delivery
OR-029905,Better price found elsewhere
OR-054988,Better price found elsewhere
OR-123825,Poor customer service
OR-010520,Delayed delivery
OR-014233,Incorrect item shipped
OR-109653,Item not as described
OR-110691,Received wrong quantity
OR-003235,Received wrong quantity
OR-037050,Delayed delivery
OR-122998,Item not as described
OR-089337,Item not as described
OR-032977,Product no longer wanted
OR-059411,Better price found elsewhere
OR-063613,Better price found elsewhere
OR-068805,No longer needed
OR-084160,Better price found elsewhere
OR-113484,Better price found elsewhere
OR-026478,Better price found elsewhere
OR-078858,Incorrect item shipped
OR-057197,Damaged item
OR-045389,Poor customer service
OR-036409,Damaged item
OR-101949,Incorrect item shipped
OR-009073,Better price found elsewhere
OR-034116,Received wrong quantity
OR-064500,Received wrong quantity
OR-087267,Damaged item
OR-070735,Poor customer service
OR-009416,Poor customer service
OR-051030,Damaged item
OR-030488,Poor customer service
OR-047323,Damaged item
OR-111984,Damaged item
OR-028040,Product no longer wanted
OR-121047,No longer needed
OR-009625,Received wrong quantity
OR-104591,Damaged item
OR-110584,Better price found elsewhere
OR-030822,Delayed delivery
OR-097190,Changed mind
OR-073350,Delayed delivery
OR-037859,Received wrong quantity
OR-058805,Better price found elsewhere
OR-018228,Changed mind
OR-052729,Changed mind
OR-034126,Delayed delivery
OR-091203,Delayed delivery
OR-116593,Changed mind
OR-112822,Damaged item
OR-012124,Incorrect item shipped
OR-008359,Product no longer wanted
OR-111327,Delayed delivery
OR-102399,Item not as described
OR-075373,Poor customer service
OR-025901,Better price found elsewhere
OR-079817,No longer needed
OR-120554,Poor customer service
OR-042781,Damaged item
OR-096808,Item not as described
OR-005413,Item not as described
OR-030629,No longer needed
OR-019547,Incorrect item shipped
OR-110960,Incorrect item shipped
OR-095820,No longer needed
OR-042591,Incorrect item shipped
OR-023588,Better price found elsewhere
OR-002443,No longer needed
OR-034539,Changed mind
OR-038421,Item not as described
OR-031810,No longer needed
OR-005910,Item not as described
OR-006296,Item not as described
OR-124802,Poor customer service
OR-006212,Delayed delivery
OR-090321,Product no longer wanted
OR-073478,Better price found elsewhere
OR-011368,Received wrong quantity
OR-121961,No longer needed
OR-108607,Better price found elsewhere
OR-056387,Changed mind
OR-005841,Item not as described
OR-072402,Item not as described
OR-021824,Better price found elsewhere
OR-117925,Better price found elsewhere
OR-008203,Damaged item
OR-113678,Delayed delivery
OR-098611,Damaged item
OR-063975,No longer needed
OR-079739,No longer needed
OR-022303,Better price found elsewhere
OR-003361,Incorrect item shipped
OR-086371,Better price found elsewhere
OR-022139,Received wrong quantity
OR-007374,Better price found elsewhere
OR-075915,Received wrong quantity
OR-049112,Delayed delivery
OR-107447,Product no longer wanted
OR-055614,Delayed delivery
OR-068878,Delayed delivery
OR-113665,Incorrect item shipped
OR-091476,Received wrong quantity
OR-114490,Changed mind
OR-046642,Delayed delivery
OR-032724,Item not as described
OR-030062,No longer needed
OR-060592,Delayed delivery
OR-068698,Item not as described
OR-061776,Damaged item
OR-109676,No longer needed
OR-114881,Item not as described
OR-087344,Poor customer service
OR-087606,Received wrong quantity
OR-014887,Received wrong quantity
OR-042862,Poor customer service
OR-040313,Better price found elsewhere
OR-056527,No longer needed
OR-121181,Poor customer service
OR-043359,Better price found elsewhere
OR-108123,Damaged item
OR-056675,Received wrong quantity
OR-096334,Item not as described
OR-118078,Poor customer service
OR-081346,Item not as described
OR-026186,Received wrong quantity
OR-099529,Received wrong quantity
OR-007177,Changed mind
OR-114718,Delayed delivery
OR-072882,Item not as described
OR-061401,Delayed delivery
OR-118039,Delayed delivery
OR-125868,Poor customer service
OR-049141,Received wrong quantity
OR-030530,Poor customer service
OR-066881,Delayed delivery
OR-002460,Product no longer wanted
OR-099202,Incorrect item shipped
OR-085413,Poor customer service
OR-012231,Received wrong quantity
OR-029474,Delayed delivery
OR-105938,Delayed delivery
OR-015075,Better price found elsewhere
OR-040788,Better price found elsewhere
OR-007468,No longer needed
OR-125585,Better price found elsewhere
OR-033559,Damaged item
OR-046181,No longer needed
OR-064643,Changed mind
OR-069870,No longer needed
OR-094652,Received wrong quantity
OR-032581,Damaged item
OR-083584,Received wrong quantity
OR-003498,Poor customer service
OR-066832,Damaged item
OR-044883,Damaged item
OR-108451,Changed mind
OR-018984,Better price found elsewhere
OR-095278,Received wrong quantity
OR-012144,Incorrect item shipped
OR-052228,Poor customer service
OR-065621,Item not as described
OR-117383,No longer needed
OR-002790,Product no longer wanted
OR-010150,No longer needed
OR-022165,Item not as described
OR-047220,No longer needed
OR-020395,Delayed delivery
OR-006370,Poor customer service
OR-117644,Received wrong quantity
OR-065248,Delayed delivery
OR-043037,Product no longer wanted
OR-062206,Item not as described
OR-093122,Received wrong quantity
OR-060587,Poor customer service
OR-086083,Product no longer wanted
OR-054207,Poor customer service
OR-065505,Poor customer service
OR-009825,Changed mind
OR-001461,Damaged item
OR-113388,No longer needed
OR-067311,Item not as described
OR-067574,Incorrect item shipped
OR-014886,Product no longer wanted
OR-096994,Incorrect item shipped
OR-025831,Poor customer service
OR-083720,Changed mind
OR-015913,Incorrect item shipped
OR-007090,Better price found elsewhere
OR-009715,Poor customer service
OR-024253,Item not as described
OR-048496,Delayed delivery
OR-086809,Incorrect item shipped
OR-065902,Better price found elsewhere
OR-056846,Poor customer service
OR-086499,Received wrong quantity
OR-028481,Damaged item
OR-038927,Delayed delivery
OR-065662,Poor customer service
OR-028957,No longer needed
OR-066195,Product no longer wanted
OR-105659,Damaged item
OR-065955,Better price found elsewhere
OR-089082,Item not as described
OR-070622,Product no longer wanted
OR-081206,Changed mind
OR-048862,Item not as described
OR-025602,Damaged item
OR-028131,Changed mind
OR-061245,Poor customer service
OR-075480,Changed mind
OR-066547,No longer needed
OR-038728,Incorrect item shipped
OR-033937,No longer needed
OR-107698,Item not as described
OR-104569,Better price found elsewhere
OR-053441,Damaged item
OR-051354,Damaged item
OR-111336,Better price found elsewhere
OR-050277,Better price found elsewhere
OR-006409,Received wrong quantity
OR-095200,No longer needed
OR-058222,Better price found elsewhere
OR-024359,Changed mind
OR-026057,Delayed delivery
OR-005415,Delayed delivery
OR-084620,Incorrect item shipped
OR-122320,Delayed delivery
OR-007718,Incorrect item shipped
OR-047575,Delayed delivery
OR-096775,No longer needed
OR-057381,Poor customer service
OR-039056,Changed mind
OR-075219,Changed mind
OR-089285,Received wrong quantity
OR-064312,No longer needed
OR-072375,Delayed delivery
OR-097784,Poor customer service
OR-112030,Poor customer service
OR-068499,No longer needed
OR-123191,Product no longer wanted
OR-053400,No longer needed
OR-003504,Incorrect item shipped
OR-125982,Item not as described
OR-000131,Delayed delivery
OR-035328,Damaged item
OR-125610,Product no longer wanted
OR-036855,Item not as described
OR-012260,Damaged item
OR-066049,Poor customer service
OR-019936,Damaged item
OR-090798,Received wrong quantity
OR-021708,Poor customer service
OR-030930,Changed mind
OR-107290,Damaged item
OR-089135,Damaged item
OR-020483,Incorrect item shipped
OR-023594,Item not as described
OR-027608,Delayed delivery
OR-118191,Item not as described
OR-030182,Delayed delivery
OR-031037,Poor customer service
OR-044231,Poor customer service
OR-084567,Changed mind
OR-088104,Delayed delivery
OR-045524,Item not as described
OR-071118,Delayed delivery
OR-003936,Damaged item
OR-007772,Changed mind
OR-028270,Better price found elsewhere
OR-069097,Received wrong quantity
OR-038422,Received wrong quantity
OR-083038,Poor customer service
OR-034772,Item not as described
OR-013052,Received wrong quantity
OR-099976,Received wrong quantity
OR-033902,Changed mind
OR-065406,Incorrect item shipped
OR-020324,Changed mind
OR-109716,Received wrong quantity
OR-048577,Item not as described
OR-048402,Poor customer service
OR-099296,Item not as described
OR-055765,Incorrect item shipped
OR-011633,Item not as described
OR-002314,Poor customer service
OR-005827,Better price found elsewhere
OR-110410,Item not as described
OR-055906,Item not as described
OR-124996,No longer needed
OR-046039,Incorrect item shipped
OR-098450,Better price found elsewhere
OR-055820,Damaged item
OR-015877,Item not as described
OR-092909,Poor customer service
OR-106617,No longer needed
OR-024865,Item not as described
OR-016547,Changed mind
OR-035826,No longer needed
OR-046306,No longer needed
OR-110159,Poor customer service
OR-059221,Incorrect item shipped
OR-025151,No longer needed
OR-052127,Poor customer service
OR-045050,Incorrect item shipped
OR-045325,Received wrong quantity
OR-079422,No longer needed
OR-071108,No longer needed
OR-066491,Poor customer service
OR-088704,Product no longer wanted
OR-025236,Product no longer wanted
OR-060756,Damaged item
OR-026190,No longer needed
OR-051536,Received wrong quantity
OR-049758,Delayed delivery
OR-099328,Delayed delivery
OR-068997,Product no longer wanted
OR-058845,Delayed delivery
OR-022293,Product no longer wanted
OR-084941,Received wrong quantity
OR-114453,Received wrong quantity
OR-097994,Changed mind
OR-042764,Item not as described
OR-084452,Damaged item
OR-046339,Product no longer wanted
OR-108987,Received wrong quantity
OR-052053,No longer needed
OR-106548,Delayed delivery
OR-039365,Better price found elsewhere
OR-073466,Damaged item
OR-081332,Item not as described
OR-082994,Damaged item
OR-014314,No longer needed
OR-073467,Damaged item
OR-105094,Product no longer wanted
OR-026144,Damaged item
OR-037038,Product no longer wanted
OR-028465,No longer needed
OR-118061,Better price found elsewhere
OR-058116,Incorrect item shipped
OR-034778,Poor customer service
OR-081536,Poor customer service
OR-124286,Delayed delivery
OR-051024,Better price found elsewhere
