campaign_id,product_id,channel_id,budget,end_date,start_date,campaign_type
1097,FUR-FU-10003731,2,15220.00,2018-08-30,2018-06-24,First-Time Buyer Campaign
623,OFF-SU-10000151,3,10533.00,2018-08-25,2018-02-18,Flash Sale
1073,OFF-SU-10000151,4,55445.00,2018-08-19,2017-11-22,Brand Awareness
1466,OFF-SU-10000151,3,6334.00,2018-09-19,2018-06-18,Flash Sale
1072,OFF-BI-10002071,4,9078.00,2018-09-16,2017-09-08,Retargeting
597,TEC-PH-10002885,7,9973.00,2018-06-15,2018-04-08,First-Time Buyer Campaign
821,TEC-PH-10002885,2,16517.00,2018-06-28,2017-12-27,Retargeting
1333,TEC-CO-10001943,4,24889.00,2018-06-21,2017-12-11,Engagement Campaign
584,OFF-ST-10002352,7,9547.00,2017-09-25,2016-09-23,Retargeting
1396,OFF-AR-10003179,6,38626.00,2017-10-17,2017-03-03,Product Launch
494,OFF-AR-10001446,5,9942.00,2017-12-12,2017-10-05,Discount
1475,OFF-PA-10004040,1,17472.00,2017-12-07,2017-09-20,Retargeting
1583,OFF-ST-10001172,1,20939.00,2017-08-30,2017-07-31,Conversion Campaign
1550,OFF-BI-10001249,1,21570.00,2018-05-05,2017-08-10,Engagement Campaign
209,OFF-ST-10001522,6,7149.00,2018-04-26,2017-12-22,Loyalty Campaign
1299,FUR-BO-10002598,1,34862.00,2017-11-10,2017-07-13,Brand Awareness
1115,FUR-CH-10003973,7,11288.00,2018-08-21,2018-04-10,Discount
1272,FUR-CH-10003973,5,42504.00,2018-08-24,2018-04-05,Brand Awareness
827,FUR-TA-10001095,1,15880.00,2017-09-11,2017-03-04,First-Time Buyer Campaign
895,OFF-FA-10003112,6,21081.00,2018-06-16,2018-04-17,Product Launch
502,FUR-TA-10002356,1,45794.00,2018-04-14,2017-05-21,Product Launch
106,FUR-CH-10004860,7,13934.00,2018-09-22,2018-01-25,First-Time Buyer Campaign
928,OFF-ST-10003994,5,27073.00,2018-09-19,2018-02-26,Seasonal Sale
1320,OFF-ST-10003994,2,10716.00,2018-10-06,2017-11-11,Win-Back Campaign
177,OFF-PA-10004675,7,9732.00,2017-05-29,2017-02-15,Win-Back Campaign
1126,OFF-AR-10001662,4,12944.00,2017-06-09,2016-06-07,Retargeting
493,OFF-BI-10004002,1,56426.00,2018-04-08,2017-04-07,Brand Awareness
1474,OFF-BI-10004002,4,13737.00,2018-03-22,2017-10-17,Engagement Campaign
1450,FUR-CH-10000309,7,6744.00,2017-03-22,2016-04-19,Flash Sale
657,OFF-BI-10004209,7,6318.00,2017-03-28,2016-11-06,Flash Sale
1088,TEC-PH-10000193,7,11864.00,2017-03-08,2016-09-30,Engagement Campaign
355,FUR-FU-10004864,1,36174.00,2017-03-11,2016-04-07,Seasonal Sale
1281,FUR-FU-10004864,3,14477.00,2017-04-06,2016-04-05,Flash Sale
189,OFF-AR-10000658,2,12035.00,2018-08-09,2017-07-23,Discount
1524,OFF-AR-10000658,7,18207.00,2018-07-31,2018-06-14,Discount
1050,TEC-AC-10001142,3,27349.00,2018-08-28,2017-11-08,Seasonal Sale
1480,TEC-AC-10001142,3,11780.00,2018-08-17,2018-01-13,First-Time Buyer Campaign
919,TEC-PH-10004093,6,29373.00,2018-02-14,2017-07-04,Conversion Campaign
798,OFF-ST-10001370,6,10431.00,2018-03-14,2017-09-14,Engagement Campaign
1314,OFF-ST-10001370,3,16747.00,2018-03-12,2017-11-29,First-Time Buyer Campaign
1362,OFF-ST-10001370,1,11060.00,2018-02-28,2017-04-20,Win-Back Campaign
1424,OFF-ST-10001370,5,16985.00,2018-02-20,2017-11-30,Discount
606,FUR-FU-10003601,2,14077.00,2017-12-27,2017-08-25,First-Time Buyer Campaign
164,TEC-PH-10001819,7,13971.00,2018-05-08,2017-11-30,Retargeting
476,TEC-PH-10001819,6,42334.00,2018-05-10,2018-01-28,Product Launch
113,FUR-BO-10002213,5,47633.00,2018-05-16,2017-04-11,Product Launch
348,FUR-BO-10002213,4,10822.00,2018-05-07,2017-05-09,Flash Sale
372,FUR-BO-10002213,3,18010.00,2018-04-27,2018-02-10,Engagement Campaign
1230,OFF-AP-10001947,3,25713.00,2017-12-18,2017-04-03,Seasonal Sale
386,OFF-AP-10004532,6,8693.00,2017-06-19,2016-10-11,Flash Sale
1231,OFF-PA-10000791,2,8860.00,2017-06-12,2016-07-16,Discount
1366,FUR-BO-10001601,5,49675.00,2017-04-16,2016-04-17,Brand Awareness
849,OFF-BI-10001757,4,13445.00,2018-04-12,2017-05-21,Discount
1125,OFF-BI-10001757,3,36620.00,2018-05-15,2017-08-20,Product Launch
1339,OFF-BI-10001757,7,29961.00,2018-05-12,2017-11-11,Seasonal Sale
408,OFF-BI-10001359,6,58347.00,2017-09-25,2017-07-20,Brand Awareness
1348,TEC-PH-10001079,4,28537.00,2018-03-06,2017-10-16,Brand Awareness
718,TEC-AC-10003399,2,36686.00,2018-03-15,2017-07-21,Seasonal Sale
1415,FUR-BO-10003546,5,42936.00,2018-03-26,2017-06-19,Product Launch
155,TEC-PH-10001305,1,52516.00,2018-01-13,2017-06-21,Brand Awareness
1184,TEC-PH-10001305,3,7485.00,2018-01-11,2017-04-17,Win-Back Campaign
470,OFF-BI-10002824,5,5246.00,2018-05-28,2017-10-27,Flash Sale
538,OFF-BI-10002824,4,11853.00,2018-05-03,2018-03-01,Retargeting
916,FUR-CH-10002084,6,10374.00,2018-02-01,2017-07-09,Retargeting
1380,OFF-ST-10000991,2,11918.00,2018-01-05,2017-07-22,Loyalty Campaign
1129,TEC-PH-10003092,2,19157.00,2018-01-16,2017-03-07,Seasonal Sale
757,OFF-ST-10002344,3,8184.00,2018-01-11,2017-01-08,Discount
632,TEC-PH-10000213,1,16818.00,2018-01-02,2016-12-19,Engagement Campaign
1386,TEC-PH-10000213,6,13292.00,2017-12-26,2016-12-19,Loyalty Campaign
1488,OFF-BI-10001036,2,11651.00,2017-12-09,2017-09-29,Engagement Campaign
298,OFF-BI-10000822,6,24389.00,2017-12-26,2017-08-16,Conversion Campaign
1067,FUR-FU-10000076,6,36572.00,2018-01-13,2017-03-26,Seasonal Sale
1267,FUR-FU-10000076,4,48631.00,2017-12-08,2017-10-12,Product Launch
1369,TEC-AC-10000682,7,23738.00,2017-11-04,2016-11-11,Seasonal Sale
474,OFF-PA-10001593,1,13932.00,2018-08-11,2018-01-13,Flash Sale
1576,OFF-PA-10001593,4,7819.00,2018-07-25,2017-08-24,First-Time Buyer Campaign
1518,OFF-AP-10003040,3,24097.00,2017-08-06,2017-05-20,Engagement Campaign
857,OFF-BI-10003925,6,23748.00,2018-01-24,2017-08-31,Seasonal Sale
1280,OFF-BI-10003925,6,9896.00,2018-01-18,2017-01-13,Discount
1387,OFF-BI-10003925,1,11860.00,2018-01-21,2017-06-08,Engagement Campaign
246,FUR-CH-10000847,3,14700.00,2018-05-08,2017-08-16,Discount
1390,OFF-ST-10003722,7,11060.00,2018-09-14,2018-03-22,Loyalty Campaign
1225,FUR-CH-10001270,6,10698.00,2018-09-13,2018-02-11,Win-Back Campaign
410,FUR-CH-10002044,7,45001.00,2018-03-08,2017-03-10,Product Launch
1092,FUR-FU-10002960,3,11925.00,2017-12-20,2017-05-20,First-Time Buyer Campaign
468,OFF-SU-10000952,2,19195.00,2017-03-16,2016-06-22,Conversion Campaign
1250,TEC-AC-10003174,5,25441.00,2018-09-07,2018-05-28,Brand Awareness
1149,TEC-PH-10000560,7,9743.00,2018-08-28,2018-03-31,Win-Back Campaign
350,FUR-CH-10001394,1,11399.00,2018-08-12,2018-01-16,Win-Back Campaign
103,FUR-FU-10000246,7,5633.00,2017-08-15,2017-03-19,Loyalty Campaign
704,FUR-FU-10000246,4,15394.00,2017-08-17,2016-11-04,Retargeting
696,OFF-ST-10004459,3,12784.00,2017-08-31,2016-09-03,First-Time Buyer Campaign
1377,OFF-ST-10004459,5,16486.00,2017-08-20,2017-02-25,Conversion Campaign
675,OFF-BI-10004492,3,13844.00,2018-05-22,2017-12-21,First-Time Buyer Campaign
892,TEC-AC-10000290,2,54924.00,2017-10-17,2017-06-11,Brand Awareness
498,OFF-PA-10001639,2,9760.00,2017-09-30,2016-10-17,Win-Back Campaign
645,OFF-PA-10004255,1,23013.00,2018-08-14,2018-05-10,Conversion Campaign
302,OFF-BI-10004465,3,32558.00,2018-08-04,2017-08-29,Product Launch
844,OFF-EN-10001539,5,48792.00,2018-08-21,2018-05-29,Brand Awareness
1061,FUR-CH-10002335,3,10445.00,2018-09-02,2018-01-19,Loyalty Campaign
1352,FUR-CH-10002335,2,13530.00,2018-08-22,2018-01-29,Retargeting
166,OFF-ST-10001590,4,15095.00,2018-05-21,2017-06-21,First-Time Buyer Campaign
832,FUR-CH-10000665,1,21623.00,2017-08-08,2017-03-21,Engagement Campaign
1053,FUR-CH-10000665,2,34623.00,2017-08-23,2017-05-30,Product Launch
809,FUR-FU-10002501,2,8937.00,2017-04-17,2016-09-06,First-Time Buyer Campaign
1004,FUR-FU-10002501,2,22023.00,2017-04-24,2016-12-18,Seasonal Sale
1564,FUR-FU-10002501,1,33253.00,2017-03-24,2017-02-01,Brand Awareness
588,OFF-PA-10001357,5,9774.00,2017-10-07,2016-11-02,Win-Back Campaign
968,OFF-PA-10001357,2,7776.00,2017-10-19,2017-06-21,First-Time Buyer Campaign
671,FUR-FU-10000758,3,34121.00,2017-09-19,2017-07-01,Seasonal Sale
972,FUR-FU-10000758,4,33224.00,2017-09-20,2017-04-27,Product Launch
130,FUR-FU-10000221,4,38480.00,2018-08-03,2017-08-19,Seasonal Sale
261,OFF-BI-10004600,1,5845.00,2018-08-07,2017-10-30,Loyalty Campaign
1532,FUR-FU-10002554,3,11194.00,2017-10-28,2017-06-06,Retargeting
1215,OFF-ST-10002957,7,5721.00,2017-11-24,2017-03-03,Loyalty Campaign
1356,OFF-ST-10002957,3,13897.00,2017-10-28,2017-06-21,Discount
1493,FUR-FU-10004053,5,15684.00,2018-09-13,2017-10-20,Discount
897,OFF-BI-10003094,5,12917.00,2017-10-31,2017-06-26,Loyalty Campaign
1108,OFF-BI-10003094,6,59477.00,2017-10-24,2017-04-07,Brand Awareness
664,OFF-EN-10003862,2,37721.00,2017-11-10,2017-07-25,Seasonal Sale
756,OFF-ST-10001328,2,11234.00,2017-10-15,2016-12-03,Loyalty Campaign
503,TEC-MA-10002930,7,11667.00,2017-11-08,2016-11-16,Engagement Campaign
815,TEC-MA-10002930,3,33630.00,2017-10-18,2017-02-13,Seasonal Sale
147,OFF-PA-10003892,4,26714.00,2017-09-02,2017-04-10,Product Launch
534,OFF-PA-10003892,2,12460.00,2017-09-17,2016-08-25,Win-Back Campaign
1592,OFF-PA-10003892,4,37647.00,2017-08-11,2017-07-05,Product Launch
936,TEC-AC-10001998,7,19598.00,2017-09-03,2017-04-08,Conversion Campaign
1342,TEC-AC-10001998,4,11020.00,2017-08-27,2017-03-08,Retargeting
678,FUR-FU-10004597,3,7625.00,2017-08-20,2016-12-25,First-Time Buyer Campaign
259,FUR-FU-10002253,6,27770.00,2018-03-26,2017-09-16,Conversion Campaign
768,TEC-PH-10003811,4,9796.00,2017-11-19,2016-12-21,Retargeting
1571,TEC-PH-10003811,2,46082.00,2017-11-02,2017-04-11,Brand Awareness
667,OFF-FA-10004854,6,11316.00,2018-03-22,2017-07-09,Discount
551,OFF-BI-10002103,7,15609.00,2018-03-07,2017-10-17,Win-Back Campaign
686,OFF-BI-10003981,6,18788.00,2018-01-08,2017-05-31,Engagement Campaign
569,TEC-AC-10002331,3,29025.00,2017-08-05,2016-12-23,Product Launch
485,OFF-PA-10000682,3,5733.00,2018-04-26,2018-01-30,Flash Sale
1142,OFF-BI-10004728,3,7118.00,2018-06-02,2017-04-25,First-Time Buyer Campaign
1113,OFF-EN-10004773,6,38656.00,2018-02-02,2017-10-02,Brand Awareness
989,FUR-FU-10002298,5,8294.00,2018-01-02,2017-08-13,Discount
1220,FUR-FU-10003799,1,25575.00,2017-04-28,2016-11-02,Seasonal Sale
309,OFF-PA-10000100,5,9125.00,2017-12-25,2017-04-18,First-Time Buyer Campaign
1331,OFF-AP-10000358,2,8581.00,2018-09-21,2018-07-13,Flash Sale
1376,OFF-AP-10001005,5,45789.00,2018-03-29,2017-10-07,Brand Awareness
1389,OFF-AP-10001005,3,22204.00,2018-03-17,2017-11-12,Engagement Campaign
766,OFF-AR-10003156,5,18899.00,2018-06-03,2017-12-05,Discount
367,OFF-AR-10002952,6,9573.00,2018-03-11,2017-11-09,Discount
981,FUR-FU-10000794,5,9727.00,2018-04-04,2017-04-03,Loyalty Campaign
227,TEC-PH-10001795,4,11508.00,2018-06-07,2018-02-14,Flash Sale
564,FUR-TA-10000688,6,9265.00,2018-06-03,2018-01-03,Retargeting
945,FUR-TA-10000688,6,26472.00,2018-05-30,2018-03-12,Seasonal Sale
168,FUR-TA-10002533,2,13111.00,2017-12-10,2017-05-19,Retargeting
1219,FUR-FU-10001847,6,25664.00,2017-11-17,2017-08-23,Conversion Campaign
1363,FUR-FU-10001847,5,19112.00,2017-11-21,2016-11-06,Engagement Campaign
517,FUR-CH-10004218,7,26622.00,2017-11-21,2017-07-23,Conversion Campaign
510,OFF-LA-10003498,7,14854.00,2018-03-05,2017-10-02,Loyalty Campaign
915,TEC-PH-10001552,5,11642.00,2018-03-19,2017-12-19,Engagement Campaign
917,OFF-AR-10004817,6,8983.00,2018-03-25,2017-08-26,Discount
864,OFF-FA-10002780,6,12550.00,2018-09-15,2018-04-26,Conversion Campaign
402,OFF-AP-10000179,6,20971.00,2018-01-18,2017-12-13,Conversion Campaign
440,OFF-AP-10000179,3,17547.00,2018-02-15,2017-02-12,Retargeting
185,TEC-MA-10000423,7,17165.00,2018-04-17,2017-10-30,Engagement Campaign
661,TEC-MA-10000423,4,14173.00,2018-03-29,2017-03-27,Engagement Campaign
962,FUR-FU-10000732,2,13924.00,2018-05-24,2018-04-11,Win-Back Campaign
1273,OFF-AP-10000696,6,17073.00,2017-04-26,2016-04-24,Discount
986,TEC-PH-10001580,5,18480.00,2018-08-31,2017-11-26,Seasonal Sale
1047,TEC-PH-10001580,3,12064.00,2018-08-19,2017-12-02,Engagement Campaign
1569,TEC-PH-10001580,4,17785.00,2018-08-24,2017-10-04,First-Time Buyer Campaign
1543,FUR-CH-10003535,3,8066.00,2018-09-13,2017-09-16,Flash Sale
477,FUR-CH-10002880,3,7241.00,2018-07-09,2017-08-14,Win-Back Campaign
1187,FUR-CH-10002880,7,26636.00,2018-06-26,2017-06-20,Brand Awareness
714,OFF-BI-10003364,1,23591.00,2018-06-28,2017-06-13,Engagement Campaign
171,OFF-AR-10003732,5,23886.00,2018-07-12,2017-07-01,Conversion Campaign
1060,OFF-AR-10002578,5,8609.00,2018-01-11,2017-11-19,Discount
754,FUR-BO-10001519,7,17388.00,2018-02-09,2017-08-07,Engagement Campaign
1472,OFF-SU-10000898,2,15746.00,2018-01-27,2017-06-04,Win-Back Campaign
163,TEC-AC-10000521,5,15885.00,2017-11-19,2017-07-01,First-Time Buyer Campaign
709,TEC-AC-10000521,2,29994.00,2017-11-13,2017-09-03,Seasonal Sale
614,OFF-PA-10001363,1,24463.00,2017-11-14,2017-07-18,Conversion Campaign
957,OFF-PA-10001363,5,7848.00,2017-11-09,2016-10-12,First-Time Buyer Campaign
1079,FUR-CH-10003298,2,6913.00,2017-11-03,2017-08-01,Loyalty Campaign
279,TEC-CO-10004202,4,15857.00,2017-11-09,2017-09-03,Retargeting
157,OFF-PA-10002464,1,20400.00,2018-02-19,2017-07-14,Seasonal Sale
1473,OFF-ST-10000675,2,8101.00,2018-03-11,2017-03-12,Win-Back Campaign
254,OFF-AR-10004648,6,7380.00,2017-11-17,2017-06-30,Retargeting
1312,OFF-AR-10004648,7,11983.00,2017-10-31,2016-11-11,Flash Sale
603,OFF-AR-10004999,4,10545.00,2018-03-30,2017-11-08,First-Time Buyer Campaign
1397,OFF-AR-10004999,7,25842.00,2018-04-03,2017-06-04,Seasonal Sale
539,OFF-ST-10003208,4,11396.00,2017-12-25,2017-03-05,Engagement Campaign
262,FUR-FU-10001861,3,15612.00,2017-03-27,2016-07-13,Win-Back Campaign
1058,FUR-FU-10001861,1,11933.00,2017-04-14,2016-04-17,Retargeting
1402,OFF-BI-10003527,2,12019.00,2017-04-04,2016-04-01,Engagement Campaign
1508,OFF-BI-10003527,2,8490.00,2017-03-11,2016-10-28,Flash Sale
1140,OFF-BI-10002571,3,40263.00,2018-04-21,2017-09-10,Brand Awareness
339,OFF-AP-10001563,4,18195.00,2018-04-20,2017-05-17,Conversion Campaign
341,TEC-PH-10002103,5,10010.00,2018-08-13,2018-02-18,Discount
424,FUR-FU-10000206,3,12139.00,2018-08-23,2018-04-10,Loyalty Campaign
1054,FUR-FU-10000206,7,19973.00,2018-08-30,2017-11-22,Engagement Campaign
591,OFF-SU-10004782,1,21130.00,2017-11-11,2017-02-14,Conversion Campaign
924,OFF-PA-10003673,6,18521.00,2018-07-29,2017-11-27,Engagement Campaign
1451,OFF-PA-10003673,6,26973.00,2018-08-13,2018-04-17,Conversion Campaign
267,OFF-EN-10003134,1,15969.00,2017-10-08,2017-02-11,First-Time Buyer Campaign
142,OFF-BI-10002003,3,27643.00,2017-10-14,2017-05-24,Conversion Campaign
195,OFF-AR-10003560,3,10248.00,2018-06-15,2017-12-08,First-Time Buyer Campaign
497,OFF-AR-10003560,7,11916.00,2018-06-22,2017-10-05,Engagement Campaign
929,OFF-PA-10003823,7,14199.00,2018-04-09,2018-01-11,Flash Sale
329,TEC-PH-10002415,4,7824.00,2017-07-14,2016-10-27,Loyalty Campaign
1246,OFF-ST-10000352,4,12332.00,2017-06-30,2017-01-01,Loyalty Campaign
153,OFF-AP-10004859,3,15005.00,2017-06-19,2017-03-06,Win-Back Campaign
1301,OFF-AP-10004859,5,26329.00,2017-06-30,2017-05-03,Brand Awareness
297,TEC-AC-10004633,1,13200.00,2018-03-19,2017-08-14,Win-Back Campaign
537,OFF-BI-10004970,3,39001.00,2017-08-05,2016-12-06,Product Launch
1148,OFF-BI-10004970,1,12565.00,2017-09-07,2017-06-03,Win-Back Campaign
846,OFF-PA-10003205,6,16165.00,2017-08-28,2016-12-11,First-Time Buyer Campaign
176,FUR-FU-10001037,1,8488.00,2018-06-13,2018-02-07,Win-Back Campaign
121,OFF-PA-10004888,6,13300.00,2018-01-07,2017-01-21,Discount
954,OFF-ST-10003306,5,20430.00,2018-01-30,2017-01-27,Engagement Campaign
1504,OFF-ST-10003306,7,8580.00,2018-02-09,2017-01-14,Loyalty Campaign
610,TEC-AC-10002800,5,7332.00,2018-02-19,2017-07-31,Win-Back Campaign
609,FUR-FU-10001756,5,29580.00,2017-09-15,2017-03-22,Product Launch
1539,OFF-AR-10004757,6,5524.00,2018-05-03,2017-05-25,Flash Sale
1378,TEC-AC-10001553,4,53961.00,2018-05-02,2018-01-13,Brand Awareness
1446,TEC-AC-10001553,5,11845.00,2018-04-19,2017-06-17,Retargeting
447,FUR-CH-10002965,5,12714.00,2018-04-20,2018-02-07,Win-Back Campaign
620,FUR-CH-10002965,1,9480.00,2018-04-30,2018-02-01,First-Time Buyer Campaign
790,OFF-BI-10001078,5,11732.00,2017-11-01,2017-07-22,Retargeting
462,OFF-SU-10004664,5,8682.00,2018-08-01,2017-08-30,Flash Sale
1238,TEC-AC-10002637,1,35301.00,2018-03-27,2017-09-30,Brand Awareness
731,TEC-AC-10004518,5,32426.00,2017-04-19,2016-11-02,Seasonal Sale
1308,TEC-AC-10004518,1,14445.00,2017-03-31,2016-05-10,First-Time Buyer Campaign
108,OFF-BI-10004364,1,16418.00,2017-08-25,2017-02-13,Discount
1071,TEC-PH-10002398,4,19485.00,2018-05-02,2018-02-15,Discount
286,FUR-FU-10003623,7,5853.00,2018-04-29,2017-11-21,Loyalty Campaign
871,OFF-EN-10001453,2,10602.00,2018-04-27,2017-12-07,First-Time Buyer Campaign
1545,OFF-EN-10001453,7,13448.00,2018-05-03,2017-06-11,Retargeting
1513,OFF-ST-10001128,2,5917.00,2018-04-24,2018-01-17,Loyalty Campaign
446,TEC-CO-10002313,7,7099.00,2018-07-10,2017-09-17,First-Time Buyer Campaign
891,TEC-CO-10002313,3,18178.00,2018-08-06,2018-03-22,Seasonal Sale
116,FUR-FU-10003268,6,15732.00,2018-07-17,2017-12-24,Seasonal Sale
1019,OFF-PA-10001033,4,42908.00,2018-07-13,2018-05-03,Brand Awareness
1145,OFF-PA-10001033,2,15048.00,2018-07-27,2017-11-16,Seasonal Sale
1498,OFF-LA-10000240,2,25910.00,2017-07-27,2017-02-10,Product Launch
841,FUR-FU-10001918,7,41626.00,2018-03-20,2017-08-05,Brand Awareness
1151,TEC-CO-10002095,5,15564.00,2018-03-11,2018-02-01,Win-Back Campaign
1101,TEC-PH-10004539,5,16436.00,2018-06-01,2017-09-04,Engagement Campaign
216,TEC-MA-10001016,3,9365.00,2018-05-29,2017-11-17,Retargeting
557,TEC-MA-10001016,3,10166.00,2018-05-12,2017-04-30,Win-Back Campaign
1093,OFF-PA-10000788,1,13533.00,2018-02-20,2017-10-04,Win-Back Campaign
679,OFF-PA-10002689,4,7554.00,2017-08-11,2016-09-16,First-Time Buyer Campaign
179,OFF-BI-10004828,7,11913.00,2017-07-06,2016-12-06,Loyalty Campaign
893,FUR-FU-10003394,6,15323.00,2018-02-28,2017-11-22,First-Time Buyer Campaign
1528,OFF-LA-10000248,5,8014.00,2018-03-17,2017-11-05,Flash Sale
110,FUR-BO-10004218,5,15075.00,2017-12-13,2017-07-01,Retargeting
1188,OFF-BI-10003712,7,20858.00,2018-02-12,2017-09-08,Conversion Campaign
519,OFF-BI-10002976,2,14724.00,2018-04-18,2018-01-03,First-Time Buyer Campaign
1042,FUR-BO-10003272,1,46658.00,2017-10-18,2016-11-19,Brand Awareness
706,OFF-EN-10004483,4,8803.00,2018-07-14,2017-08-02,Win-Back Campaign
1440,OFF-EN-10004483,1,29877.00,2018-07-22,2017-07-11,Brand Awareness
119,OFF-AP-10002906,5,39119.00,2018-05-22,2018-04-15,Product Launch
1059,TEC-AC-10003063,3,19175.00,2017-09-28,2017-08-24,Discount
1236,TEC-AC-10003063,1,20120.00,2017-10-19,2016-09-16,Seasonal Sale
1486,TEC-AC-10003063,2,21499.00,2017-09-17,2016-09-18,Product Launch
1534,OFF-SU-10002537,1,7847.00,2017-09-28,2016-10-31,Win-Back Campaign
1393,OFF-PA-10002254,3,8393.00,2018-01-28,2017-07-03,Discount
716,OFF-FA-10000621,2,35432.00,2017-02-24,2016-01-28,Seasonal Sale
740,OFF-FA-10000621,1,20216.00,2017-02-07,2016-09-01,Conversion Campaign
829,OFF-FA-10000621,6,6979.00,2017-03-02,2016-03-20,Loyalty Campaign
830,OFF-PA-10000029,7,15293.00,2018-04-09,2017-06-13,Win-Back Campaign
1174,TEC-PH-10002584,2,55275.00,2018-04-21,2017-12-26,Brand Awareness
245,OFF-AR-10003405,7,11297.00,2018-06-23,2018-02-12,Retargeting
461,OFF-ST-10003327,5,6921.00,2017-10-11,2016-11-25,Flash Sale
761,OFF-ST-10003327,5,16161.00,2017-10-26,2016-09-30,Engagement Campaign
272,OFF-EN-10004955,5,39905.00,2018-08-19,2018-04-20,Seasonal Sale
221,TEC-PH-10002624,3,18490.00,2018-06-26,2018-01-29,Seasonal Sale
523,TEC-PH-10002624,3,28592.00,2018-06-11,2018-04-04,Seasonal Sale
959,TEC-PH-10002624,2,9898.00,2018-06-20,2018-01-22,Win-Back Campaign
1166,TEC-PH-10000169,7,25966.00,2018-08-10,2018-02-04,Seasonal Sale
481,OFF-AR-10000034,3,15915.00,2018-08-10,2018-01-12,Seasonal Sale
1018,OFF-AR-10000034,5,19165.00,2018-07-29,2017-11-30,Seasonal Sale
1065,OFF-AR-10000034,3,9630.00,2018-08-07,2018-06-10,First-Time Buyer Campaign
530,TEC-AC-10004975,7,24355.00,2018-04-17,2017-08-10,Engagement Campaign
763,TEC-AC-10004975,5,11213.00,2018-03-28,2017-09-13,Win-Back Campaign
1015,FUR-CH-10000454,1,29916.00,2017-08-18,2016-11-09,Brand Awareness
346,OFF-ST-10003442,6,7371.00,2017-07-16,2016-10-26,First-Time Buyer Campaign
1086,OFF-ST-10003442,5,13738.00,2017-08-10,2017-05-31,Retargeting
1357,OFF-BI-10003291,3,17724.00,2018-05-06,2017-10-03,Discount
947,FUR-FU-10000397,2,12654.00,2018-07-14,2018-01-02,First-Time Buyer Campaign
260,OFF-AP-10002457,1,7509.00,2018-05-22,2017-09-27,First-Time Buyer Campaign
319,OFF-AP-10002457,6,11034.00,2018-05-17,2018-01-05,First-Time Buyer Campaign
400,OFF-AP-10002457,1,15967.00,2018-06-13,2017-12-01,Win-Back Campaign
418,OFF-PA-10000141,6,20848.00,2018-05-28,2017-07-19,Product Launch
660,OFF-PA-10000141,3,17833.00,2018-05-28,2017-12-27,Discount
747,OFF-PA-10001801,3,11023.00,2018-04-04,2018-01-17,Flash Sale
783,OFF-PA-10001471,5,35079.00,2018-02-25,2017-04-11,Seasonal Sale
380,OFF-SU-10002522,6,35414.00,2017-10-07,2017-07-20,Product Launch
1082,OFF-PA-10003848,2,6302.00,2017-09-26,2017-04-18,Win-Back Campaign
839,TEC-AC-10001590,6,13932.00,2017-09-27,2017-06-19,Win-Back Campaign
1105,TEC-AC-10001590,7,15117.00,2017-10-09,2017-03-30,Retargeting
392,OFF-LA-10000443,4,7591.00,2017-12-20,2017-03-03,Retargeting
1597,OFF-LA-10000443,1,5336.00,2017-12-13,2017-02-17,Flash Sale
145,FUR-FU-10003026,4,14282.00,2017-12-22,2017-03-05,Engagement Campaign
541,FUR-FU-10003026,5,18685.00,2017-12-31,2017-01-07,Conversion Campaign
918,FUR-FU-10003026,1,13307.00,2017-12-20,2017-04-23,Flash Sale
1096,FUR-FU-10003026,5,24652.00,2017-12-11,2017-08-05,Seasonal Sale
556,OFF-FA-10000585,4,50569.00,2018-05-17,2018-02-02,Brand Awareness
663,TEC-PH-10004434,4,12259.00,2018-03-27,2017-06-02,Conversion Campaign
1582,TEC-PH-10004434,1,19288.00,2018-04-07,2017-11-24,Discount
1459,OFF-PA-10004355,1,9739.00,2018-04-09,2018-02-10,First-Time Buyer Campaign
123,FUR-CH-10004997,1,13249.00,2017-04-20,2016-11-21,Discount
268,FUR-CH-10004997,3,41707.00,2017-05-01,2016-09-28,Brand Awareness
422,FUR-CH-10004997,2,9089.00,2017-03-30,2017-01-24,Loyalty Campaign
1426,FUR-CH-10004997,4,21927.00,2017-04-30,2016-06-10,Conversion Campaign
822,OFF-BI-10003910,7,54806.00,2018-07-08,2018-02-05,Brand Awareness
1283,OFF-BI-10003910,7,31123.00,2018-07-15,2017-06-08,Seasonal Sale
951,TEC-AC-10000892,5,19650.00,2018-07-15,2017-07-03,Conversion Campaign
234,OFF-BI-10004140,5,35915.00,2017-11-26,2017-02-28,Product Launch
1529,OFF-BI-10004140,4,9659.00,2017-11-30,2017-01-09,Discount
1032,TEC-AC-10004171,5,29722.00,2018-08-11,2018-03-17,Product Launch
694,OFF-PA-10002005,7,13406.00,2018-08-25,2017-10-06,Retargeting
1340,OFF-ST-10000934,5,18160.00,2018-09-10,2017-10-17,Conversion Campaign
1381,OFF-ST-10000934,4,13865.00,2018-09-19,2018-02-28,Discount
1085,TEC-CO-10003763,7,13516.00,2018-08-16,2018-01-11,Loyalty Campaign
1423,TEC-CO-10003763,7,14725.00,2018-08-10,2017-10-06,Flash Sale
1051,OFF-BI-10001597,2,43216.00,2017-04-14,2016-06-11,Brand Awareness
1462,OFF-BI-10001597,6,36843.00,2017-04-18,2017-01-02,Product Launch
973,OFF-EN-10000461,7,8005.00,2018-09-13,2018-01-12,Flash Sale
