metric_id,campaign_id,impressions,clicks,conversions,bounces,metric_date
4033,501,9937,1046,86,56,2017-04-24
4034,501,9715,661,138,506,2017-04-29
4035,501,5974,714,195,597,2017-04-15
4036,502,24740,950,710,598,2017-03-20
4037,502,15168,1382,486,258,2017-03-17
4038,502,5838,590,163,383,2017-03-12
4039,502,8248,645,338,197,2017-03-22
4040,502,17308,1927,364,1150,2017-03-30
4041,502,5688,118,25,18,2017-04-02
4042,503,6175,515,29,475,2017-07-14
4043,503,19662,1811,226,311,2017-07-04
4044,503,22578,1960,521,657,2017-07-25
4045,503,8624,1015,553,863,2017-06-30
4046,503,14352,607,275,220,2017-06-23
4047,503,18311,703,488,242,2017-07-23
4048,503,13988,1506,1447,298,2017-07-13
4049,503,24115,921,191,428,2017-07-08
4050,504,19745,1671,1116,1586,2017-12-20
4051,504,6517,217,27,210,2017-12-18
4052,504,18780,875,69,316,2017-12-17
4053,504,19830,1529,884,649,2017-12-24
4054,504,6277,587,208,519,2017-12-23
4055,504,14737,345,281,332,2017-12-21
4056,504,19417,1104,967,1048,2017-12-22
4057,504,24139,2648,2075,653,2017-12-19
4058,505,4019,392,68,352,2016-12-28
4059,505,9979,326,19,119,2016-12-20
4060,505,24166,2301,146,1224,2016-12-01
4061,505,10222,1194,1160,554,2016-12-04
4062,505,9608,706,489,407,2016-12-25
4063,505,20806,1890,1472,1176,2016-12-23
4064,505,5389,482,376,351,2016-12-27
4065,505,6175,328,130,119,2016-12-30
4066,505,21471,1224,253,1039,2016-11-28
4067,505,10033,202,190,7,2016-12-11
4068,505,22680,2430,495,1206,2016-12-19
4069,505,24679,1988,172,540,2016-12-03
4070,505,11476,352,325,222,2016-12-17
4071,505,7497,160,72,59,2016-12-05
4072,505,18221,1238,823,1017,2016-12-31
4073,506,20679,2298,204,1457,2018-01-20
4074,506,18164,1752,827,822,2018-02-02
4075,506,18754,1060,255,838,2018-02-01
4076,506,18653,1712,1173,158,2018-01-03
4077,506,14481,1374,1345,406,2018-01-26
4078,506,5471,550,99,550,2018-02-10
4079,506,13574,1492,81,844,2018-01-31
4080,506,4301,441,106,175,2018-01-09
4081,506,14129,1104,460,1018,2018-01-16
4082,507,7101,536,396,405,2016-10-04
4083,507,19978,1675,1044,916,2016-10-05
4084,507,7315,628,432,373,2016-11-12
4085,507,11408,439,78,128,2016-11-02
4086,507,9045,424,88,306,2016-10-08
4087,507,7426,247,190,21,2016-10-27
4088,507,10355,421,317,65,2016-10-14
4089,507,16665,364,13,307,2016-10-03
4090,507,10906,856,15,508,2016-11-05
4091,507,15164,462,169,427,2016-11-07
4092,507,20872,2203,1051,1900,2016-10-25
4093,507,18023,1079,740,256,2016-11-11
4094,507,8453,975,660,398,2016-11-03
4095,507,8065,714,449,527,2016-10-19
4096,507,12468,418,245,245,2016-11-13
4097,508,23384,601,127,400,2018-02-03
4098,508,13349,1422,1103,400,2018-01-10
4099,508,20418,2137,1600,1229,2018-01-30
4100,508,3448,77,59,47,2018-01-14
4101,508,17520,805,778,343,2018-01-16
4102,508,18846,1400,864,958,2018-01-19
4103,508,3516,143,129,21,2018-01-09
4104,508,3806,336,280,228,2018-01-27
4105,508,24545,1869,243,305,2018-01-04
4106,508,15426,421,190,343,2018-01-17
4107,508,6020,170,30,61,2018-01-26
4108,508,3010,226,13,93,2018-01-06
4109,508,6898,668,126,190,2018-02-07
4110,509,12194,246,185,18,2017-05-15
4111,509,10041,270,33,265,2017-05-17
4112,509,7278,201,135,92,2017-05-03
4113,509,14303,1451,1372,965,2017-05-23
4114,509,22444,2454,77,695,2017-05-01
4115,509,14786,1669,19,727,2017-05-14
4116,509,14513,681,585,166,2017-04-30
4117,509,18503,1887,232,1793,2017-05-12
4118,509,21682,826,14,576,2017-06-09
4119,509,10984,387,175,234,2017-05-31
4120,509,5774,271,198,97,2017-05-09
4121,510,6158,416,249,386,2017-07-11
4122,510,20690,2003,989,1481,2017-07-07
4123,510,14845,1497,401,775,2017-07-12
4124,510,9794,529,345,1,2017-08-03
4125,510,10210,800,629,680,2017-07-17
4126,510,20583,1549,952,48,2017-07-25
4127,510,19346,1629,454,1572,2017-08-04
4128,510,18755,891,400,486,2017-07-14
4129,510,21590,2359,612,494,2017-07-23
4130,510,24840,648,342,332,2017-07-15
4131,510,22273,2373,1768,686,2017-07-31
4132,510,24822,2217,1179,1209,2017-07-22
4133,511,9606,322,144,302,2017-07-08
4134,511,3959,373,149,193,2017-07-24
4135,511,3493,316,0,137,2017-07-10
4136,511,13912,1011,41,918,2017-07-19
4137,511,13746,782,666,515,2017-07-16
4138,511,9676,780,131,679,2017-07-11
4139,511,15520,1825,363,737,2017-07-02
4140,511,14221,478,127,392,2017-07-05
4141,511,15634,337,2,164,2017-07-01
4142,511,9654,267,148,173,2017-07-03
4143,511,18793,1344,111,953,2017-06-29
4144,511,17829,1373,1350,1259,2017-06-28
4145,512,18556,1664,17,432,2017-06-15
4146,512,19592,598,543,69,2017-05-14
4147,512,10324,614,218,181,2017-05-15
4148,512,3231,83,47,15,2017-05-16
4149,512,3893,107,86,93,2017-06-10
4150,512,11801,1208,1043,985,2017-05-05
4151,512,9451,329,95,104,2017-05-17
4152,512,8631,586,204,257,2017-06-18
4153,512,12981,929,648,122,2017-05-23
4154,513,12306,340,113,244,2017-11-12
4155,513,5798,324,212,306,2017-11-27
4156,513,6954,346,288,172,2017-11-11
4157,513,9196,278,148,195,2017-11-17
4158,513,7596,270,172,197,2017-11-21
4159,513,9385,495,69,331,2017-11-08
4160,513,21487,1106,903,665,2017-11-16
4161,514,18688,1936,1339,1583,2016-09-14
4162,514,8859,236,214,147,2016-09-17
4163,514,5428,287,153,234,2016-09-27
4164,514,21823,570,414,461,2016-09-06
4165,514,10875,993,928,517,2016-09-15
4166,514,15244,377,334,289,2016-09-22
4167,514,9773,199,122,153,2016-09-23
4168,514,18484,2053,1268,722,2016-10-03
4169,514,19072,1784,378,1426,2016-09-07
4170,514,17261,684,616,352,2016-10-07
4171,514,21316,778,172,191,2016-09-19
4172,514,23566,1659,207,96,2016-10-10
4173,514,18188,2046,1036,6,2016-09-30
4174,514,15537,439,276,315,2016-10-04
4175,515,7306,438,289,372,2016-09-26
4176,515,8711,469,393,107,2016-09-22
4177,515,10527,537,267,523,2016-09-20
4178,515,18861,2025,1025,520,2016-09-19
4179,515,6272,201,79,198,2016-09-28
4180,515,24087,858,439,515,2016-09-21
4181,515,20499,1284,668,230,2016-09-24
4182,515,4533,111,105,11,2016-09-23
4183,515,9086,255,211,114,2016-09-25
4184,516,19094,966,943,347,2017-07-03
4185,516,9358,751,251,707,2017-07-04
4186,516,16394,641,432,370,2017-07-08
4187,516,8574,517,298,112,2017-07-06
4188,516,5678,634,239,359,2017-06-25
4189,516,11889,1160,646,292,2017-07-13
4190,516,11434,1215,939,177,2017-07-15
4191,516,20276,842,786,64,2017-07-09
4192,516,15344,652,410,254,2017-06-27
4193,516,22905,1059,425,20,2017-07-14
4194,516,11783,954,883,64,2017-06-30
4195,516,23716,2833,944,123,2017-07-11
4196,517,15473,1241,1012,778,2017-11-19
4197,517,3215,294,4,93,2017-11-20
4198,517,22402,1691,1152,437,2017-11-25
4199,517,13108,854,669,700,2017-11-26
4200,517,8949,416,57,186,2017-11-22
4201,517,8173,793,714,198,2017-11-27
4202,517,14099,1532,1135,36,2017-11-21
4203,517,12375,1366,1249,656,2017-11-24
4204,518,7688,587,565,447,2018-01-14
4205,518,15103,1695,705,1492,2018-01-28
4206,518,7705,685,36,22,2018-01-27
4207,518,7053,235,211,41,2018-01-05
4208,518,10751,588,359,292,2017-12-27
4209,518,11015,759,448,300,2018-01-03
4210,519,3792,148,13,100,2017-07-15
4211,519,3963,467,423,12,2017-07-20
4212,519,5165,579,208,376,2017-07-29
4213,519,9928,997,806,978,2017-07-30
4214,519,7976,297,141,55,2017-07-21
4215,520,12768,481,67,466,2016-04-24
4216,520,19904,1937,343,1109,2016-04-26
4217,520,6635,393,177,359,2016-04-30
4218,520,19975,910,156,806,2016-04-28
4219,520,4498,443,2,232,2016-04-23
4220,520,22046,2641,959,2620,2016-04-25
4221,520,6736,512,66,411,2016-05-01
4222,520,19826,2185,1729,846,2016-04-22
4223,520,14667,656,153,631,2016-05-03
4224,520,3360,162,119,154,2016-04-27
4225,521,22468,2547,501,1081,2017-04-20
4226,521,24081,1606,480,274,2017-04-10
4227,521,16496,1775,721,586,2017-04-07
4228,521,5315,475,406,263,2017-03-28
4229,521,19327,818,698,737,2017-03-27
4230,521,6550,409,327,99,2017-04-14
4231,521,24675,2919,1762,2687,2017-04-16
4232,521,16849,1390,716,500,2017-04-01
4233,521,4971,573,275,559,2017-04-21
4234,521,9396,1078,295,222,2017-04-08
4235,521,20821,2175,1404,743,2017-04-12
4236,521,18004,838,89,255,2017-03-22
4237,522,9902,704,359,151,2017-01-02
4238,522,22858,1506,1010,800,2016-12-29
4239,522,10414,778,752,604,2016-12-28
4240,522,11928,789,447,416,2017-01-01
4241,522,23437,1746,610,982,2016-12-27
4242,522,15845,458,425,291,2016-12-31
4243,523,4756,232,3,229,2017-08-10
4244,523,4726,424,355,303,2017-08-01
4245,523,12921,1080,243,136,2017-08-03
4246,523,15837,624,601,48,2017-08-07
4247,523,17284,1924,1728,482,2017-08-09
4248,523,7269,156,61,1,2017-07-30
4249,524,17568,366,232,257,2017-06-03
4250,524,10931,628,225,575,2017-05-24
4251,524,13675,1387,1019,1223,2017-06-15
4252,524,12991,1331,549,274,2017-06-27
4253,524,12535,472,70,3,2017-06-04
4254,524,5657,491,188,138,2017-06-05
4255,524,14931,907,301,817,2017-06-08
4256,524,7856,404,66,363,2017-06-25
4257,524,12588,980,519,809,2017-06-14
4258,524,5710,665,494,277,2017-06-11
4259,524,15869,1195,551,123,2017-06-09
4260,524,17256,1905,1735,1587,2017-05-26
4261,524,14336,749,579,217,2017-06-06
4262,524,14654,1576,798,1219,2017-06-29
4263,525,24471,1903,1467,1291,2016-09-14
4264,525,18500,1618,355,146,2016-09-15
4265,525,9426,574,40,284,2016-08-20
4266,525,5666,581,320,64,2016-09-04
4267,525,5491,335,82,330,2016-08-31
4268,525,14181,1202,625,970,2016-08-26
4269,526,19168,1513,426,462,2017-07-19
4270,526,24104,856,65,32,2017-07-14
4271,526,22373,1907,1692,1827,2017-08-02
4272,526,23355,737,200,1,2017-08-05
4273,526,15732,791,716,596,2017-07-09
4274,526,11819,760,88,390,2017-07-12
4275,526,3349,68,47,30,2017-07-18
4276,526,16701,1902,450,163,2017-08-08
4277,526,10788,1181,432,612,2017-07-22
4278,526,23443,1464,1267,1395,2017-07-17
4279,526,5539,322,76,149,2017-08-01
4280,526,22492,1045,817,1025,2017-07-16
4281,526,13152,1216,306,563,2017-07-10
4282,526,23121,2626,608,754,2017-07-27
4283,526,13451,1536,484,1194,2017-07-23
4284,527,19352,1648,130,291,2016-01-21
4285,527,16880,1176,204,797,2016-01-31
4286,527,16635,1394,18,1171,2016-01-27
4287,527,11054,780,738,602,2016-01-24
4288,527,14650,582,82,123,2016-01-20
4289,527,22407,738,618,324,2016-01-25
4290,527,17636,355,219,153,2016-01-30
4291,527,6471,541,174,499,2016-01-26
4292,527,14550,1574,1158,28,2016-01-19
4293,527,8728,595,496,35,2016-01-28
4294,528,19823,1369,482,175,2016-12-20
4295,528,7160,801,286,72,2016-12-18
4296,528,9310,254,105,225,2016-12-15
4297,528,10632,1236,938,1175,2016-12-23
4298,528,9005,225,147,74,2016-12-06
4299,528,8639,905,362,544,2016-12-19
4300,528,13903,494,169,117,2016-12-12
4301,528,20788,1582,1549,741,2017-01-09
4302,528,11045,797,678,686,2016-12-10
4303,529,17748,1408,1093,1381,2016-06-20
4304,529,4278,242,240,41,2016-07-06
4305,529,3695,112,15,104,2016-07-05
4306,529,9836,552,303,287,2016-07-13
4307,529,9264,674,231,126,2016-06-22
4308,529,19707,711,294,304,2016-06-15
4309,529,3742,183,98,100,2016-06-18
4310,529,16453,747,54,190,2016-07-09
4311,529,6526,366,194,343,2016-07-02
4312,529,20206,2069,16,300,2016-06-06
4313,529,6746,665,356,424,2016-07-11
4314,529,17115,966,829,220,2016-05-31
4315,529,15638,1010,381,650,2016-06-04
4316,529,4301,357,271,355,2016-06-16
4317,530,14119,787,494,639,2016-06-22
4318,530,21654,1361,831,71,2016-06-06
4319,530,11138,701,408,403,2016-05-22
4320,530,9179,712,330,260,2016-06-13
4321,530,8392,389,369,197,2016-05-17
4322,531,18309,1171,22,301,2016-11-22
4323,531,7135,549,21,231,2016-11-17
4324,531,20485,2277,1474,703,2016-11-23
4325,531,3546,369,57,365,2016-11-21
4326,531,20762,2352,1954,1814,2016-11-24
4327,531,11987,780,693,657,2016-11-26
4328,531,20057,2358,1640,653,2016-11-19
4329,531,5524,352,248,232,2016-11-20
4330,531,4956,276,236,73,2016-11-25
4331,531,9975,775,92,161,2016-11-18
4332,532,6756,517,440,299,2016-03-21
4333,532,9794,346,331,282,2016-03-05
4334,532,3177,117,98,0,2016-03-19
4335,532,3638,273,4,228,2016-02-29
4336,532,12963,599,505,110,2016-03-04
4337,532,19701,955,558,126,2016-03-28
4338,532,18984,1499,287,681,2016-03-02
4339,532,12918,1226,1128,412,2016-03-18
4340,532,21697,1460,392,502,2016-03-12
4341,532,21639,1823,2,896,2016-03-15
4342,532,14040,456,156,114,2016-03-10
4343,532,20825,2190,903,2094,2016-03-17
4344,533,7114,477,304,282,2018-01-14
4345,533,16337,1658,323,475,2018-01-04
4346,533,17047,1421,1246,889,2018-01-12
4347,533,11630,1258,776,372,2018-01-03
4348,533,12801,1471,255,46,2018-01-11
4349,533,10909,768,41,232,2018-01-15
4350,533,19602,902,437,544,2018-01-17
4351,533,16501,591,144,428,2018-01-05
4352,533,4263,179,0,79,2018-01-07
4353,533,16092,1822,770,52,2018-01-16
4354,533,12689,1426,976,710,2018-01-10
4355,533,18242,500,410,411,2018-01-09
4356,533,18277,854,659,476,2018-01-02
4357,533,17879,2020,1358,939,2018-01-13
4358,534,6568,786,415,501,2016-08-04
4359,534,10009,884,245,765,2016-08-03
4360,534,10788,780,263,607,2016-07-24
4361,534,12761,537,128,491,2016-07-26
4362,534,7922,747,708,692,2016-07-10
4363,534,18987,1361,660,960,2016-07-22
4364,534,16274,1408,731,955,2016-07-09
4365,534,7810,894,371,43,2016-07-27
4366,534,16415,1827,139,969,2016-07-08
4367,534,11396,828,603,381,2016-07-31
4368,535,3521,371,330,291,2016-12-03
4369,535,5417,227,133,5,2016-12-05
4370,535,11378,591,391,354,2016-12-06
4371,535,7945,819,576,812,2016-11-30
4372,535,7699,271,104,221,2016-12-02
4373,535,17226,675,40,382,2016-11-28
4374,535,8400,836,222,507,2016-12-01
4375,535,14167,1397,426,816,2016-11-29
4376,535,20503,2366,35,1389,2016-11-27
4377,535,22097,2573,5,2372,2016-12-04
4378,536,10532,911,528,551,2017-08-17
4379,536,21018,2511,86,363,2017-08-26
4380,536,7590,831,668,81,2017-08-18
4381,536,3508,349,268,337,2017-08-19
4382,536,6006,457,156,193,2017-08-24
4383,536,12814,985,583,94,2017-08-20
4384,536,6348,589,543,215,2017-08-15
4385,536,23321,846,728,739,2017-08-22
4386,536,20049,1730,1214,185,2017-08-23
4387,536,10421,350,273,319,2017-08-21
4388,536,13008,815,204,609,2017-08-25
4389,536,17235,1671,1511,290,2017-08-16
4390,537,16640,1702,434,1639,2017-03-07
4391,537,3028,138,130,130,2017-03-18
4392,537,14188,1084,692,456,2017-03-08
4393,537,22242,1694,494,596,2017-03-06
4394,537,14162,856,676,321,2017-03-14
4395,537,22850,496,262,235,2017-03-11
4396,537,5955,693,407,197,2017-03-13
4397,537,13481,270,241,191,2017-03-17
4398,537,10352,862,488,241,2017-03-10
4399,537,15703,1649,1126,824,2017-03-16
4400,538,4475,220,41,219,2016-07-05
4401,538,9351,1093,527,189,2016-07-03
4402,538,12856,1119,646,624,2016-07-09
4403,538,24043,1436,536,1259,2016-07-08
4404,538,16494,896,806,857,2016-06-30
4405,538,24662,520,207,268,2016-06-29
4406,538,3424,383,155,162,2016-07-04
4407,538,18199,1576,634,450,2016-06-28
4408,539,4081,261,220,147,2017-08-15
4409,539,23742,1900,518,1742,2017-08-19
4410,539,6160,698,402,613,2017-08-25
4411,539,6253,407,365,10,2017-08-17
4412,539,8376,902,496,563,2017-08-24
4413,539,11274,1262,816,1106,2017-08-22
4414,539,3914,262,78,169,2017-08-16
4415,539,11529,835,307,22,2017-08-23
4416,539,19281,1917,1580,1091,2017-08-18
4417,539,18192,2181,1235,553,2017-08-14
4418,539,14780,569,527,176,2017-08-20
4419,539,12753,597,421,296,2017-08-21
4420,539,22287,2061,948,600,2017-08-27
4421,539,11720,471,45,325,2017-08-26
4422,540,7106,180,90,49,2016-06-13
4423,540,18783,2210,1352,265,2016-05-28
4424,540,13898,784,427,561,2016-06-09
4425,540,12010,701,87,139,2016-06-03
4426,540,10090,332,22,121,2016-06-20
4427,541,5829,573,253,443,2017-09-17
4428,541,6339,324,184,170,2017-09-29
4429,541,17537,2082,1578,173,2017-10-07
4430,541,13973,1177,1055,735,2017-09-11
4431,541,20348,1264,1203,458,2017-09-15
4432,541,8811,884,553,296,2017-09-07
4433,541,13549,1502,878,815,2017-09-21
4434,541,8551,735,232,528,2017-10-03
4435,541,19593,1063,504,174,2017-09-24
4436,541,14561,621,388,209,2017-09-26
4437,541,22117,1396,1065,1244,2017-09-19
4438,541,5399,252,245,195,2017-10-06
4439,541,4158,216,120,165,2017-09-23
4440,541,15731,1294,1147,368,2017-10-04
4441,542,16384,776,239,746,2016-08-14
4442,542,14240,1443,1049,1386,2016-08-31
4443,542,15857,1051,660,824,2016-08-27
4444,542,10311,1007,228,403,2016-08-18
4445,542,6748,433,86,35,2016-08-24
4446,542,23636,2533,250,366,2016-08-06
4447,542,16988,995,44,166,2016-08-11
4448,542,17596,2032,2005,968,2016-08-15
4449,542,20202,1486,206,759,2016-08-19
4450,542,7683,407,95,120,2016-08-08
4451,542,5306,605,331,157,2016-08-04
4452,543,17765,435,50,12,2017-05-26
4453,543,4555,181,117,64,2017-06-02
4454,543,9800,1055,1035,112,2017-06-09
4455,543,20872,1919,959,205,2017-05-28
4456,543,11218,706,155,431,2017-06-01
4457,543,6890,698,632,253,2017-05-27
4458,543,18870,1600,399,696,2017-06-14
4459,543,6947,372,164,48,2017-06-11
4460,543,19682,1960,1919,1271,2017-05-30
4461,543,9435,557,324,42,2017-06-15
4462,543,5840,592,123,580,2017-06-10
4463,543,10243,803,522,755,2017-05-31
4464,543,5100,484,310,438,2017-06-07
4465,543,16834,972,942,174,2017-06-17
4466,544,20740,1001,910,965,2018-02-12
4467,544,9019,1039,209,809,2018-01-21
4468,544,16554,406,40,112,2018-01-06
4469,544,18523,2061,1466,2002,2018-01-09
4470,544,14651,647,193,202,2018-02-14
4471,544,3888,233,79,174,2018-02-04
4472,544,9564,874,841,720,2018-02-02
4473,544,4044,279,38,14,2018-01-27
4474,544,24050,1724,885,865,2018-01-10
4475,544,8810,846,599,467,2018-01-05
4476,544,13382,1338,320,691,2018-01-08
4477,544,21222,1053,152,118,2018-02-15
4478,544,8260,265,131,78,2018-01-14
4479,544,24728,1564,573,717,2018-01-16
4480,545,19935,1482,479,608,2016-03-16
4481,545,10416,573,141,411,2016-03-20
4482,545,14330,544,339,70,2016-03-19
4483,545,13125,349,322,216,2016-03-11
4484,545,6729,336,243,265,2016-03-12
4485,545,18470,454,182,265,2016-03-14
4486,545,4535,453,195,427,2016-03-15
4487,545,19301,2291,2143,689,2016-03-18
4488,545,13655,468,89,102,2016-03-13
4489,545,10620,606,484,420,2016-03-17
4490,546,13959,1310,116,1002,2016-11-15
4491,546,20391,424,224,220,2016-11-19
4492,546,6555,755,47,507,2016-11-17
4493,546,18013,641,194,232,2016-11-21
4494,546,3563,183,127,84,2016-11-16
4495,546,23996,1210,671,841,2016-11-20
4496,547,9436,442,427,379,2017-12-25
4497,547,18480,1146,159,579,2017-12-26
4498,547,15966,864,130,814,2017-12-19
4499,547,24652,813,347,773,2018-01-08
4500,547,11041,851,165,140,2017-12-20
4501,547,15408,1318,735,578,2017-12-18
4502,547,16951,729,688,356,2018-01-11
4503,547,8831,776,151,561,2017-12-05
4504,547,23345,2375,1808,2232,2018-01-04
4505,547,22591,1085,1025,1057,2018-01-10
4506,547,18687,1089,125,274,2017-12-07
4507,547,7013,605,216,453,2018-01-06
4508,547,4128,249,84,4,2017-12-16
4509,547,10585,525,24,457,2018-01-01
4510,548,10167,1160,433,394,2016-02-28
4511,548,9641,688,540,382,2016-03-03
4512,548,11780,968,191,494,2016-02-20
4513,548,7125,494,445,380,2016-03-11
4514,548,16704,334,14,89,2016-03-13
4515,549,3954,119,71,18,2017-12-22
4516,549,19295,2061,1946,1473,2018-01-10
4517,549,8762,302,76,113,2018-01-05
4518,549,17404,1295,381,58,2018-01-12
4519,549,7467,860,826,144,2017-12-10
4520,549,24181,1315,736,814,2017-12-23
4521,549,24494,1430,379,197,2017-12-20
4522,550,8568,347,126,207,2017-04-07
4523,550,24165,2615,2133,423,2017-04-06
4524,550,21267,1444,894,1161,2017-04-10
4525,550,22407,1397,598,140,2017-04-04
4526,550,7569,694,314,367,2017-04-08
4527,550,17073,861,412,509,2017-04-12
4528,550,13666,1441,862,552,2017-04-02
4529,550,5928,663,627,409,2017-04-05
4530,550,7404,366,101,349,2017-04-09
4531,550,23147,2555,38,1637,2017-04-03
4532,550,18125,2015,1421,245,2017-04-11
4533,551,24441,1188,1022,203,2017-12-12
4534,551,19566,1349,735,199,2017-12-13
4535,551,12656,1185,729,984,2017-12-03
4536,551,10876,984,30,703,2017-11-27
4537,551,13027,1197,1177,135,2017-12-20
4538,551,20349,2346,1575,675,2017-11-30
4539,551,19814,727,67,392,2017-11-29
4540,551,5241,379,328,189,2017-12-01
4541,551,24594,2404,1012,1060,2017-11-22
4542,551,23175,746,615,615,2017-12-18
4543,551,10704,263,158,151,2017-12-11
4544,551,20569,1346,453,859,2017-11-21
4545,551,5382,407,87,391,2017-12-15
4546,551,14676,810,802,576,2017-12-07
4547,552,9866,997,397,559,2017-05-18
4548,552,10351,625,82,72,2017-05-13
4549,552,17600,1075,426,1039,2017-05-16
4550,552,24089,2578,2113,2215,2017-04-28
4551,552,3891,414,211,344,2017-04-29
4552,552,10383,377,107,24,2017-05-14
4553,552,11390,942,377,99,2017-05-03
4554,552,11293,751,89,104,2017-05-23
4555,552,15270,370,221,122,2017-05-10
4556,552,4176,431,372,174,2017-05-11
4557,552,20163,1768,1269,162,2017-05-05
4558,552,8851,215,91,7,2017-05-12
4559,552,8566,833,779,509,2017-05-06
4560,552,20390,2056,1078,705,2017-05-21
4561,552,11657,691,623,59,2017-04-30
4562,553,9802,679,76,363,2016-10-02
4563,553,24241,754,87,2,2016-10-05
4564,553,18926,720,242,705,2016-10-28
4565,553,12198,533,245,438,2016-10-18
4566,553,18355,1469,827,1426,2016-10-25
4567,553,8983,747,689,216,2016-10-12
4568,553,3369,402,210,61,2016-11-02
4569,554,8743,457,63,14,2016-07-19
4570,554,4167,314,70,72,2016-07-14
4571,554,14982,1104,840,22,2016-06-28
4572,554,23670,2470,1309,1801,2016-07-07
4573,554,6214,322,96,190,2016-06-25
4574,554,22480,2596,498,1283,2016-07-13
4575,554,14733,1308,725,18,2016-07-27
4576,554,19451,710,666,586,2016-07-10
4577,554,7973,580,368,543,2016-07-20
4578,554,16957,1661,758,447,2016-07-21
4579,554,5956,550,89,100,2016-07-16
4580,554,6203,637,291,248,2016-07-17
4581,554,14293,806,586,805,2016-07-12
4582,554,20587,567,374,370,2016-07-01
4583,554,14511,999,173,140,2016-06-27
4584,555,17208,626,43,325,2017-10-19
4585,555,15455,1524,1374,329,2017-10-29
4586,555,18125,843,89,66,2017-11-01
4587,555,11658,245,80,208,2017-11-14
4588,555,10180,304,11,78,2017-10-30
4589,555,10982,1156,511,166,2017-10-22
4590,555,13736,1125,414,685,2017-11-02
4591,555,13820,1274,842,524,2017-10-21
4592,556,15972,803,440,127,2016-07-02
4593,556,19445,1059,129,516,2016-07-01
4594,556,15225,1062,132,629,2016-07-07
4595,556,20433,654,175,241,2016-07-05
4596,556,24043,1327,1249,770,2016-07-13
4597,556,17119,1896,910,24,2016-06-29
4598,556,11673,874,748,635,2016-07-04
4599,556,6574,410,362,198,2016-07-03
4600,556,6164,447,4,399,2016-07-12
4601,556,21933,2629,1554,1400,2016-07-11
4602,556,4430,319,102,130,2016-06-30
4603,557,12324,970,936,80,2016-02-29
4604,557,9048,642,161,587,2016-01-30
4605,557,13151,1133,245,710,2016-02-23
4606,557,4039,95,19,68,2016-03-06
4607,557,4989,209,157,63,2016-03-02
4608,557,11096,933,624,451,2016-02-19
4609,557,18941,549,6,107,2016-03-03
4610,557,3561,338,263,318,2016-02-20
4611,557,13673,655,562,272,2016-02-08
4612,557,17131,625,101,510,2016-03-04
4613,557,19058,1899,129,1061,2016-02-10
4614,557,22625,1833,1364,1543,2016-02-27
4615,557,20030,1787,83,76,2016-02-22
4616,558,15016,1771,1326,1353,2016-02-09
4617,558,6826,736,68,357,2016-02-05
4618,558,5783,659,240,167,2016-02-04
4619,558,16027,920,852,707,2016-01-31
4620,558,13869,1350,323,924,2016-02-07
4621,558,14195,1567,899,839,2016-02-01
4622,558,21576,1694,439,398,2016-02-03
4623,558,20036,1074,161,649,2016-02-02
4624,558,3910,292,110,66,2016-02-06
4625,558,9398,361,126,157,2016-02-08
4626,559,22925,957,409,867,2016-04-18
4627,559,7148,449,97,445,2016-05-05
4628,559,8069,602,149,353,2016-04-30
4629,559,3962,246,246,181,2016-04-24
4630,559,14232,1172,934,591,2016-05-02
4631,559,23686,1967,1962,292,2016-04-26
4632,559,25000,2876,2872,1787,2016-05-11
4633,559,14386,1275,954,462,2016-05-08
4634,559,8434,592,342,202,2016-05-09
4635,559,11487,599,358,312,2016-05-13
4636,560,17775,948,496,108,2017-01-03
4637,560,23740,552,512,322,2017-01-07
4638,560,11168,969,196,228,2016-12-24
4639,560,15346,1663,843,672,2016-12-28
4640,560,8683,865,804,606,2016-12-31
4641,560,21858,1438,949,1189,2017-01-04
4642,560,20031,1875,1018,1055,2017-01-11
4643,560,7936,445,253,170,2016-12-25
4644,560,15626,416,378,162,2016-12-27
4645,560,22017,2057,2044,1798,2016-12-29
4646,560,22128,626,449,618,2016-12-26
4647,560,5472,306,301,125,2016-12-30
4648,561,24026,2877,2437,1111,2017-07-19
4649,561,7040,627,80,382,2017-07-15
4650,561,20815,2152,1253,408,2017-08-12
4651,561,13319,607,252,345,2017-08-10
4652,561,21670,796,636,399,2017-07-25
4653,561,23092,524,329,113,2017-07-10
4654,562,23270,1621,498,979,2017-06-07
4655,562,21243,2416,826,596,2017-05-30
4656,562,16551,1119,121,363,2017-06-06
4657,562,8923,776,498,230,2017-06-01
4658,562,3005,232,27,76,2017-06-09
4659,562,20123,1117,789,976,2017-06-03
4660,562,18611,871,587,260,2017-06-02
4661,562,9826,600,325,14,2017-06-04
4662,562,4656,273,138,60,2017-05-31
4663,562,22412,1237,767,202,2017-06-05
4664,562,21965,1619,1508,755,2017-06-08
4665,563,6492,361,315,248,2016-02-16
4666,563,19766,1141,101,483,2016-02-18
4667,563,17776,886,247,232,2016-03-01
4668,563,6997,174,76,37,2016-02-27
4669,563,11085,383,35,346,2016-02-23
4670,563,15695,579,218,308,2016-03-03
4671,563,12324,931,489,26,2016-02-07
4672,564,23437,1381,807,624,2017-08-10
4673,564,21636,742,742,367,2017-08-07
4674,564,17553,1736,1599,926,2017-08-03
4675,564,12885,1433,1298,681,2017-08-08
4676,564,21577,2361,1542,1781,2017-07-31
4677,565,19614,916,914,799,2017-04-02
