OrderID,CustomerID,OrderDate,ShippingDate,ExpectedDeliveryDate,ActualDeliveryDate,ShippingTierID,SupplierID,OrderChannel
OR-004088,CUST-02819,2023-06-08 09:24:00+00:00,2023-06-15 15:18:00+00:00,2023-06-18 16:37:00+00:00,2023-07-03 17:33:00+00:00,SHP-003,SUP-08,Online
OR-004089,CUST-18496,2022-09-12 15:47:00+00:00,2022-09-18 10:54:00+00:00,2022-10-08 10:05:00+00:00,2022-09-24 13:50:00+00:00,SHP-002,SUP-02,Online
OR-004090,CUST-05446,2021-07-22 13:24:00+00:00,2021-07-26 17:56:00+00:00,2021-08-15 17:33:00+00:00,2021-08-01 07:47:00+00:00,SHP-003,SUP-08,Online
OR-004091,CUST-02778,2021-09-27 05:46:00+00:00,2021-09-30 19:53:00+00:00,2021-10-07 18:07:00+00:00,2021-10-03 15:36:00+00:00,SHP-001,SUP-02,Online
OR-004092,CUST-06509,2019-03-16 23:07:00+00:00,2019-03-16 23:13:00+00:00,2019-03-16 23:27:00+00:00,2019-03-16 23:37:00+00:00,SHP-004,SUP-01,Retail PoS
OR-004093,CUST-16150,2024-06-06 15:28:00+00:00,2024-06-06 15:36:00+00:00,2024-06-06 15:54:00+00:00,2024-06-06 15:56:00+00:00,SHP-004,SUP-07,Retail PoS
OR-004094,CUST-00952,2023-02-06 02:51:00+00:00,2023-02-07 10:23:00+00:00,2023-02-16 06:00:00+00:00,2023-02-28 00:34:00+00:00,SHP-002,SUP-04,Online
OR-004095,CUST-08120,2023-02-07 01:08:00+00:00,2023-02-12 07:11:00+00:00,2023-02-22 11:23:00+00:00,2023-03-19 04:56:00+00:00,SHP-003,SUP-08,Online
OR-004096,CUST-07427,2023-08-10 00:59:00+00:00,2023-08-15 10:25:00+00:00,2023-09-01 04:14:00+00:00,2023-08-27 11:16:00+00:00,SHP-001,SUP-08,Online
OR-004097,CUST-13843,2024-06-11 04:32:00+00:00,2024-06-19 03:49:00+00:00,2024-06-29 17:41:00+00:00,2024-06-20 18:36:00+00:00,SHP-001,SUP-06,Online
OR-004098,CUST-07464,2021-05-25 09:00:00+00:00,2021-05-30 22:26:00+00:00,2021-06-02 23:33:00+00:00,2021-06-02 00:09:00+00:00,SHP-002,SUP-05,Online
OR-004099,CUST-01389,2018-09-27 16:26:00+00:00,2018-09-28 21:33:00+00:00,2018-10-05 09:54:00+00:00,2018-10-01 23:03:00+00:00,SHP-001,SUP-10,Online
OR-004100,CUST-04504,2020-12-09 18:55:00+00:00,2020-12-13 18:33:00+00:00,2020-12-14 10:59:00+00:00,2020-12-14 02:30:00+00:00,SHP-001,SUP-10,Online
OR-004101,CUST-15329,2022-12-03 08:26:00+00:00,2022-12-11 10:24:00+00:00,2022-12-17 22:53:00+00:00,2022-12-14 12:43:00+00:00,SHP-001,SUP-09,Online
OR-004102,CUST-18249,2020-05-18 12:50:00+00:00,2020-05-18 12:58:00+00:00,2020-05-18 13:16:00+00:00,2020-05-18 13:09:00+00:00,SHP-004,SUP-06,Retail PoS
OR-004103,CUST-18701,2023-11-09 02:41:00+00:00,2023-11-20 00:26:00+00:00,2023-11-24 12:54:00+00:00,2023-12-09 12:50:00+00:00,SHP-001,SUP-08,Online
OR-004104,CUST-07694,2008-06-04 08:34:00+00:00,2008-06-09 09:09:00+00:00,2008-06-21 00:08:00+00:00,2008-06-13 04:12:00+00:00,SHP-003,SUP-07,Online
OR-004105,CUST-13672,2023-03-21 00:28:00+00:00,2023-03-21 00:35:00+00:00,2023-03-21 00:52:00+00:00,2023-03-21 00:56:00+00:00,SHP-004,SUP-04,Retail PoS
OR-004106,CUST-18478,2019-09-21 21:00:00+00:00,2019-09-21 21:08:00+00:00,2019-09-21 21:21:00+00:00,2019-09-21 21:39:00+00:00,SHP-004,SUP-03,Retail PoS
OR-004107,CUST-12231,2020-04-11 04:01:00+00:00,2020-04-18 11:02:00+00:00,2020-04-20 17:28:00+00:00,2020-04-19 14:14:00+00:00,SHP-001,SUP-01,Online
OR-004108,CUST-16280,2013-10-19 22:40:00+00:00,2013-10-29 02:26:00+00:00,2013-11-07 20:03:00+00:00,2013-10-31 07:06:00+00:00,SHP-001,SUP-08,Online
OR-004109,CUST-11346,2018-07-31 08:09:00+00:00,2018-07-31 08:19:00+00:00,2018-07-31 08:30:00+00:00,2018-07-31 08:38:00+00:00,SHP-004,SUP-04,Retail PoS
OR-004110,CUST-14562,2024-06-05 22:58:00+00:00,2024-06-10 10:03:00+00:00,2024-06-23 13:37:00+00:00,2024-06-29 07:57:00+00:00,SHP-002,SUP-05,Online
OR-004111,CUST-18385,2023-08-12 16:36:00+00:00,2023-08-23 06:09:00+00:00,2023-08-29 16:27:00+00:00,2023-08-29 00:51:00+00:00,SHP-003,SUP-06,Online
OR-004112,CUST-08891,2012-04-27 10:00:00+00:00,2012-05-07 11:53:00+00:00,2012-05-08 17:12:00+00:00,2012-05-08 07:47:00+00:00,SHP-003,SUP-02,Online
OR-004113,CUST-17349,2018-09-07 21:49:00+00:00,2018-09-17 02:42:00+00:00,2018-10-02 17:39:00+00:00,2018-09-29 14:59:00+00:00,SHP-003,SUP-08,Online
OR-004114,CUST-19250,2023-02-14 03:25:00+00:00,2023-02-14 03:31:00+00:00,2023-02-14 03:47:00+00:00,2023-02-14 03:59:00+00:00,SHP-004,SUP-03,Retail PoS
OR-004115,CUST-08901,2024-03-22 03:54:00+00:00,2024-03-31 02:22:00+00:00,2024-04-06 19:08:00+00:00,2024-04-26 20:00:00+00:00,SHP-003,SUP-05,Online
OR-004116,CUST-04571,2023-08-03 09:00:00+00:00,2023-08-11 20:04:00+00:00,2023-08-31 06:30:00+00:00,2023-09-03 05:22:00+00:00,SHP-001,SUP-06,Online
OR-004117,CUST-12130,2023-09-02 19:23:00+00:00,2023-09-02 19:33:00+00:00,2023-09-02 19:44:00+00:00,2023-09-02 20:00:00+00:00,SHP-004,SUP-03,Retail PoS
OR-004118,CUST-05961,2010-11-22 06:37:00+00:00,2010-11-22 06:47:00+00:00,2010-11-22 07:02:00+00:00,2010-11-22 07:06:00+00:00,SHP-004,SUP-02,Retail PoS
OR-004119,CUST-01031,2024-01-25 21:59:00+00:00,2024-01-30 23:01:00+00:00,2024-02-05 08:05:00+00:00,2024-02-01 07:14:00+00:00,SHP-003,SUP-05,Online
OR-004120,CUST-10470,2024-01-20 19:10:00+00:00,2024-01-26 23:15:00+00:00,2024-02-13 03:00:00+00:00,2024-02-06 00:58:00+00:00,SHP-001,SUP-08,Online
OR-004121,CUST-06218,2019-06-05 09:34:00+00:00,2019-06-05 09:44:00+00:00,2019-06-05 09:57:00+00:00,2019-06-05 10:13:00+00:00,SHP-004,SUP-02,Retail PoS
OR-004122,CUST-02282,2021-02-18 20:37:00+00:00,2021-02-21 05:16:00+00:00,2021-03-04 02:49:00+00:00,2021-03-18 08:29:00+00:00,SHP-001,SUP-08,Online
OR-004123,CUST-09051,2017-11-25 23:47:00+00:00,2017-12-04 02:48:00+00:00,2017-12-23 12:52:00+00:00,2017-12-14 23:10:00+00:00,SHP-002,SUP-04,Online
OR-004124,CUST-09226,2016-12-20 00:12:00+00:00,2016-12-28 08:19:00+00:00,2017-01-03 13:04:00+00:00,2016-12-31 17:43:00+00:00,SHP-001,SUP-03,Online
OR-004125,CUST-10917,2018-02-02 12:36:00+00:00,2018-02-04 03:22:00+00:00,2018-02-11 03:20:00+00:00,2018-02-06 17:12:00+00:00,SHP-003,SUP-06,Online
OR-004126,CUST-02840,2020-02-05 05:50:00+00:00,2020-02-08 05:41:00+00:00,2020-02-09 17:06:00+00:00,2020-02-09 11:11:00+00:00,SHP-005,SUP-07,Retail PoS
OR-004127,CUST-09305,2009-02-09 07:12:00+00:00,2009-02-13 14:34:00+00:00,2009-02-21 01:37:00+00:00,2009-02-17 05:12:00+00:00,SHP-005,SUP-02,Retail PoS
OR-004128,CUST-08287,2018-11-20 14:37:00+00:00,2018-11-20 14:44:00+00:00,2018-11-20 15:01:00+00:00,2018-11-20 15:09:00+00:00,SHP-004,SUP-07,Retail PoS
OR-004129,CUST-08713,2019-08-07 02:36:00+00:00,2019-08-08 13:54:00+00:00,2019-08-18 02:42:00+00:00,2019-09-02 11:47:00+00:00,SHP-003,SUP-09,Online
OR-004130,CUST-13958,2017-10-26 07:54:00+00:00,2017-10-26 08:04:00+00:00,2017-10-26 08:17:00+00:00,2017-10-26 08:28:00+00:00,SHP-004,SUP-10,Retail PoS
OR-004131,CUST-11595,2023-05-05 10:57:00+00:00,2023-05-12 20:49:00+00:00,2023-05-19 18:49:00+00:00,2023-06-08 21:04:00+00:00,SHP-002,SUP-08,Online
OR-004132,CUST-07744,2022-07-01 00:52:00+00:00,2022-07-09 06:18:00+00:00,2022-07-29 15:23:00+00:00,2022-07-14 11:45:00+00:00,SHP-003,SUP-10,Online
OR-004133,CUST-09213,2021-04-29 19:34:00+00:00,2021-05-05 18:43:00+00:00,2021-05-12 05:02:00+00:00,2021-05-18 22:15:00+00:00,SHP-001,SUP-07,Online
OR-004134,CUST-12283,2017-08-07 12:12:00+00:00,2017-08-17 11:15:00+00:00,2017-08-17 21:48:00+00:00,2017-08-17 15:52:00+00:00,SHP-002,SUP-03,Online
OR-004135,CUST-16293,2020-04-02 12:22:00+00:00,2020-04-08 07:15:00+00:00,2020-04-22 09:37:00+00:00,2020-05-18 11:00:00+00:00,SHP-002,SUP-09,Online
OR-004136,CUST-14865,2023-07-05 22:35:00+00:00,2023-07-05 22:45:00+00:00,2023-07-05 23:03:00+00:00,2023-07-05 22:51:00+00:00,SHP-004,SUP-03,Retail PoS
OR-004137,CUST-15389,2022-11-04 12:41:00+00:00,2022-11-06 10:43:00+00:00,2022-11-16 16:45:00+00:00,2022-12-06 13:00:00+00:00,SHP-002,SUP-03,Online
OR-004138,CUST-08623,2022-05-19 15:00:00+00:00,2022-05-19 15:06:00+00:00,2022-05-19 15:23:00+00:00,2022-05-19 15:23:00+00:00,SHP-004,SUP-05,Retail PoS
OR-004139,CUST-17887,2017-07-03 01:47:00+00:00,2017-07-13 23:49:00+00:00,2017-07-23 13:33:00+00:00,2017-07-19 19:19:00+00:00,SHP-002,SUP-05,Online
OR-004140,CUST-18068,2011-04-11 23:17:00+00:00,2011-04-20 15:06:00+00:00,2011-04-20 21:47:00+00:00,2011-04-20 13:55:00+00:00,SHP-003,SUP-06,Online
OR-004141,CUST-15960,2019-10-25 19:36:00+00:00,2019-10-28 23:09:00+00:00,2019-11-08 10:58:00+00:00,2019-11-04 08:41:00+00:00,SHP-001,SUP-01,Online
OR-004142,CUST-14794,2024-03-25 09:47:00+00:00,2024-03-27 09:56:00+00:00,2024-03-28 11:42:00+00:00,2024-03-28 04:43:00+00:00,SHP-001,SUP-07,Online
OR-004143,CUST-00326,2022-09-02 00:51:00+00:00,2022-09-06 11:40:00+00:00,2022-09-15 10:17:00+00:00,2022-09-11 11:13:00+00:00,SHP-001,SUP-03,Online
OR-004144,CUST-00980,2021-12-19 18:27:00+00:00,2021-12-30 05:24:00+00:00,2022-01-01 03:53:00+00:00,2022-01-31 20:44:00+00:00,SHP-002,SUP-06,Online
OR-004145,CUST-17457,2013-04-11 04:48:00+00:00,2013-04-20 05:09:00+00:00,2013-05-08 18:53:00+00:00,2013-05-07 23:08:00+00:00,SHP-001,SUP-10,Online
OR-004146,CUST-06484,2014-09-04 00:56:00+00:00,2014-09-09 05:15:00+00:00,2014-09-10 01:26:00+00:00,2014-10-07 23:12:00+00:00,SHP-003,SUP-02,Online
OR-004147,CUST-13352,2021-12-26 17:13:00+00:00,2021-12-28 10:36:00+00:00,2022-01-03 12:26:00+00:00,2021-12-30 10:34:00+00:00,SHP-001,SUP-07,Online
OR-004148,CUST-10308,2023-07-12 06:03:00+00:00,2023-07-21 00:23:00+00:00,2023-07-27 11:01:00+00:00,2023-07-23 03:07:00+00:00,SHP-002,SUP-10,Online
OR-004149,CUST-19561,2021-05-15 08:41:00+00:00,2021-05-15 08:47:00+00:00,2021-05-15 09:08:00+00:00,2021-05-15 08:56:00+00:00,SHP-004,SUP-08,Retail PoS
OR-004150,CUST-05477,2023-10-01 21:17:00+00:00,2023-10-12 10:29:00+00:00,2023-10-18 19:20:00+00:00,2023-10-14 07:45:00+00:00,SHP-005,SUP-06,Retail PoS
OR-004151,CUST-11502,2015-03-01 03:05:00+00:00,2015-03-09 09:49:00+00:00,2015-03-10 16:28:00+00:00,2015-03-10 09:45:00+00:00,SHP-001,SUP-10,Online
OR-004152,CUST-07534,2024-05-16 08:17:00+00:00,2024-05-20 13:14:00+00:00,2024-05-30 03:06:00+00:00,2024-05-24 14:27:00+00:00,SHP-003,SUP-04,Online
OR-004153,CUST-09929,2024-03-19 07:54:00+00:00,2024-03-21 01:15:00+00:00,2024-03-22 10:16:00+00:00,2024-03-22 01:33:00+00:00,SHP-002,SUP-06,Online
OR-004154,CUST-04399,2022-10-05 00:33:00+00:00,2022-10-05 00:42:00+00:00,2022-10-05 00:53:00+00:00,2022-10-05 01:12:00+00:00,SHP-004,SUP-03,Retail PoS
OR-004155,CUST-09334,2023-05-10 07:12:00+00:00,2023-05-10 07:21:00+00:00,2023-05-10 07:40:00+00:00,2023-05-10 07:40:00+00:00,SHP-004,SUP-03,Retail PoS
OR-004156,CUST-14822,2005-12-29 16:38:00+00:00,2006-01-01 05:08:00+00:00,2006-01-21 14:18:00+00:00,2006-02-11 05:31:00+00:00,SHP-002,SUP-04,Online
OR-004157,CUST-14874,2022-11-03 20:52:00+00:00,2022-11-03 20:57:00+00:00,2022-11-03 21:21:00+00:00,2022-11-03 21:16:00+00:00,SHP-004,SUP-01,Retail PoS
OR-004158,CUST-12552,2013-06-15 23:31:00+00:00,2013-06-26 20:45:00+00:00,2013-06-29 01:07:00+00:00,2013-06-28 06:58:00+00:00,SHP-003,SUP-03,Online
OR-004159,CUST-16460,2022-06-12 16:35:00+00:00,2022-06-12 16:44:00+00:00,2022-06-12 16:58:00+00:00,2022-06-12 17:07:00+00:00,SHP-004,SUP-08,Retail PoS
OR-004160,CUST-19487,2021-05-22 15:13:00+00:00,2021-05-27 20:50:00+00:00,2021-05-29 14:35:00+00:00,2021-06-07 20:22:00+00:00,SHP-003,SUP-05,Online
OR-004161,CUST-09211,2024-04-09 00:22:00+00:00,2024-04-09 00:31:00+00:00,2024-04-09 00:49:00+00:00,2024-04-09 00:49:00+00:00,SHP-004,SUP-02,Retail PoS
OR-004162,CUST-00679,2013-07-27 23:25:00+00:00,2013-07-27 23:33:00+00:00,2013-07-27 23:53:00+00:00,2013-07-28 00:03:00+00:00,SHP-004,SUP-03,Retail PoS
OR-004163,CUST-06357,2023-01-07 20:26:00+00:00,2023-01-09 19:23:00+00:00,2023-01-16 09:33:00+00:00,2023-01-11 16:16:00+00:00,SHP-005,SUP-05,Retail PoS
OR-004164,CUST-12117,2022-05-19 17:16:00+00:00,2022-05-28 04:48:00+00:00,2022-06-04 01:18:00+00:00,2022-05-30 17:02:00+00:00,SHP-003,SUP-08,Online
OR-004165,CUST-17846,2024-06-09 20:13:00+00:00,2024-06-12 09:57:00+00:00,2024-06-22 17:22:00+00:00,2024-07-04 00:51:00+00:00,SHP-001,SUP-09,Online
OR-004166,CUST-10506,2024-03-07 17:32:00+00:00,2024-03-16 18:17:00+00:00,2024-03-26 05:02:00+00:00,2024-04-18 17:21:00+00:00,SHP-002,SUP-07,Online
OR-004167,CUST-17290,2023-03-06 10:53:00+00:00,2023-03-09 19:32:00+00:00,2023-03-17 22:21:00+00:00,2023-03-12 12:10:00+00:00,SHP-003,SUP-04,Online
OR-004168,CUST-12812,2004-04-07 11:39:00+00:00,2004-04-07 11:46:00+00:00,2004-04-07 12:05:00+00:00,2004-04-07 12:05:00+00:00,SHP-004,SUP-10,Retail PoS
OR-004169,CUST-04662,2023-07-31 19:15:00+00:00,2023-08-02 15:34:00+00:00,2023-08-12 08:15:00+00:00,2023-08-04 00:49:00+00:00,SHP-003,SUP-06,Online
OR-004170,CUST-09538,2023-10-29 02:55:00+00:00,2023-11-01 01:28:00+00:00,2023-11-16 09:49:00+00:00,2023-11-11 23:57:00+00:00,SHP-003,SUP-09,Online
OR-004171,CUST-13154,2008-02-26 11:20:00+00:00,2008-03-06 23:48:00+00:00,2008-03-07 16:44:00+00:00,2008-03-07 06:23:00+00:00,SHP-002,SUP-03,Online
OR-004172,CUST-18336,2009-06-07 06:23:00+00:00,2009-06-07 06:28:00+00:00,2009-06-07 06:52:00+00:00,2009-06-07 06:39:00+00:00,SHP-004,SUP-07,Retail PoS
OR-004173,CUST-05932,2021-02-11 00:51:00+00:00,2021-02-20 12:22:00+00:00,2021-02-24 19:49:00+00:00,2021-03-22 11:12:00+00:00,SHP-002,SUP-05,Online
OR-004174,CUST-04251,2024-05-02 05:55:00+00:00,2024-05-09 00:12:00+00:00,2024-05-26 08:49:00+00:00,2024-05-24 09:21:00+00:00,SHP-002,SUP-04,Online
OR-004175,CUST-02026,2015-09-06 11:20:00+00:00,2015-09-14 16:56:00+00:00,2015-09-17 14:53:00+00:00,2015-09-16 13:46:00+00:00,SHP-001,SUP-02,Online
OR-004176,CUST-04555,2017-10-10 17:16:00+00:00,2017-10-10 17:21:00+00:00,2017-10-10 17:46:00+00:00,2017-10-10 17:37:00+00:00,SHP-004,SUP-09,Retail PoS
OR-004177,CUST-12769,2023-11-17 03:35:00+00:00,2023-11-24 18:29:00+00:00,2023-11-28 00:14:00+00:00,2023-11-27 03:33:00+00:00,SHP-003,SUP-03,Online
OR-004178,CUST-10713,2024-05-09 14:57:00+00:00,2024-05-11 17:58:00+00:00,2024-05-20 23:37:00+00:00,2024-05-19 19:48:00+00:00,SHP-003,SUP-01,Online
OR-004179,CUST-11513,2020-11-16 01:58:00+00:00,2020-11-19 11:36:00+00:00,2020-11-30 06:06:00+00:00,2020-11-27 03:13:00+00:00,SHP-001,SUP-05,Online
OR-004180,CUST-16212,2017-03-11 18:31:00+00:00,2017-03-19 00:43:00+00:00,2017-03-25 16:27:00+00:00,2017-04-12 20:38:00+00:00,SHP-001,SUP-08,Online
OR-004181,CUST-12899,2023-07-27 10:24:00+00:00,2023-08-05 19:33:00+00:00,2023-08-21 16:36:00+00:00,2023-08-19 01:31:00+00:00,SHP-002,SUP-07,Online
OR-004182,CUST-03590,2021-10-20 15:24:00+00:00,2021-10-22 14:21:00+00:00,2021-11-02 21:45:00+00:00,2021-11-30 23:10:00+00:00,SHP-002,SUP-07,Online
OR-004183,CUST-13139,2018-04-13 01:07:00+00:00,2018-04-13 01:13:00+00:00,2018-04-13 01:36:00+00:00,2018-04-13 01:39:00+00:00,SHP-004,SUP-02,Retail PoS
OR-004184,CUST-02072,2024-05-09 23:12:00+00:00,2024-05-19 09:29:00+00:00,2024-06-02 22:22:00+00:00,2024-05-25 00:54:00+00:00,SHP-001,SUP-01,Online
OR-004185,CUST-14944,2010-02-26 02:09:00+00:00,2010-03-01 11:15:00+00:00,2010-03-03 02:34:00+00:00,2010-03-28 13:59:00+00:00,SHP-002,SUP-05,Online
OR-004186,CUST-09601,2024-04-13 00:24:00+00:00,2024-04-13 00:32:00+00:00,2024-04-13 00:52:00+00:00,2024-04-13 01:03:00+00:00,SHP-004,SUP-02,Retail PoS
OR-004187,CUST-05008,2024-06-09 19:26:00+00:00,2024-06-11 12:30:00+00:00,2024-06-24 19:57:00+00:00,2024-06-22 15:28:00+00:00,SHP-001,SUP-03,Online
OR-004188,CUST-14617,2024-05-24 03:35:00+00:00,2024-05-30 13:38:00+00:00,2024-06-09 18:26:00+00:00,2024-06-02 17:04:00+00:00,SHP-003,SUP-01,Online
OR-004189,CUST-09727,2021-05-22 17:47:00+00:00,2021-05-27 04:45:00+00:00,2021-06-16 04:41:00+00:00,2021-06-11 10:31:00+00:00,SHP-001,SUP-04,Online
OR-004190,CUST-04394,2024-02-15 21:06:00+00:00,2024-02-15 21:12:00+00:00,2024-02-15 21:26:00+00:00,2024-02-15 21:25:00+00:00,SHP-004,SUP-04,Retail PoS
OR-004191,CUST-02873,2018-12-25 07:11:00+00:00,2018-12-28 11:34:00+00:00,2019-01-14 02:32:00+00:00,2019-01-04 02:40:00+00:00,SHP-002,SUP-08,Online
OR-004192,CUST-15256,2024-02-01 07:21:00+00:00,2024-02-07 02:45:00+00:00,2024-02-19 11:59:00+00:00,2024-02-14 07:21:00+00:00,SHP-002,SUP-07,Online
OR-004193,CUST-10197,2020-02-03 00:03:00+00:00,2020-02-07 09:32:00+00:00,2020-02-10 22:06:00+00:00,2020-02-10 05:45:00+00:00,SHP-002,SUP-06,Online
OR-004194,CUST-02146,2019-01-08 16:18:00+00:00,2019-01-17 02:03:00+00:00,2019-01-26 01:52:00+00:00,2019-01-22 02:17:00+00:00,SHP-002,SUP-03,Online
OR-004195,CUST-11324,2021-03-29 20:36:00+00:00,2021-04-02 04:21:00+00:00,2021-04-16 20:23:00+00:00,2021-04-15 08:38:00+00:00,SHP-003,SUP-05,Online
OR-004196,CUST-12657,2018-02-04 04:16:00+00:00,2018-02-12 16:39:00+00:00,2018-02-19 20:37:00+00:00,2018-02-14 11:50:00+00:00,SHP-003,SUP-08,Online
OR-004197,CUST-05530,2023-07-17 07:49:00+00:00,2023-07-20 09:17:00+00:00,2023-08-09 06:53:00+00:00,2023-08-12 08:24:00+00:00,SHP-003,SUP-04,Online
OR-004198,CUST-06439,2009-05-09 10:12:00+00:00,2009-05-16 15:11:00+00:00,2009-05-26 17:34:00+00:00,2009-05-26 05:59:00+00:00,SHP-002,SUP-02,Online
OR-004199,CUST-03469,2024-04-03 10:10:00+00:00,2024-04-03 10:20:00+00:00,2024-04-03 10:36:00+00:00,2024-04-03 10:40:00+00:00,SHP-004,SUP-04,Retail PoS
OR-004200,CUST-17458,2019-10-23 20:46:00+00:00,2019-10-30 05:55:00+00:00,2019-11-05 18:44:00+00:00,2019-11-04 03:43:00+00:00,SHP-003,SUP-02,Online
OR-004201,CUST-15309,2015-11-18 23:55:00+00:00,2015-11-21 02:50:00+00:00,2015-12-10 23:16:00+00:00,2015-12-03 00:03:00+00:00,SHP-003,SUP-06,Online
OR-004202,CUST-16436,2023-04-27 10:01:00+00:00,2023-04-30 05:35:00+00:00,2023-05-15 12:27:00+00:00,2023-05-12 06:51:00+00:00,SHP-001,SUP-09,Online
OR-004203,CUST-01423,2023-08-20 18:18:00+00:00,2023-08-28 10:00:00+00:00,2023-08-30 01:16:00+00:00,2023-08-29 22:35:00+00:00,SHP-001,SUP-05,Online
OR-004204,CUST-01736,2014-08-19 14:44:00+00:00,2014-08-21 12:36:00+00:00,2014-09-07 18:51:00+00:00,2014-08-25 19:54:00+00:00,SHP-003,SUP-04,Online
OR-004205,CUST-08520,2020-02-22 06:06:00+00:00,2020-02-29 11:35:00+00:00,2020-03-10 09:49:00+00:00,2020-03-04 14:49:00+00:00,SHP-002,SUP-02,Online
OR-004206,CUST-02311,2023-05-07 14:01:00+00:00,2023-05-13 04:08:00+00:00,2023-05-30 08:08:00+00:00,2023-06-01 09:15:00+00:00,SHP-001,SUP-02,Online
OR-004207,CUST-04888,2024-05-02 04:48:00+00:00,2024-05-03 14:26:00+00:00,2024-05-10 16:13:00+00:00,2024-05-10 12:29:00+00:00,SHP-001,SUP-09,Online
OR-004208,CUST-18509,2022-10-19 10:46:00+00:00,2022-10-29 13:12:00+00:00,2022-10-31 09:07:00+00:00,2022-10-30 20:15:00+00:00,SHP-002,SUP-05,Online
OR-004209,CUST-07882,2023-12-04 20:32:00+00:00,2023-12-11 18:44:00+00:00,2023-12-24 03:21:00+00:00,2024-01-04 12:23:00+00:00,SHP-002,SUP-07,Online
OR-004210,CUST-03738,2021-11-13 02:36:00+00:00,2021-11-22 11:51:00+00:00,2021-12-03 04:33:00+00:00,2021-11-26 03:00:00+00:00,SHP-001,SUP-03,Online
OR-004211,CUST-05600,2023-08-09 04:45:00+00:00,2023-08-09 04:52:00+00:00,2023-08-09 05:15:00+00:00,2023-08-09 05:25:00+00:00,SHP-004,SUP-04,Retail PoS
OR-004212,CUST-19703,2022-02-09 21:08:00+00:00,2022-02-12 23:53:00+00:00,2022-03-03 23:01:00+00:00,2022-02-26 21:18:00+00:00,SHP-002,SUP-01,Online
OR-004213,CUST-00405,2022-08-23 12:04:00+00:00,2022-08-25 07:05:00+00:00,2022-09-06 23:52:00+00:00,2022-09-29 07:13:00+00:00,SHP-002,SUP-09,Online
OR-004214,CUST-14629,2023-04-03 20:58:00+00:00,2023-04-06 12:14:00+00:00,2023-04-13 04:39:00+00:00,2023-04-14 21:53:00+00:00,SHP-001,SUP-03,Online
OR-004215,CUST-12501,2019-09-29 14:21:00+00:00,2019-10-08 19:37:00+00:00,2019-10-11 13:48:00+00:00,2019-10-10 06:23:00+00:00,SHP-003,SUP-01,Online
OR-004216,CUST-08793,2020-07-22 11:49:00+00:00,2020-08-01 02:12:00+00:00,2020-08-08 22:16:00+00:00,2020-08-13 10:14:00+00:00,SHP-001,SUP-09,Online
OR-004217,CUST-17598,2024-05-11 15:44:00+00:00,2024-05-18 02:15:00+00:00,2024-06-03 11:58:00+00:00,2024-05-19 22:26:00+00:00,SHP-001,SUP-03,Online
OR-004218,CUST-17098,2019-12-14 15:26:00+00:00,2019-12-22 08:58:00+00:00,2020-01-08 02:59:00+00:00,2020-01-03 21:06:00+00:00,SHP-003,SUP-02,Online
OR-004219,CUST-14006,2024-04-14 00:12:00+00:00,2024-04-17 09:35:00+00:00,2024-04-20 09:15:00+00:00,2024-04-25 11:25:00+00:00,SHP-002,SUP-03,Online
OR-004220,CUST-00340,2011-02-10 08:27:00+00:00,2011-02-10 08:33:00+00:00,2011-02-10 08:55:00+00:00,2011-02-10 08:52:00+00:00,SHP-004,SUP-09,Retail PoS
OR-004221,CUST-05192,2023-09-21 22:54:00+00:00,2023-09-30 11:55:00+00:00,2023-10-07 18:31:00+00:00,2023-10-05 00:22:00+00:00,SHP-003,SUP-08,Online
OR-004222,CUST-05983,2022-12-01 12:51:00+00:00,2022-12-01 13:01:00+00:00,2022-12-01 13:21:00+00:00,2022-12-01 13:18:00+00:00,SHP-004,SUP-09,Retail PoS
OR-004223,CUST-18919,2023-11-26 09:51:00+00:00,2023-11-26 09:59:00+00:00,2023-11-26 10:15:00+00:00,2023-11-26 10:08:00+00:00,SHP-004,SUP-10,Retail PoS
OR-004224,CUST-11350,2011-05-15 11:58:00+00:00,2011-05-15 12:03:00+00:00,2011-05-15 12:27:00+00:00,2011-05-15 12:23:00+00:00,SHP-004,SUP-01,Retail PoS
OR-004225,CUST-03842,2022-11-09 10:01:00+00:00,2022-11-16 17:41:00+00:00,2022-11-24 17:32:00+00:00,2022-11-23 15:22:00+00:00,SHP-001,SUP-01,Online
OR-004226,CUST-16057,2015-10-12 07:25:00+00:00,2015-10-16 11:25:00+00:00,2015-10-28 08:51:00+00:00,2015-11-22 05:34:00+00:00,SHP-001,SUP-07,Online
OR-004227,CUST-19072,2017-12-28 07:55:00+00:00,2018-01-07 11:33:00+00:00,2018-01-15 20:32:00+00:00,2018-01-09 20:11:00+00:00,SHP-002,SUP-01,Online
OR-004228,CUST-12769,2010-02-23 13:48:00+00:00,2010-02-23 13:56:00+00:00,2010-02-23 14:18:00+00:00,2010-02-23 14:21:00+00:00,SHP-004,SUP-02,Retail PoS
OR-004229,CUST-09717,2024-04-04 12:32:00+00:00,2024-04-04 12:42:00+00:00,2024-04-04 12:55:00+00:00,2024-04-04 13:08:00+00:00,SHP-004,SUP-08,Retail PoS
OR-004230,CUST-16761,2016-01-31 10:21:00+00:00,2016-01-31 10:27:00+00:00,2016-01-31 10:46:00+00:00,2016-01-31 10:58:00+00:00,SHP-004,SUP-06,Retail PoS
