ReturnID,OrderId,ProductID,Return_reason,ReturnDate,ReturnStatus,RefundAmount,ReturnMethod
RET-005184,OR-040344,PRD-00002,Delayed delivery,07-01-2023,Approved,1869.78,Courier
RET-005185,OR-057682,PRD-00076,Item not as described,06-01-2023,Refunded,8861.59,Pickup
RET-005186,OR-060333,PRD-00009,Delayed delivery,08-01-2023,Rejected,0,Courier
RET-005187,OR-120791,PRD-00405,Delayed delivery,19-01-2023,Approved,939.11,Pickup
RET-005188,OR-055808,PRD-00015,Received wrong quantity,21-01-2023,Rejected,0,Store_Drop
RET-005189,OR-100706,PRD-00001,Incorrect item shipped,05-01-2023,Refunded,602.42,Pickup
RET-005190,OR-022294,PRD-00004,Changed mind,13-01-2023,Refunded,11873.41,Courier
RET-005191,OR-093261,PRD-00035,Received wrong quantity,19-01-2023,Approved,4967.84,Courier
RET-005192,OR-013948,PRD-00155,Product no longer wanted,04-01-2023,Refunded,6601.11,Store_Drop
RET-005193,OR-086566,PRD-00008,Product no longer wanted,11-01-2023,Approved,5497.46,Courier
RET-005194,OR-022031,PRD-00001,Better price found elsewhere,18-01-2023,Approved,11190.04,Store_Drop
RET-005195,OR-100995,PRD-00251,Better price found elsewhere,14-01-2023,Approved,4074.27,Store_Drop
RET-005196,OR-089520,PRD-00017,No longer needed,12-01-2023,Approved,6264.36,Store_Drop
RET-005197,OR-109292,PRD-00074,Delayed delivery,08-01-2023,Approved,3485.4,Courier
RET-005198,OR-023240,PRD-00021,Delayed delivery,04-01-2023,Approved,4674.72,Courier
RET-005199,OR-119763,PRD-00003,Incorrect item shipped,12-01-2023,Refunded,5227.83,Store_Drop
RET-005200,OR-067142,PRD-00002,Changed mind,16-01-2023,Refunded,7482.91,Courier
RET-005201,OR-018407,PRD-00091,Item not as described,12-01-2023,Rejected,0,Store_Drop
RET-005202,OR-052037,PRD-00016,Damaged item,18-01-2023,Approved,8735.31,Courier
RET-005203,OR-025828,PRD-00030,Changed mind,21-01-2023,Approved,3570.46,Pickup
RET-005204,OR-038265,PRD-00074,Item not as described,08-01-2023,Pending,0,Store_Drop
RET-005205,OR-055672,PRD-00047,Damaged item,20-01-2023,Approved,11087.48,Pickup
RET-005206,OR-081519,PRD-00002,Poor customer service,20-01-2023,Refunded,7359.33,Courier
RET-005207,OR-028626,PRD-00003,Received wrong quantity,08-01-2023,Refunded,2118.49,Store_Drop
RET-005208,OR-081636,PRD-00138,Poor customer service,20-01-2023,Approved,2635.34,Pickup
RET-005209,OR-094295,PRD-00011,No longer needed,08-01-2023,Refunded,3115.12,Courier
RET-005210,OR-028495,PRD-00242,Better price found elsewhere,17-01-2023,Approved,525.46,Courier
RET-005211,OR-012951,PRD-00018,Item not as described,18-01-2023,Approved,596.84,Courier
RET-005212,OR-080997,PRD-00013,Product no longer wanted,07-01-2023,Rejected,0,Store_Drop
RET-005213,OR-046731,PRD-00076,Poor customer service,21-01-2023,Pending,0,Courier
RET-005214,OR-058422,PRD-00079,Product no longer wanted,21-01-2023,Approved,10549.98,Courier
RET-005215,OR-002130,PRD-00034,Damaged item,09-01-2023,Rejected,0,Pickup
RET-005216,OR-095047,PRD-00016,Better price found elsewhere,15-01-2023,Refunded,705.84,Pickup
RET-005217,OR-090380,PRD-00022,Delayed delivery,07-01-2023,Approved,1199.57,Store_Drop
RET-005218,OR-038763,PRD-00289,Changed mind,11-01-2023,Approved,1807.66,Store_Drop
RET-005219,OR-080924,PRD-00202,No longer needed,05-01-2023,Approved,450.3,Courier
RET-005220,OR-027377,PRD-00015,Incorrect item shipped,18-01-2023,Approved,840.68,Pickup
RET-005221,OR-119122,PRD-00129,Received wrong quantity,10-01-2023,Approved,2968.65,Pickup
RET-005222,OR-104966,PRD-00003,Received wrong quantity,06-01-2023,Approved,1530.07,Courier
RET-005223,OR-038280,PRD-00096,Poor customer service,21-01-2023,Pending,0,Courier
RET-005224,OR-010054,PRD-00197,Poor customer service,19-01-2023,Pending,0,Store_Drop
RET-005225,OR-069213,PRD-00012,Better price found elsewhere,14-01-2023,Approved,11490.78,Pickup
RET-005226,OR-017773,PRD-00304,No longer needed,13-01-2023,Refunded,1115.57,Courier
RET-005227,OR-071015,PRD-00254,No longer needed,08-01-2023,Refunded,2688.08,Courier
RET-005228,OR-023100,PRD-00001,No longer needed,16-01-2023,Rejected,0,Courier
RET-005229,OR-094560,PRD-00026,Poor customer service,06-01-2023,Approved,3220.87,Courier
RET-005230,OR-096684,PRD-00034,Better price found elsewhere,10-01-2023,Pending,0,Courier
RET-005231,OR-105669,PRD-00001,Changed mind,08-01-2023,Approved,3201.1,Store_Drop
RET-005232,OR-049229,PRD-00093,Item not as described,06-01-2023,Refunded,14988.26,Store_Drop
RET-005233,OR-117633,PRD-00077,Product no longer wanted,09-01-2023,Approved,11547.44,Pickup
RET-005234,OR-067469,PRD-00041,Damaged item,08-01-2023,Rejected,0,Store_Drop
RET-005235,OR-005182,PRD-00020,Changed mind,16-01-2023,Refunded,11848.95,Store_Drop
RET-005236,OR-049581,PRD-00249,No longer needed,17-01-2023,Pending,0,Store_Drop
RET-005237,OR-084354,PRD-00001,No longer needed,16-01-2023,Approved,10343.15,Courier
RET-005238,OR-094331,PRD-00484,Changed mind,18-01-2023,Refunded,7729.79,Store_Drop
RET-005239,OR-115104,PRD-00055,No longer needed,13-01-2023,Refunded,7432.56,Courier
RET-005240,OR-026311,PRD-00159,Delayed delivery,05-01-2023,Pending,0,Courier
RET-005241,OR-055423,PRD-00117,No longer needed,04-01-2023,Approved,2240.07,Courier
RET-005242,OR-098675,PRD-00003,Received wrong quantity,20-01-2023,Refunded,6058.79,Courier
RET-005243,OR-019405,PRD-00024,Poor customer service,08-01-2023,Approved,4101.88,Courier
RET-005244,OR-107442,PRD-00014,No longer needed,13-01-2023,Approved,4033.24,Store_Drop
RET-005245,OR-114631,PRD-00002,Product no longer wanted,16-01-2023,Refunded,2252.14,Courier
RET-005246,OR-058637,PRD-00054,No longer needed,06-01-2023,Approved,12026.94,Store_Drop
RET-005247,OR-126034,PRD-00009,Poor customer service,15-01-2023,Approved,4604.55,Store_Drop
RET-005248,OR-096670,PRD-00002,Item not as described,04-01-2023,Refunded,8089.14,Courier
RET-005249,OR-097162,PRD-00423,Poor customer service,06-01-2023,Rejected,0,Courier
RET-005250,OR-092760,PRD-00016,Incorrect item shipped,19-01-2023,Rejected,0,Courier
RET-005251,OR-092749,PRD-00279,Product no longer wanted,20-01-2023,Approved,2942.52,Courier
RET-005252,OR-078664,PRD-00029,Item not as described,11-01-2023,Approved,3091.49,Pickup
RET-005253,OR-089466,PRD-00009,Received wrong quantity,20-01-2023,Rejected,0,Store_Drop
RET-005254,OR-115982,PRD-00008,Delayed delivery,06-01-2023,Refunded,6443.4,Store_Drop
RET-005255,OR-032392,PRD-00001,Item not as described,21-01-2023,Approved,11920.33,Store_Drop
RET-005256,OR-104080,PRD-00378,Better price found elsewhere,04-01-2023,Approved,3417.62,Courier
RET-005257,OR-034102,PRD-00003,No longer needed,09-01-2023,Approved,2351.48,Courier
RET-005258,OR-060706,PRD-00016,Damaged item,10-01-2023,Pending,0,Pickup
RET-005259,OR-009880,PRD-00002,Better price found elsewhere,06-01-2023,Rejected,0,Pickup
RET-005260,OR-084592,PRD-00005,Damaged item,11-01-2023,Rejected,0,Courier
RET-005261,OR-090331,PRD-00400,Item not as described,16-01-2023,Approved,1381.63,Pickup
RET-005262,OR-119604,PRD-00001,Delayed delivery,04-01-2023,Rejected,0,Courier
RET-005263,OR-060618,PRD-00009,Received wrong quantity,08-01-2023,Approved,8705.59,Pickup
RET-005264,OR-021364,PRD-00123,No longer needed,05-01-2023,Approved,1252.39,Courier
RET-005265,OR-032023,PRD-00184,Better price found elsewhere,10-01-2023,Approved,4919.53,Store_Drop
RET-005266,OR-125586,PRD-00007,Delayed delivery,06-01-2023,Approved,9787.26,Courier
RET-005267,OR-065432,PRD-00005,Received wrong quantity,10-01-2023,Approved,11068.31,Store_Drop
RET-005268,OR-071041,PRD-00074,Damaged item,11-01-2023,Approved,11453.02,Store_Drop
RET-005269,OR-114414,PRD-00004,Incorrect item shipped,18-01-2023,Rejected,0,Pickup
RET-005270,OR-093325,PRD-00002,Product no longer wanted,05-01-2023,Rejected,0,Pickup
RET-005271,OR-123853,PRD-00002,Changed mind,16-01-2023,Approved,9246.44,Courier
RET-005272,OR-020417,PRD-00026,Product no longer wanted,05-01-2023,Pending,0,Store_Drop
RET-005273,OR-022479,PRD-00146,Better price found elsewhere,07-01-2023,Refunded,3345.67,Pickup
RET-005274,OR-071494,PRD-00066,Received wrong quantity,20-01-2023,Approved,13116.17,Courier
RET-005275,OR-078378,PRD-00006,No longer needed,06-01-2023,Approved,11519.35,Courier
RET-005276,OR-088840,PRD-00007,Received wrong quantity,14-01-2023,Refunded,2404.96,Courier
RET-005277,OR-064790,PRD-00085,No longer needed,19-01-2023,Approved,8725.19,Pickup
RET-005278,OR-094371,PRD-00001,Better price found elsewhere,20-01-2023,Pending,0,Courier
RET-005279,OR-029588,PRD-00008,Delayed delivery,08-01-2023,Rejected,0,Store_Drop
RET-005280,OR-020804,PRD-00002,Incorrect item shipped,05-01-2023,Pending,0,Courier
RET-005281,OR-068687,PRD-00001,Item not as described,07-01-2023,Refunded,1716.51,Courier
RET-005282,OR-016329,PRD-00002,Better price found elsewhere,19-01-2023,Rejected,0,Courier
RET-005283,OR-060802,PRD-00011,Received wrong quantity,10-01-2023,Pending,0,Store_Drop
RET-005284,OR-001785,PRD-00001,Delayed delivery,12-01-2023,Refunded,6139.72,Courier
RET-005285,OR-026115,PRD-00005,No longer needed,10-01-2023,Refunded,4396.75,Courier
RET-005286,OR-042143,PRD-00004,Incorrect item shipped,18-01-2023,Refunded,6936.07,Courier
RET-005287,OR-061284,PRD-00022,Changed mind,09-01-2023,Rejected,0,Courier
RET-005288,OR-122858,PRD-00054,Received wrong quantity,21-01-2023,Approved,11938.17,Store_Drop
RET-005289,OR-105102,PRD-00003,Changed mind,05-01-2023,Approved,2451.74,Courier
RET-005290,OR-089974,PRD-00004,Damaged item,10-01-2023,Rejected,0,Courier
RET-005291,OR-052517,PRD-00001,Product no longer wanted,16-01-2023,Approved,2366.1,Courier
RET-005292,OR-097900,PRD-00052,Damaged item,05-01-2023,Rejected,0,Store_Drop
RET-005293,OR-113991,PRD-00037,Received wrong quantity,21-01-2023,Approved,10239.53,Courier
RET-005294,OR-038349,PRD-00004,No longer needed,19-01-2023,Approved,4972.74,Store_Drop
RET-005295,OR-102738,PRD-00002,Received wrong quantity,06-01-2023,Refunded,7627.05,Courier
RET-005296,OR-001855,PRD-00001,Damaged item,15-01-2023,Pending,0,Pickup
RET-005297,OR-096857,PRD-00006,Incorrect item shipped,06-01-2023,Approved,1131.57,Courier
RET-005298,OR-018889,PRD-00493,Changed mind,13-01-2023,Rejected,0,Courier
RET-005299,OR-052859,PRD-00006,Item not as described,06-01-2023,Approved,6023.94,Courier
RET-005300,OR-065119,PRD-00093,Received wrong quantity,10-01-2023,Approved,1459.17,Pickup
RET-005301,OR-011885,PRD-00001,Poor customer service,09-01-2023,Approved,10258.15,Pickup
RET-005302,OR-015258,PRD-00340,Changed mind,07-01-2023,Refunded,853.47,Courier
RET-005303,OR-110640,PRD-00134,Delayed delivery,13-01-2023,Refunded,4319.81,Store_Drop
RET-005304,OR-033885,PRD-00003,Incorrect item shipped,11-01-2023,Approved,617.52,Courier
RET-005305,OR-103723,PRD-00001,Product no longer wanted,06-01-2023,Rejected,0,Courier
RET-005306,OR-062665,PRD-00013,Product no longer wanted,11-01-2023,Approved,2194.64,Courier
RET-005307,OR-022475,PRD-00002,Received wrong quantity,16-01-2023,Refunded,8776.49,Pickup
RET-005308,OR-089880,PRD-00221,Changed mind,16-01-2023,Pending,0,Courier
RET-005309,OR-016188,PRD-00117,Product no longer wanted,11-01-2023,Approved,3438.41,Store_Drop
RET-005310,OR-035755,PRD-00421,Poor customer service,11-01-2023,Approved,585.95,Courier
RET-005311,OR-013382,PRD-00225,No longer needed,14-01-2023,Approved,2077.44,Courier
RET-005312,OR-050112,PRD-00008,Changed mind,17-01-2023,Approved,9340.14,Courier
RET-005313,OR-011430,PRD-00195,Delayed delivery,20-01-2023,Rejected,0,Store_Drop
RET-005314,OR-071211,PRD-00002,Delayed delivery,07-01-2023,Approved,5933.27,Store_Drop
RET-005315,OR-107067,PRD-00019,Delayed delivery,14-01-2023,Pending,0,Courier
RET-005316,OR-101972,PRD-00026,Better price found elsewhere,21-01-2023,Rejected,0,Courier
RET-005317,OR-046604,PRD-00036,Product no longer wanted,19-01-2023,Approved,9782.57,Courier
RET-005318,OR-098637,PRD-00006,No longer needed,15-01-2023,Rejected,0,Store_Drop
RET-005319,OR-094999,PRD-00001,Item not as described,20-01-2023,Approved,4425.71,Courier
RET-005320,OR-106954,PRD-00003,Delayed delivery,16-01-2023,Rejected,0,Pickup
RET-005321,OR-067483,PRD-00007,No longer needed,18-01-2023,Approved,3111.45,Store_Drop
RET-005322,OR-013915,PRD-00001,Incorrect item shipped,08-01-2023,Approved,9547.83,Store_Drop
RET-005323,OR-019277,PRD-00002,Changed mind,12-01-2023,Refunded,9391.39,Store_Drop
RET-005324,OR-082335,PRD-00004,Product no longer wanted,05-01-2023,Approved,1243.57,Courier
RET-005325,OR-013479,PRD-00063,Damaged item,18-01-2023,Approved,1668.28,Store_Drop
RET-005326,OR-076119,PRD-00001,Poor customer service,07-01-2023,Approved,4919.15,Courier
RET-005327,OR-022002,PRD-00002,No longer needed,21-01-2023,Pending,0,Courier
RET-005328,OR-110001,PRD-00022,Item not as described,05-01-2023,Approved,1623.58,Courier
RET-005329,OR-004851,PRD-00017,No longer needed,11-01-2023,Refunded,683.38,Courier
RET-005330,OR-094531,PRD-00001,Better price found elsewhere,13-01-2023,Rejected,0,Courier
RET-005331,OR-102258,PRD-00023,Damaged item,20-01-2023,Rejected,0,Courier
RET-005332,OR-014581,PRD-00015,No longer needed,18-01-2023,Pending,0,Courier
RET-005333,OR-087619,PRD-00016,Damaged item,05-01-2023,Approved,6970.16,Courier
RET-005334,OR-082610,PRD-00001,Received wrong quantity,16-01-2023,Pending,0,Store_Drop
RET-005335,OR-085221,PRD-00006,Item not as described,08-01-2023,Refunded,2638.27,Store_Drop
RET-005336,OR-006248,PRD-00114,Better price found elsewhere,05-01-2023,Refunded,2258.11,Courier
RET-005337,OR-067626,PRD-00141,Poor customer service,04-01-2023,Refunded,3367.7,Store_Drop
RET-005338,OR-027408,PRD-00004,Incorrect item shipped,08-01-2023,Refunded,11374.35,Pickup
RET-005339,OR-077188,PRD-00018,Incorrect item shipped,14-01-2023,Approved,8856.24,Store_Drop
RET-005340,OR-041971,PRD-00013,Better price found elsewhere,17-01-2023,Pending,0,Courier
RET-005341,OR-016258,PRD-00001,Received wrong quantity,08-01-2023,Approved,10770.84,Store_Drop
RET-005342,OR-075408,PRD-00001,No longer needed,20-01-2023,Rejected,0,Store_Drop
RET-005343,OR-004643,PRD-00001,Damaged item,17-01-2023,Pending,0,Pickup
RET-005344,OR-105231,PRD-00436,Received wrong quantity,12-01-2023,Refunded,925.04,Store_Drop
RET-005345,OR-005219,PRD-00006,Received wrong quantity,11-01-2023,Approved,1161.65,Courier
RET-005346,OR-116257,PRD-00001,Product no longer wanted,11-01-2023,Approved,569.3,Courier
RET-005347,OR-033708,PRD-00006,Changed mind,20-01-2023,Rejected,0,Store_Drop
RET-005348,OR-026435,PRD-00005,Delayed delivery,19-01-2023,Approved,7143.67,Pickup
RET-005349,OR-045399,PRD-00004,No longer needed,14-01-2023,Refunded,10318.18,Store_Drop
RET-005350,OR-100462,PRD-00005,Delayed delivery,04-01-2023,Approved,2706.3,Pickup
RET-005351,OR-057063,PRD-00045,Poor customer service,17-01-2023,Refunded,1164.39,Store_Drop
RET-005352,OR-070853,PRD-00018,Received wrong quantity,19-01-2023,Pending,0,Courier
RET-005353,OR-096623,PRD-00001,Damaged item,12-01-2023,Approved,5517.84,Courier
RET-005354,OR-087978,PRD-00001,Better price found elsewhere,11-01-2023,Rejected,0,Store_Drop
RET-005355,OR-098330,PRD-00267,Damaged item,08-01-2023,Rejected,0,Courier
RET-005356,OR-121083,PRD-00003,Better price found elsewhere,10-01-2023,Rejected,0,Store_Drop
RET-005357,OR-084435,PRD-00001,Delayed delivery,18-01-2023,Pending,0,Courier
RET-005358,OR-058374,PRD-00081,Changed mind,05-01-2023,Pending,0,Courier
RET-005359,OR-058706,PRD-00001,Product no longer wanted,08-01-2023,Refunded,1687.81,Courier
RET-005360,OR-015847,PRD-00003,No longer needed,15-01-2023,Pending,0,Store_Drop
RET-005361,OR-024506,PRD-00029,Product no longer wanted,07-01-2023,Refunded,1725.99,Courier
RET-005362,OR-065107,PRD-00140,Product no longer wanted,13-01-2023,Approved,3198.9,Store_Drop
RET-005363,OR-078866,PRD-00114,No longer needed,07-01-2023,Approved,1560.56,Store_Drop
RET-005364,OR-088368,PRD-00060,Delayed delivery,21-01-2023,Approved,1259.82,Courier
RET-005365,OR-068888,PRD-00003,Item not as described,17-01-2023,Refunded,590.43,Store_Drop
RET-005366,OR-026570,PRD-00003,Damaged item,09-01-2023,Approved,10832.62,Pickup
RET-005367,OR-011474,PRD-00297,No longer needed,21-01-2023,Approved,845.24,Courier
RET-005368,OR-052139,PRD-00004,Damaged item,16-01-2023,Approved,6197.74,Courier
RET-005369,OR-079790,PRD-00054,Delayed delivery,17-01-2023,Refunded,1158.88,Courier
RET-005370,OR-020258,PRD-00001,Product no longer wanted,18-01-2023,Rejected,0,Courier
RET-005371,OR-018046,PRD-00024,Damaged item,06-01-2023,Refunded,11124.29,Store_Drop
RET-005372,OR-115403,PRD-00003,Poor customer service,14-01-2023,Pending,0,Courier
RET-005373,OR-111644,PRD-00022,Delayed delivery,13-01-2023,Refunded,2780.27,Courier
RET-005374,OR-034763,PRD-00003,Damaged item,18-01-2023,Approved,3418.76,Courier
RET-005375,OR-050449,PRD-00013,Better price found elsewhere,11-01-2023,Rejected,0,Courier
RET-005376,OR-021439,PRD-00001,Product no longer wanted,09-01-2023,Refunded,3704.33,Store_Drop
RET-005377,OR-030610,PRD-00268,Item not as described,11-01-2023,Refunded,330.38,Courier
RET-005378,OR-082652,PRD-00253,Product no longer wanted,16-01-2023,Rejected,0,Courier
RET-005379,OR-095134,PRD-00008,Damaged item,05-01-2023,Approved,10631.23,Store_Drop
RET-005380,OR-021863,PRD-00077,Item not as described,07-01-2023,Pending,0,Store_Drop
RET-005381,OR-055650,PRD-00018,Received wrong quantity,11-01-2023,Approved,5813.2,Courier
RET-005382,OR-124135,PRD-00059,Incorrect item shipped,09-01-2023,Refunded,13028.74,Courier
RET-005383,OR-033443,PRD-00439,Changed mind,16-01-2023,Approved,400.22,Courier
RET-005384,OR-023667,PRD-00015,Poor customer service,17-01-2023,Approved,1942.54,Store_Drop
RET-005385,OR-040383,PRD-00068,Received wrong quantity,18-01-2023,Refunded,9971.52,Courier
RET-005386,OR-094984,PRD-00019,No longer needed,09-01-2023,Refunded,7911.99,Courier
RET-005387,OR-044883,PRD-00277,Changed mind,19-01-2023,Approved,3853.54,Pickup
RET-005388,OR-027089,PRD-00003,Received wrong quantity,04-01-2023,Refunded,8812.04,Store_Drop
RET-005389,OR-069257,PRD-00001,Changed mind,13-01-2023,Rejected,0,Courier
RET-005390,OR-093036,PRD-00050,Product no longer wanted,19-01-2023,Approved,9165.68,Courier
RET-005391,OR-039754,PRD-00026,Changed mind,05-01-2023,Refunded,617.64,Pickup
RET-005392,OR-110049,PRD-00165,Better price found elsewhere,09-01-2023,Refunded,753.08,Courier
RET-005393,OR-085779,PRD-00001,Item not as described,15-01-2023,Rejected,0,Courier
RET-005394,OR-051675,PRD-00281,Delayed delivery,05-01-2023,Approved,1776.57,Store_Drop
RET-005395,OR-095374,PRD-00004,Item not as described,11-01-2023,Approved,10835.65,Courier
RET-005396,OR-065958,PRD-00035,Incorrect item shipped,11-01-2023,Approved,2493.1,Courier
RET-005397,OR-098009,PRD-00071,No longer needed,15-01-2023,Approved,1378.47,Courier
RET-005398,OR-013368,PRD-00032,Changed mind,15-01-2023,Rejected,0,Courier
RET-005399,OR-048656,PRD-00001,Poor customer service,11-01-2023,Approved,3762.32,Pickup
RET-005400,OR-000643,PRD-00031,Received wrong quantity,11-01-2023,Rejected,0,Store_Drop
RET-005401,OR-021381,PRD-00430,Damaged item,10-01-2023,Refunded,258.15,Courier
RET-005402,OR-007480,PRD-00342,Incorrect item shipped,09-01-2023,Approved,1289.72,Store_Drop
RET-005403,OR-024571,PRD-00012,Poor customer service,17-01-2023,Approved,583.29,Store_Drop
RET-005404,OR-035695,PRD-00001,Received wrong quantity,15-01-2023,Refunded,9086.14,Store_Drop
RET-005405,OR-003212,PRD-00003,Incorrect item shipped,07-01-2023,Approved,10064.01,Courier
RET-005406,OR-018571,PRD-00004,Better price found elsewhere,06-01-2023,Approved,10616.59,Courier
RET-005407,OR-050612,PRD-00002,Changed mind,14-01-2023,Rejected,0,Store_Drop
RET-005408,OR-035176,PRD-00162,Changed mind,14-01-2023,Rejected,0,Store_Drop
RET-005409,OR-024888,PRD-00057,Poor customer service,08-01-2023,Approved,2474.24,Courier
RET-005410,OR-097885,PRD-00008,Incorrect item shipped,16-01-2023,Approved,1365.42,Store_Drop
RET-005411,OR-039776,PRD-00032,Product no longer wanted,15-01-2023,Approved,2340.61,Courier
RET-005412,OR-064078,PRD-00026,Poor customer service,09-01-2023,Refunded,9411.05,Courier
RET-005413,OR-081828,PRD-00004,Poor customer service,10-01-2023,Refunded,4431.83,Courier
RET-005414,OR-050986,PRD-00136,Item not as described,09-01-2023,Refunded,2397.79,Pickup
RET-005415,OR-068758,PRD-00358,Poor customer service,07-01-2023,Refunded,1615.03,Pickup
RET-005416,OR-083887,PRD-00006,Poor customer service,08-01-2023,Refunded,10332.17,Courier
RET-005417,OR-060883,PRD-00042,Product no longer wanted,14-01-2023,Approved,8179.47,Store_Drop
RET-005418,OR-007839,PRD-00014,Damaged item,16-01-2023,Approved,4905.59,Courier
RET-005419,OR-066091,PRD-00309,Incorrect item shipped,17-01-2023,Approved,728.0,Courier
RET-005420,OR-098138,PRD-00003,Delayed delivery,04-01-2023,Refunded,7320.55,Pickup
RET-005421,OR-101874,PRD-00172,Better price found elsewhere,14-01-2023,Rejected,0,Courier
RET-005422,OR-113238,PRD-00001,Item not as described,05-01-2023,Approved,2411.48,Courier
RET-005423,OR-066036,PRD-00005,Incorrect item shipped,15-01-2023,Pending,0,Courier
RET-005424,OR-032184,PRD-00001,Item not as described,15-01-2023,Approved,4154.64,Courier
RET-005425,OR-039929,PRD-00010,No longer needed,08-01-2023,Approved,7191.7,Courier
RET-005426,OR-063652,PRD-00001,No longer needed,11-01-2023,Pending,0,Courier
RET-005427,OR-080437,PRD-00001,Product no longer wanted,18-01-2023,Refunded,11049.24,Store_Drop
RET-005428,OR-030685,PRD-00302,Changed mind,08-01-2023,Approved,752.59,Courier
RET-005429,OR-103948,PRD-00475,Received wrong quantity,12-01-2023,Rejected,0,Courier
RET-005430,OR-122830,PRD-00022,Poor customer service,06-01-2023,Refunded,6770.45,Pickup
RET-005431,OR-067114,PRD-00021,Received wrong quantity,14-01-2023,Pending,0,Store_Drop
RET-005432,OR-085382,PRD-00119,Received wrong quantity,09-01-2023,Pending,0,Courier
RET-005433,OR-034675,PRD-00293,Better price found elsewhere,21-01-2023,Refunded,3108.04,Store_Drop
RET-005434,OR-024446,PRD-00140,Better price found elsewhere,16-01-2023,Rejected,0,Store_Drop
RET-005435,OR-064449,PRD-00003,Item not as described,10-01-2023,Approved,9211.87,Store_Drop
RET-005436,OR-058915,PRD-00003,Poor customer service,15-01-2023,Approved,4616.64,Store_Drop
RET-005437,OR-018153,PRD-00093,Item not as described,09-01-2023,Approved,7435.23,Store_Drop
RET-005438,OR-099751,PRD-00006,Received wrong quantity,17-01-2023,Approved,1159.3,Store_Drop
RET-005439,OR-013079,PRD-00372,Item not as described,20-01-2023,Rejected,0,Courier
RET-005440,OR-103976,PRD-00001,Delayed delivery,21-01-2023,Approved,11685.6,Courier
RET-005441,OR-066651,PRD-00001,Changed mind,19-01-2023,Approved,5152.1,Courier
RET-005442,OR-125521,PRD-00001,Received wrong quantity,20-01-2023,Approved,5075.83,Courier
RET-005443,OR-041337,PRD-00001,Item not as described,15-01-2023,Approved,11125.74,Pickup
RET-005444,OR-092035,PRD-00113,Item not as described,15-01-2023,Approved,3992.96,Store_Drop
RET-005445,OR-050800,PRD-00001,Changed mind,21-01-2023,Approved,2485.06,Courier
RET-005446,OR-023474,PRD-00121,Received wrong quantity,07-01-2023,Refunded,1161.75,Pickup
RET-005447,OR-036621,PRD-00420,Product no longer wanted,09-01-2023,Rejected,0,Courier
RET-005448,OR-055011,PRD-00003,Incorrect item shipped,09-01-2023,Refunded,5228.68,Store_Drop
RET-005449,OR-078409,PRD-00039,Changed mind,09-01-2023,Pending,0,Courier
RET-005450,OR-100091,PRD-00429,Poor customer service,09-01-2023,Rejected,0,Courier
RET-005451,OR-000097,PRD-00051,Item not as described,12-01-2023,Approved,4882.12,Store_Drop
RET-005452,OR-071559,PRD-00475,Item not as described,04-01-2023,Rejected,0,Courier
RET-005453,OR-093543,PRD-00007,Damaged item,16-01-2023,Approved,10061.97,Store_Drop
RET-005454,OR-043760,PRD-00105,Damaged item,08-01-2023,Refunded,2172.96,Courier
RET-005455,OR-090303,PRD-00011,Better price found elsewhere,05-01-2023,Refunded,4655.02,Courier
RET-005456,OR-040097,PRD-00012,Received wrong quantity,06-01-2023,Refunded,10113.47,Pickup
RET-005457,OR-005062,PRD-00002,No longer needed,04-01-2023,Pending,0,Courier
RET-005458,OR-030269,PRD-00101,No longer needed,05-01-2023,Pending,0,Courier
RET-005459,OR-027660,PRD-00471,Changed mind,11-01-2023,Approved,3588.33,Courier
RET-005460,OR-121077,PRD-00030,Damaged item,08-01-2023,Approved,3925.6,Store_Drop
RET-005461,OR-020546,PRD-00043,Delayed delivery,06-01-2023,Refunded,3055.22,Courier
RET-005462,OR-067552,PRD-00017,Damaged item,05-01-2023,Refunded,11598.54,Store_Drop
RET-005463,OR-107127,PRD-00004,Delayed delivery,18-01-2023,Refunded,8079.37,Courier
RET-005464,OR-123306,PRD-00005,No longer needed,12-01-2023,Refunded,1775.32,Pickup
RET-005465,OR-073144,PRD-00021,Better price found elsewhere,05-01-2023,Refunded,11719.59,Courier
RET-005466,OR-122735,PRD-00004,Changed mind,13-01-2023,Approved,8650.18,Pickup
RET-005467,OR-042138,PRD-00003,Changed mind,04-01-2023,Approved,7083.09,Courier
RET-005468,OR-079775,PRD-00005,Item not as described,09-01-2023,Approved,3620.83,Courier
RET-005469,OR-110898,PRD-00290,Product no longer wanted,17-01-2023,Pending,0,Courier
RET-005470,OR-112121,PRD-00001,Delayed delivery,07-01-2023,Approved,11804.95,Courier
RET-005471,OR-009886,PRD-00489,Item not as described,07-01-2023,Approved,5929.06,Store_Drop
RET-005472,OR-053623,PRD-00002,Delayed delivery,13-01-2023,Pending,0,Courier
RET-005473,OR-003936,PRD-00019,Delayed delivery,13-01-2023,Approved,11294.95,Pickup
RET-005474,OR-087833,PRD-00013,Received wrong quantity,16-01-2023,Approved,3674.25,Courier
RET-005475,OR-115820,PRD-00099,Delayed delivery,10-01-2023,Refunded,3337.22,Store_Drop
RET-005476,OR-079272,PRD-00248,No longer needed,20-01-2023,Approved,1270.03,Store_Drop
RET-005477,OR-061445,PRD-00036,Better price found elsewhere,17-01-2023,Rejected,0,Pickup
RET-005478,OR-085428,PRD-00005,No longer needed,12-01-2023,Refunded,3861.65,Store_Drop
