OrderId,Return_reason
OR-041210,Changed mind
OR-083334,Better price found elsewhere
OR-048233,Item not as described
OR-063225,No longer needed
OR-071878,Product no longer wanted
OR-045612,Changed mind
OR-002863,Changed mind
OR-008564,Product no longer wanted
OR-067343,Better price found elsewhere
OR-042460,Changed mind
OR-007604,Delayed delivery
OR-116100,No longer needed
OR-085719,Incorrect item shipped
OR-075023,Incorrect item shipped
OR-039040,Damaged item
OR-006033,No longer needed
OR-087909,Delayed delivery
OR-106536,Item not as described
OR-062038,Item not as described
OR-107842,Poor customer service
OR-114226,Changed mind
OR-027098,Product no longer wanted
OR-008246,Damaged item
OR-010790,Incorrect item shipped
OR-005566,Poor customer service
OR-002622,Delayed delivery
OR-088832,Received wrong quantity
OR-017823,Received wrong quantity
OR-034898,Incorrect item shipped
OR-032861,Better price found elsewhere
OR-067018,Damaged item
OR-082037,Damaged item
OR-041159,Better price found elsewhere
OR-037388,Delayed delivery
OR-089908,Damaged item
OR-066807,No longer needed
OR-124243,Product no longer wanted
OR-053197,Damaged item
OR-010524,Received wrong quantity
OR-119490,Changed mind
OR-119711,Item not as described
OR-066099,No longer needed
OR-113732,Product no longer wanted
OR-051090,Incorrect item shipped
OR-121953,Better price found elsewhere
OR-091888,Better price found elsewhere
OR-002425,Incorrect item shipped
OR-033088,Poor customer service
OR-013913,Item not as described
OR-024522,Damaged item
OR-075034,Product no longer wanted
OR-101454,Delayed delivery
OR-101450,Delayed delivery
OR-015570,Product no longer wanted
OR-104698,No longer needed
OR-012580,Delayed delivery
OR-040375,Damaged item
OR-035228,Poor customer service
OR-117001,No longer needed
OR-006922,Received wrong quantity
OR-001554,Item not as described
OR-065944,Item not as described
OR-069312,Poor customer service
OR-023148,Product no longer wanted
OR-068041,Item not as described
OR-021983,Item not as described
OR-017012,Incorrect item shipped
OR-019307,Poor customer service
OR-060398,Item not as described
OR-056853,Received wrong quantity
OR-096447,No longer needed
OR-017145,Better price found elsewhere
OR-059143,Poor customer service
OR-096669,Delayed delivery
OR-074462,Changed mind
OR-096239,Poor customer service
OR-029829,Damaged item
OR-115111,Damaged item
OR-113954,Damaged item
OR-088638,Changed mind
OR-025897,Better price found elsewhere
OR-092255,No longer needed
OR-001949,Damaged item
OR-021073,No longer needed
OR-012460,Product no longer wanted
OR-120056,Incorrect item shipped
OR-030861,No longer needed
OR-072980,Received wrong quantity
OR-103383,Received wrong quantity
OR-112332,Changed mind
OR-121666,No longer needed
OR-078139,Changed mind
OR-095211,Item not as described
OR-063667,Poor customer service
OR-034652,Poor customer service
OR-100604,Received wrong quantity
OR-122528,Product no longer wanted
OR-043884,Delayed delivery
OR-086037,Better price found elsewhere
OR-073087,Damaged item
OR-005766,Damaged item
OR-054114,Damaged item
OR-074308,Poor customer service
OR-030830,Better price found elsewhere
OR-020603,Received wrong quantity
OR-083731,Delayed delivery
OR-029342,Better price found elsewhere
OR-055451,Incorrect item shipped
OR-028844,Received wrong quantity
OR-040297,Damaged item
OR-039433,No longer needed
OR-101161,Received wrong quantity
OR-007800,Better price found elsewhere
OR-047134,Received wrong quantity
OR-101997,Received wrong quantity
OR-026147,Delayed delivery
OR-115201,Product no longer wanted
OR-110375,Better price found elsewhere
OR-019408,Better price found elsewhere
OR-067902,Item not as described
OR-044995,Damaged item
OR-092534,Better price found elsewhere
OR-006964,Better price found elsewhere
OR-070880,Better price found elsewhere
OR-081835,Incorrect item shipped
OR-110034,No longer needed
OR-004113,Received wrong quantity
OR-024558,Item not as described
OR-036637,Damaged item
OR-005241,Delayed delivery
OR-089661,Changed mind
OR-034257,Incorrect item shipped
OR-085047,Item not as described
OR-014947,Incorrect item shipped
OR-092481,Damaged item
OR-033987,No longer needed
OR-035494,No longer needed
OR-115894,Changed mind
OR-075760,No longer needed
OR-106233,Delayed delivery
OR-046759,Item not as described
OR-116911,Changed mind
OR-029055,Better price found elsewhere
OR-010015,No longer needed
OR-100813,No longer needed
OR-081442,Item not as described
OR-101022,Damaged item
OR-062320,Damaged item
OR-001222,Product no longer wanted
OR-009658,Incorrect item shipped
OR-093395,Damaged item
OR-082910,Item not as described
OR-103001,Received wrong quantity
OR-108930,Poor customer service
OR-065178,Delayed delivery
OR-053034,Item not as described
OR-080730,Delayed delivery
OR-037101,Delayed delivery
OR-055108,Poor customer service
OR-074585,Incorrect item shipped
OR-089829,No longer needed
OR-015133,Better price found elsewhere
OR-066283,No longer needed
OR-014324,Item not as described
OR-105229,Product no longer wanted
OR-011483,Damaged item
OR-105258,Better price found elsewhere
OR-063159,No longer needed
OR-056383,Incorrect item shipped
OR-061931,Changed mind
OR-049652,Incorrect item shipped
OR-009343,No longer needed
OR-031342,Changed mind
OR-072600,Item not as described
OR-020596,No longer needed
OR-116720,Delayed delivery
OR-109364,Item not as described
OR-036355,Received wrong quantity
OR-111149,Incorrect item shipped
OR-078102,Received wrong quantity
OR-054142,No longer needed
OR-023108,Changed mind
OR-088258,No longer needed
OR-059134,Poor customer service
OR-014996,Poor customer service
OR-012451,Damaged item
OR-013280,Changed mind
OR-037918,Received wrong quantity
OR-111586,Poor customer service
OR-106428,Poor customer service
OR-034111,Better price found elsewhere
OR-101288,Received wrong quantity
OR-076760,Changed mind
OR-074047,Better price found elsewhere
OR-041634,Damaged item
OR-041471,Product no longer wanted
OR-118646,Changed mind
OR-110037,Incorrect item shipped
OR-075049,Better price found elsewhere
OR-040292,Received wrong quantity
OR-035592,Incorrect item shipped
OR-017608,Received wrong quantity
OR-095688,Damaged item
OR-024453,Damaged item
OR-041216,Poor customer service
OR-071520,Better price found elsewhere
OR-057683,Poor customer service
OR-076467,No longer needed
OR-030020,Delayed delivery
OR-101751,Damaged item
OR-005549,Incorrect item shipped
OR-107089,No longer needed
OR-106307,Changed mind
OR-053661,Product no longer wanted
OR-054974,No longer needed
OR-097317,Item not as described
OR-001280,Item not as described
OR-043537,Product no longer wanted
OR-103875,Delayed delivery
OR-115936,Better price found elsewhere
OR-051271,Delayed delivery
OR-118958,Product no longer wanted
OR-003938,Damaged item
OR-024349,No longer needed
OR-110176,Better price found elsewhere
OR-119676,Item not as described
OR-119300,Incorrect item shipped
OR-118427,Damaged item
OR-021434,Item not as described
OR-058888,Product no longer wanted
OR-114541,Poor customer service
OR-039434,Poor customer service
OR-002002,No longer needed
OR-020990,Poor customer service
OR-111299,Product no longer wanted
OR-010393,Item not as described
OR-052661,Product no longer wanted
OR-008881,Item not as described
OR-079633,Product no longer wanted
OR-075425,Delayed delivery
OR-120443,Incorrect item shipped
OR-051410,Product no longer wanted
OR-025129,Received wrong quantity
OR-011265,Product no longer wanted
OR-103149,Better price found elsewhere
OR-057693,No longer needed
OR-050312,Changed mind
OR-031683,Poor customer service
OR-000318,Item not as described
OR-113587,Item not as described
OR-107480,Delayed delivery
OR-032901,Poor customer service
OR-026362,Better price found elsewhere
OR-095510,Better price found elsewhere
OR-010317,Incorrect item shipped
OR-059423,Incorrect item shipped
OR-088684,Product no longer wanted
OR-103799,Received wrong quantity
OR-057548,Better price found elsewhere
OR-020449,Poor customer service
OR-097787,Product no longer wanted
OR-081731,Received wrong quantity
OR-031715,Delayed delivery
OR-091846,Poor customer service
OR-069962,Damaged item
OR-068747,Item not as described
OR-031418,No longer needed
OR-121296,Product no longer wanted
OR-106866,Better price found elsewhere
OR-032113,Incorrect item shipped
OR-045357,Poor customer service
OR-069347,Product no longer wanted
OR-100633,Received wrong quantity
OR-114333,Incorrect item shipped
OR-104751,Delayed delivery
OR-056760,Delayed delivery
OR-021487,Product no longer wanted
OR-090896,No longer needed
OR-073997,Poor customer service
OR-124078,Damaged item
OR-031746,Better price found elsewhere
OR-043972,Received wrong quantity
OR-066064,Damaged item
OR-033492,Delayed delivery
OR-022021,Received wrong quantity
OR-066295,Damaged item
OR-079099,Incorrect item shipped
OR-019686,Incorrect item shipped
OR-115218,Poor customer service
OR-075143,No longer needed
OR-120182,Poor customer service
OR-083619,Poor customer service
OR-055280,Better price found elsewhere
OR-125703,Poor customer service
OR-110562,Poor customer service
OR-034048,Better price found elsewhere
OR-046119,Damaged item
OR-005166,Item not as described
OR-107002,Product no longer wanted
OR-107560,Better price found elsewhere
OR-085856,Poor customer service
OR-080558,Received wrong quantity
OR-046767,Poor customer service
OR-025218,Changed mind
OR-023248,Damaged item
OR-062638,Received wrong quantity
OR-058471,No longer needed
OR-050886,Better price found elsewhere
OR-033431,Better price found elsewhere
OR-086432,No longer needed
OR-094243,Item not as described
OR-114456,Poor customer service
OR-046903,Poor customer service
OR-066698,Item not as described
OR-050830,No longer needed
OR-089776,Item not as described
OR-060757,Incorrect item shipped
OR-119835,Poor customer service
OR-014331,Better price found elsewhere
OR-040511,Received wrong quantity
OR-098872,Delayed delivery
OR-040749,Changed mind
OR-035412,Poor customer service
OR-028165,Better price found elsewhere
OR-116187,Incorrect item shipped
OR-025573,Incorrect item shipped
OR-033454,Received wrong quantity
OR-095768,Changed mind
OR-019545,Product no longer wanted
OR-022770,Product no longer wanted
OR-100039,Delayed delivery
OR-054539,Damaged item
OR-095676,Delayed delivery
OR-102462,Product no longer wanted
OR-050273,Poor customer service
OR-067100,Damaged item
OR-027201,Incorrect item shipped
OR-118392,Damaged item
OR-055089,Better price found elsewhere
OR-106994,Poor customer service
OR-004841,Better price found elsewhere
OR-036452,Product no longer wanted
OR-054445,Received wrong quantity
OR-063493,Poor customer service
OR-116175,Better price found elsewhere
OR-068832,Product no longer wanted
OR-020563,Delayed delivery
OR-028601,No longer needed
OR-043982,Changed mind
OR-116899,Damaged item
OR-108049,No longer needed
OR-045934,Better price found elsewhere
OR-081979,Product no longer wanted
OR-109067,Received wrong quantity
OR-017987,Changed mind
OR-085928,No longer needed
OR-024684,Delayed delivery
OR-058152,Damaged item
OR-078271,Product no longer wanted
OR-080768,Poor customer service
OR-112354,Received wrong quantity
OR-043941,No longer needed
OR-028574,Better price found elsewhere
OR-014458,No longer needed
OR-017148,Item not as described
OR-093543,Incorrect item shipped
OR-071670,Poor customer service
OR-116769,Incorrect item shipped
OR-106555,Changed mind
OR-020026,Item not as described
OR-071890,Damaged item
OR-117121,Product no longer wanted
OR-091408,Incorrect item shipped
OR-124386,Incorrect item shipped
OR-096363,Received wrong quantity
OR-020034,Received wrong quantity
OR-028453,Incorrect item shipped
OR-036987,Incorrect item shipped
OR-007623,Better price found elsewhere
OR-114292,No longer needed
OR-065062,Product no longer wanted
OR-003919,Damaged item
OR-009620,Better price found elsewhere
OR-023992,No longer needed
OR-089762,Poor customer service
OR-031159,Item not as described
OR-078092,Delayed delivery
OR-059415,Received wrong quantity
OR-030012,Better price found elsewhere
OR-110186,Item not as described
OR-027441,Delayed delivery
OR-017980,Received wrong quantity
OR-034473,Item not as described
OR-029287,Incorrect item shipped
OR-033529,No longer needed
OR-114328,Item not as described
OR-010208,Item not as described
OR-020892,Better price found elsewhere
OR-097016,Delayed delivery
OR-083666,Better price found elsewhere
OR-118833,Changed mind
OR-043941,Incorrect item shipped
OR-050718,Incorrect item shipped
OR-084375,Damaged item
OR-022705,Better price found elsewhere
OR-042681,Received wrong quantity
OR-049751,Item not as described
OR-089776,Changed mind
OR-066918,Poor customer service
OR-043314,No longer needed
OR-049028,Item not as described
OR-097365,Poor customer service
OR-048780,Received wrong quantity
OR-123522,Changed mind
OR-016455,Received wrong quantity
OR-095713,Better price found elsewhere
OR-029076,Received wrong quantity
OR-042497,Changed mind
OR-056080,Damaged item
OR-086453,Received wrong quantity
OR-064579,Better price found elsewhere
OR-048854,Better price found elsewhere
OR-124945,Item not as described
OR-038112,Damaged item
OR-041445,Better price found elsewhere
OR-036905,Product no longer wanted
OR-058199,Item not as described
OR-024512,Poor customer service
OR-091719,Better price found elsewhere
OR-084937,No longer needed
OR-017445,Product no longer wanted
OR-065380,Received wrong quantity
OR-028798,Better price found elsewhere
OR-115800,Poor customer service
OR-039568,Better price found elsewhere
OR-121114,Item not as described
OR-036586,Delayed delivery
OR-119822,Damaged item
OR-058321,Item not as described
OR-073363,Damaged item
OR-105778,Poor customer service
OR-070471,No longer needed
OR-051299,Poor customer service
OR-001342,Incorrect item shipped
OR-089330,Changed mind
OR-027107,Incorrect item shipped
OR-054841,Better price found elsewhere
OR-090036,Better price found elsewhere
OR-103319,Better price found elsewhere
OR-074466,Changed mind
OR-101022,Incorrect item shipped
OR-030886,Incorrect item shipped
OR-064430,Incorrect item shipped
OR-069300,Poor customer service
OR-058431,Better price found elsewhere
OR-026969,Changed mind
OR-120188,Received wrong quantity
OR-067015,Poor customer service
OR-078446,Product no longer wanted
OR-009957,Damaged item
OR-068929,Delayed delivery
OR-017486,No longer needed
OR-032919,Better price found elsewhere
OR-025635,Item not as described
OR-027452,Product no longer wanted
OR-052340,Received wrong quantity
OR-005638,Delayed delivery
OR-000373,Delayed delivery
OR-044554,Item not as described
OR-079252,Delayed delivery
OR-058569,No longer needed
OR-107018,Poor customer service
OR-106905,Item not as described
OR-041430,Product no longer wanted
OR-108403,Delayed delivery
OR-118505,Delayed delivery
OR-107743,Better price found elsewhere
OR-056322,Better price found elsewhere
OR-011426,Better price found elsewhere
OR-030099,No longer needed
OR-049430,Changed mind
OR-008103,Changed mind
OR-019536,Product no longer wanted
OR-065967,Incorrect item shipped
OR-013633,Product no longer wanted
OR-009466,Delayed delivery
OR-084823,Poor customer service
OR-049936,Incorrect item shipped
OR-089919,Item not as described
OR-120823,Item not as described
OR-025548,Product no longer wanted
OR-073205,Changed mind
OR-002715,Received wrong quantity
OR-089150,Delayed delivery
OR-051693,Delayed delivery
OR-081334,Changed mind
OR-086327,No longer needed
OR-059116,Item not as described
OR-035470,Changed mind
OR-051941,No longer needed
OR-087263,Damaged item
OR-089848,Received wrong quantity
OR-015360,Item not as described
OR-067409,Damaged item
OR-020554,Product no longer wanted
OR-016144,Poor customer service
OR-088557,Poor customer service
OR-009522,Delayed delivery
OR-050451,Damaged item
OR-057839,Incorrect item shipped
OR-040545,Delayed delivery
OR-054313,Delayed delivery
OR-086704,Product no longer wanted
OR-037750,Item not as described
OR-046562,Delayed delivery
OR-099576,Product no longer wanted
OR-083546,Damaged item
OR-107962,Item not as described
OR-057311,No longer needed
OR-084281,Better price found elsewhere
OR-089356,Changed mind
OR-057221,Product no longer wanted
OR-061280,No longer needed
OR-042124,Changed mind
OR-013374,Product no longer wanted
OR-000068,Product no longer wanted
OR-075689,Changed mind
OR-043324,Product no longer wanted
OR-071002,Item not as described
OR-024339,Received wrong quantity
OR-059704,Changed mind
OR-041476,Product no longer wanted
OR-122690,Received wrong quantity
OR-023890,No longer needed
OR-001576,Damaged item
OR-053469,Product no longer wanted
OR-032238,Received wrong quantity
OR-061790,Incorrect item shipped
OR-062171,Received wrong quantity
OR-036570,No longer needed
OR-095557,Product no longer wanted
OR-040319,Item not as described
OR-008128,No longer needed
OR-122333,Incorrect item shipped
OR-120765,Received wrong quantity
OR-029230,No longer needed
OR-078000,Received wrong quantity
OR-050637,Item not as described
OR-022307,Delayed delivery
OR-113545,Product no longer wanted
OR-014651,Product no longer wanted
OR-035567,Received wrong quantity
OR-089122,Product no longer wanted
OR-042558,Better price found elsewhere
OR-105485,Damaged item
OR-048633,Poor customer service
OR-084661,Changed mind
OR-076457,Poor customer service
OR-092813,Received wrong quantity
OR-106354,Incorrect item shipped
OR-118812,Item not as described
OR-104786,Product no longer wanted
OR-091319,Item not as described
OR-087021,Better price found elsewhere
OR-006940,Product no longer wanted
OR-001093,No longer needed
OR-091471,Product no longer wanted
OR-119786,Product no longer wanted
OR-122118,Better price found elsewhere
OR-041442,Item not as described
OR-022569,Damaged item
OR-058331,Item not as described
OR-071629,Better price found elsewhere
OR-034915,Delayed delivery
OR-079817,Item not as described
OR-071552,Damaged item
OR-031778,Product no longer wanted
OR-112618,Damaged item
OR-067572,Product no longer wanted
OR-118082,Received wrong quantity
OR-120594,Product no longer wanted
OR-101047,No longer needed
OR-047567,Changed mind
OR-105492,Damaged item
OR-083205,Changed mind
OR-039351,Better price found elsewhere
OR-034480,Delayed delivery
OR-000762,Item not as described
OR-087750,Item not as described
OR-098275,Received wrong quantity
OR-066308,Delayed delivery
OR-028699,No longer needed
OR-112021,Item not as described
OR-055410,Received wrong quantity
OR-105958,Delayed delivery
OR-019679,Item not as described
OR-013165,Product no longer wanted
OR-126040,Incorrect item shipped
OR-109370,No longer needed
OR-016663,Item not as described
OR-106383,Poor customer service
OR-057570,Product no longer wanted
OR-118940,Item not as described
OR-091355,Product no longer wanted
OR-025271,Product no longer wanted
OR-033536,Better price found elsewhere
OR-059062,Damaged item
OR-012415,Received wrong quantity
OR-034207,Received wrong quantity
OR-120688,Item not as described
OR-009070,Changed mind
OR-123068,Item not as described
OR-116891,Product no longer wanted
OR-090756,Incorrect item shipped
OR-065122,Delayed delivery
OR-073706,Poor customer service
OR-106083,Poor customer service
OR-085817,Item not as described
OR-045445,Damaged item
OR-081774,Product no longer wanted
OR-060516,Poor customer service
OR-112346,Better price found elsewhere
OR-086582,Changed mind
OR-120601,Delayed delivery
OR-092161,Changed mind
OR-046434,Incorrect item shipped
OR-011961,Poor customer service
OR-112575,Item not as described
OR-110833,Damaged item
OR-029205,Item not as described
OR-114338,Product no longer wanted
OR-063806,Product no longer wanted
OR-086103,Poor customer service
OR-122040,Incorrect item shipped
OR-071207,Received wrong quantity
OR-036031,Product no longer wanted
OR-091447,Delayed delivery
OR-069389,Incorrect item shipped
OR-084089,Poor customer service
OR-106718,Damaged item
OR-032242,Changed mind
OR-013779,Product no longer wanted
OR-119530,No longer needed
OR-098217,Item not as described
OR-096128,Changed mind
OR-116149,Item not as described
OR-057709,Changed mind
OR-117977,No longer needed
OR-038171,Poor customer service
OR-086478,Damaged item
OR-078756,Better price found elsewhere
OR-048260,Incorrect item shipped
OR-028274,Incorrect item shipped
OR-123480,Damaged item
OR-115971,Better price found elsewhere
OR-073906,Product no longer wanted
OR-102622,Changed mind
OR-118023,Poor customer service
OR-013879,Incorrect item shipped
OR-085251,Poor customer service
OR-029866,Poor customer service
OR-025130,Incorrect item shipped
OR-124867,Changed mind
OR-065332,Product no longer wanted
OR-000781,Better price found elsewhere
OR-082195,Delayed delivery
OR-015348,Received wrong quantity
OR-025465,Poor customer service
OR-037273,Better price found elsewhere
OR-064495,Better price found elsewhere
OR-057117,Poor customer service
OR-020707,Changed mind
OR-090421,Received wrong quantity
OR-112197,Incorrect item shipped
OR-059922,Better price found elsewhere
OR-001530,Incorrect item shipped
OR-118042,Changed mind
OR-053750,Delayed delivery
OR-012559,Changed mind
OR-017271,Better price found elsewhere
OR-076214,No longer needed
OR-058902,Product no longer wanted
OR-019551,Changed mind
OR-055614,Item not as described
OR-016832,Product no longer wanted
OR-006988,Product no longer wanted
OR-091670,Poor customer service
OR-054856,Incorrect item shipped
OR-050434,Damaged item
OR-031802,Product no longer wanted
OR-030591,Poor customer service
OR-031170,Product no longer wanted
OR-029769,Delayed delivery
OR-016019,Received wrong quantity
OR-051946,Received wrong quantity
OR-068150,Poor customer service
OR-078836,Incorrect item shipped
OR-003941,Item not as described
OR-031222,Product no longer wanted
OR-092264,Received wrong quantity
OR-096044,Incorrect item shipped
OR-098082,Item not as described
OR-077001,Poor customer service
OR-024237,Item not as described
OR-013409,Product no longer wanted
OR-024394,No longer needed
OR-101988,Changed mind
OR-090757,Poor customer service
OR-000272,Damaged item
OR-085233,Delayed delivery
OR-037985,Poor customer service
OR-036043,Received wrong quantity
OR-013144,Changed mind
OR-093405,Delayed delivery
OR-109858,Damaged item
OR-042914,Better price found elsewhere
OR-024416,Product no longer wanted
OR-037935,Received wrong quantity
OR-015757,Product no longer wanted
OR-115314,Damaged item
OR-065645,Better price found elsewhere
OR-120924,Incorrect item shipped
OR-056144,Poor customer service
OR-027937,Item not as described
OR-119697,Incorrect item shipped
OR-044455,Product no longer wanted
OR-092215,Delayed delivery
OR-049945,Incorrect item shipped
OR-066410,Better price found elsewhere
OR-053855,Better price found elsewhere
OR-067214,Better price found elsewhere
OR-104876,Damaged item
OR-007692,Poor customer service
OR-074651,No longer needed
OR-100690,Product no longer wanted
OR-091260,Item not as described
OR-011556,Damaged item
OR-107875,Changed mind
OR-094249,Incorrect item shipped
OR-070398,Item not as described
OR-087064,Product no longer wanted
OR-111619,Item not as described
OR-048389,Poor customer service
OR-115803,Better price found elsewhere
OR-055430,Changed mind
OR-109676,Received wrong quantity
OR-059810,Damaged item
OR-085537,No longer needed
OR-045838,Damaged item
OR-043698,Damaged item
OR-080436,Damaged item
OR-084369,Better price found elsewhere
OR-056914,Item not as described
OR-010637,Received wrong quantity
OR-114194,Item not as described
OR-084466,No longer needed
OR-064661,Product no longer wanted
OR-126055,Better price found elsewhere
OR-092311,Item not as described
OR-020631,Item not as described
OR-124215,Received wrong quantity
OR-125270,Better price found elsewhere
OR-098170,Item not as described
OR-087575,Delayed delivery
OR-033253,Incorrect item shipped
OR-091383,Product no longer wanted
OR-011221,No longer needed
OR-111984,Delayed delivery
OR-004851,No longer needed
OR-100424,Incorrect item shipped
OR-046725,Poor customer service
OR-055731,Poor customer service
OR-124727,Item not as described
OR-084769,Received wrong quantity
OR-054216,Better price found elsewhere
OR-056007,Product no longer wanted
OR-116989,Incorrect item shipped
OR-115725,Incorrect item shipped
OR-070424,Item not as described
OR-022404,Poor customer service
OR-065280,Poor customer service
OR-057994,Received wrong quantity
OR-109615,Damaged item
OR-001838,Poor customer service
OR-003254,Item not as described
OR-125760,Damaged item
OR-088693,Poor customer service
OR-096042,No longer needed
OR-028072,Poor customer service
OR-044682,Better price found elsewhere
OR-009951,Incorrect item shipped
OR-001103,Item not as described
OR-109063,Better price found elsewhere
OR-026501,Changed mind
OR-018775,Delayed delivery
OR-042284,Better price found elsewhere
OR-056697,Delayed delivery
OR-115322,Item not as described
OR-109883,Poor customer service
OR-093207,Incorrect item shipped
OR-045825,Changed mind
OR-031832,Item not as described
OR-016415,Damaged item
OR-017333,Incorrect item shipped
OR-069738,Product no longer wanted
OR-055853,Changed mind
OR-104369,Received wrong quantity
OR-009785,Received wrong quantity
OR-122619,Changed mind
OR-075334,Better price found elsewhere
OR-060159,Poor customer service
OR-004321,Product no longer wanted
OR-009891,Poor customer service
OR-066457,Better price found elsewhere
OR-003536,Incorrect item shipped
OR-109379,Changed mind
OR-087500,No longer needed
OR-107860,Delayed delivery
OR-074005,Item not as described
OR-061644,Received wrong quantity
OR-029783,Item not as described
OR-042348,Poor customer service
OR-063842,Delayed delivery
OR-012333,Incorrect item shipped
OR-124830,No longer needed
OR-050537,Item not as described
OR-028319,Delayed delivery
OR-097128,Changed mind
OR-104343,Poor customer service
OR-022980,Product no longer wanted
OR-032201,Damaged item
OR-118050,Item not as described
OR-049249,Incorrect item shipped
OR-072505,Poor customer service
OR-092832,Item not as described
OR-060175,Product no longer wanted
OR-039972,Received wrong quantity
OR-099509,Incorrect item shipped
OR-028687,Received wrong quantity
OR-051334,No longer needed
OR-001416,Poor customer service
OR-045529,No longer needed
OR-062086,Incorrect item shipped
OR-070792,Poor customer service
OR-009711,Incorrect item shipped
OR-064867,No longer needed
OR-122396,Delayed delivery
OR-080962,Product no longer wanted
OR-081335,Changed mind
OR-084424,Damaged item
OR-124871,Poor customer service
OR-118711,Better price found elsewhere
OR-006219,Delayed delivery
OR-100264,Item not as described
OR-103809,Incorrect item shipped
OR-076986,No longer needed
OR-048603,Better price found elsewhere
OR-043517,Damaged item
OR-097295,Delayed delivery
OR-017686,Product no longer wanted
OR-033593,No longer needed
OR-107664,Item not as described
OR-061914,Poor customer service
OR-020297,Delayed delivery
OR-004344,Changed mind
OR-018699,Changed mind
OR-082904,Product no longer wanted
OR-062106,Product no longer wanted
OR-119255,No longer needed
OR-038515,Item not as described
OR-113583,Received wrong quantity
OR-051287,Incorrect item shipped
OR-015144,Item not as described
OR-017857,Poor customer service
OR-059097,Poor customer service
OR-019046,No longer needed
OR-016278,Damaged item
OR-062617,Better price found elsewhere
OR-021370,Delayed delivery
OR-082344,No longer needed
OR-000358,Poor customer service
OR-036056,Better price found elsewhere
OR-025716,Delayed delivery
OR-046644,Better price found elsewhere
OR-106081,Better price found elsewhere
OR-054797,Product no longer wanted
OR-023522,Damaged item
OR-028575,Better price found elsewhere
OR-049217,Changed mind
OR-033391,Poor customer service
OR-101465,Delayed delivery
OR-116432,Received wrong quantity
OR-120188,Received wrong quantity
OR-036984,Item not as described
OR-034185,Delayed delivery
OR-055891,Delayed delivery
OR-044045,Damaged item
OR-082613,Item not as described
OR-007862,Poor customer service
OR-015282,Poor customer service
OR-122552,Damaged item
OR-027693,Received wrong quantity
OR-014400,Item not as described
OR-047500,Item not as described
OR-086197,Received wrong quantity
OR-028089,Item not as described
OR-051472,Delayed delivery
OR-115574,Received wrong quantity
OR-003405,Product no longer wanted
OR-107399,Delayed delivery
OR-040623,Item not as described
OR-067064,Incorrect item shipped
OR-070802,Incorrect item shipped
OR-121301,Poor customer service
OR-007150,No longer needed
OR-104269,Better price found elsewhere
OR-099421,Delayed delivery
OR-093764,Incorrect item shipped
OR-089479,Item not as described
OR-111928,Item not as described
OR-089197,Better price found elsewhere
OR-012657,Incorrect item shipped
OR-088454,Product no longer wanted
OR-104035,Product no longer wanted
OR-117411,Delayed delivery
OR-112772,Better price found elsewhere
OR-122035,Item not as described
OR-026744,Changed mind
OR-025800,Received wrong quantity
OR-011932,No longer needed
OR-032386,Received wrong quantity
OR-055771,No longer needed
OR-008900,Better price found elsewhere
OR-005731,Delayed delivery
OR-028609,Item not as described
OR-014418,Changed mind
OR-053410,Better price found elsewhere
OR-074544,Product no longer wanted
OR-053425,Item not as described
OR-114610,Damaged item
OR-053282,Poor customer service
OR-070071,Delayed delivery
OR-086981,Delayed delivery
OR-054769,Poor customer service
OR-118169,No longer needed
OR-022763,Product no longer wanted
OR-043952,Incorrect item shipped
OR-060744,Better price found elsewhere
OR-008589,Received wrong quantity
OR-066888,No longer needed
OR-084029,Item not as described
OR-107807,Received wrong quantity
OR-025313,Changed mind
OR-106730,Item not as described
OR-027211,Better price found elsewhere
OR-055669,Received wrong quantity
OR-020758,Delayed delivery
OR-117793,Received wrong quantity
OR-083361,Damaged item
OR-097699,No longer needed
OR-042607,Received wrong quantity
OR-084669,Item not as described
OR-074822,Delayed delivery
OR-010629,Delayed delivery
OR-114222,Poor customer service
OR-083020,Item not as described
OR-103345,Delayed delivery
OR-080095,Received wrong quantity
OR-106622,Item not as described
OR-030355,No longer needed
OR-086540,Changed mind
OR-042434,Better price found elsewhere
OR-036622,Item not as described
OR-007099,Incorrect item shipped
OR-029043,Delayed delivery
OR-012724,No longer needed
OR-066384,Poor customer service
